S  69.0 2460054.6635943782  0.48421481  0.19914120  0.00067855  0.00025019  0.00004245  0.00463178  0.48421481  0.19168119  0.00921408  0.00438692  0.01696947  0.00462247 2023  4 20
S  69.0 2460232.2337752432  3.48207069 -0.14377365  0.00067495 -0.00027018  0.00004274  0.00466408 -2.80111462 -0.13697933  0.00809044 -0.00413512  0.01606317  0.00437560 2023 10 14
