6333.02888431975	-3819.15466050281	-4862.10860980533	4616.18458428938	-3818.92864932117	-4861.95445273576	4616.28580633763
6333.02891672727	-3804.69522486750	-4860.24385465886	4630.05615944061	-3804.46880518394	-4860.08973948301	4630.15790900807
6333.02891788458	-3804.17838366151	-4860.17665118992	4630.55094595025	-3803.95194939090	-4860.02253749450	4630.65271430976
6333.02893293095	-3797.45583774345	-4859.29909250851	4636.98009227754	-3797.22921383117	-4859.14499796279	4637.08210466562
6333.02893408832	-3796.93850935489	-4859.23129584366	4637.47433991566	-3796.71187085596	-4859.07720276344	4637.57637105208
6333.02893640325	-3795.90366563050	-4859.09556456468	4638.46279855408	-3795.67699795606	-4858.94147441251	4638.56486718080
6333.02895144968	-3789.17425037193	-4858.20924023721	4644.88358494543	-3788.94739307334	-4858.05516901280	4644.98589693824
6333.02895260693	-3788.65644709519	-4858.14077639438	4645.37713854327	-3788.42957521287	-4857.98670661831	4645.47946923155
6333.02895723668	-3786.58457158155	-4857.86645567968	4647.35126760526	-3786.35764135594	-4857.71239168729	4647.45367305561
6333.02895839399	-3786.06657758891	-4857.79777776024	4647.84464466791	-3785.83963277934	-4857.64371521097	4647.94706879875
6333.02896302380	-3783.99402330783	-4857.52261175659	4649.81798723810	-3783.76702015638	-4857.36855496992	4649.92048606804
6333.02896418103	-3783.47590046829	-4857.45372796556	4650.31112884069	-3783.24888273438	-4857.29967261663	4650.41364633391
6333.02896533858	-3782.95760212560	-4857.38478308625	4650.80436585225	-3782.73056980533	-4857.23072917441	4650.90690201071
6333.02897691276	-3777.77341361622	-4856.69309775282	4655.73394358214	-3777.54623545514	-4856.53905815219	4655.83666619608
6333.02898038483	-3776.21759833349	-4856.48478179653	4657.21195215535	-3775.99037642461	-4856.33074646856	4657.31473064089
6333.02898848676	-3772.58602602402	-4855.99721205697	4660.65940383343	-3772.35870203570	-4855.84318666239	4660.76231258137
6333.02900006092	-3767.39529854237	-4855.29710712943	4665.58088033128	-3767.16782873705	-4855.14309583661	4665.68397489699
6333.02900121835	-3766.87604366786	-4855.22686478560	4666.07280737899	-3766.64855928147	-4855.07285489724	4666.17592050903
6333.02900237579	-3766.35674313608	-4855.15657858853	4666.56470619720	-3766.12924416839	-4855.00257010362	4666.66783788886
6333.02901047759	-3762.72088636942	-4854.66341847327	4670.00670995324	-3762.49328534081	-4854.50941978301	4670.10997148122
6333.02901394983	-3761.16215380438	-4854.45143026068	4671.48126370399	-3760.93450903688	-4854.29743575264	4671.58458082900
6333.02902320921	-3757.00406702373	-4853.88427222750	4675.41165125739	-3756.77630562440	-4853.73028882666	4675.51511650208
6333.02902668143	-3755.44426459411	-4853.67089602334	4676.88485973511	-3755.21645946069	-4853.51691677064	4676.98838047148
6333.02902899631	-3754.40420871661	-4853.52843142822	4677.86681895917	-3754.17637442717	-4853.37445493587	4677.97037667495
6333.02903015361	-3753.88419146952	-4853.45714417272	4678.35768142701	-3753.65634260395	-4853.30316905885	4678.46125762560
6333.02903131110	-3753.36405860173	-4853.38580344963	4678.84858166182	-3753.13619515787	-4853.23182971343	4678.95217634300
6333.02903246844	-3752.84395953691	-4853.31442975190	4679.33937863447	-3752.61608151676	-4853.16045739216	4679.44299179268
6333.02903478342	-3751.80352924944	-4853.17153765414	4680.32097756190	-3751.57562207338	-4853.01756804461	4680.42462766941
6333.02903825564	-3750.24275739189	-4852.95690008502	4681.79296008225	-3750.01480648640	-4852.80293459280	4681.89666558564
6333.02905330191	-3743.47602392588	-4852.02242743835	4688.16732762592	-3743.24788354218	-4851.86847968154	4688.27127284723
6333.02905445930	-3742.95528640572	-4851.95025153593	4688.65737129948	-3742.72713144811	-4851.79630513623	4688.76133493807
6333.02905561672	-3742.43450215887	-4851.87803159102	4689.14738767168	-3742.20633262711	-4851.72408654745	4689.25136972487
6333.02905793156	-3741.39283509373	-4851.73346533904	4690.12729935249	-3741.16463641415	-4851.57952300467	4690.23131822536
6333.02905908898	-3740.87195290529	-4851.66111911930	4690.61719406844	-3740.64373965204	-4851.50717813801	4690.72123134638
6333.02906024635	-3740.35106188327	-4851.58873411800	4691.10702584015	-3740.12283405719	-4851.43479448871	4691.21108151913
6333.02906487619	-3738.26701086301	-4851.29875087958	4693.06609826226	-3738.03872474270	-4851.14481664859	4693.17022751934
6333.02906950580	-3736.18254378597	-4851.00810897079	4695.02442193495	-3735.95419937704	-4850.85418012163	4695.12862471557
6333.02907876516	-3732.01198996185	-4850.42479743221	4698.93917221697	-3731.78352898223	-4850.27087929840	4699.04352189416
6333.02908223722	-3730.44758978055	-4850.20537459183	4700.40644426540	-3730.21908509241	-4850.05146045941	4700.51084897306
6333.02908570962	-3728.88274559560	-4849.98555185217	4701.87349217774	-3728.65419719632	-4849.83164171249	4701.97795189259
6333.02909033929	-3726.79592199872	-4849.69187855228	4703.82890170945	-3726.56731532294	-4849.53797372198	4703.93343471960
6333.02909844115	-3723.14276624186	-4849.17633574751	4707.24926738531	-3722.91405759024	-4849.02244017001	4707.35392853866
6333.02910191330	-3721.57667734326	-4848.95476298439	4708.71449364405	-3721.34792499150	-4848.80087135729	4708.81920966702
6333.02910307092	-3721.05447571088	-4848.88080610162	4709.20292109644	-3720.82570878980	-4848.72691578961	4709.30765540668
6333.02910885791	-3718.44348727837	-4848.51046246190	4711.64397358090	-3718.21464752768	-4848.35657870908	4711.74879926213
6333.02911117260	-3717.39891504709	-4848.36203771732	4712.62006244257	-3717.17004616730	-4848.20815658111	4712.72492464823
6333.02911811716	-3714.26419840675	-4847.91572252970	4715.54755798324	-3714.03524213816	-4847.76184922003	4715.65252969373
6333.02912969138	-3709.03712359383	-4847.16850571940	4720.42341250145	-3708.80802169448	-4847.01464537475	4720.52856646452
6333.02913316366	-3707.46836912883	-4846.94352053113	4721.88537375921	-3707.23922354421	-4846.78966405677	4721.99058233620
6333.02913547836	-3706.42244027399	-4846.79333009747	4722.85974597746	-3706.19326556883	-4846.63947619822	4722.96499094547
6333.02913663572	-3705.89942266427	-4846.71817114334	4723.34687519013	-3705.67023339902	-4846.56431853018	4723.45213834905
6333.02913779330	-3705.37627315972	-4846.64295582774	4723.83405627286	-3705.14706933182	-4846.48910449994	4723.93933762298
6333.02913895072	-3704.85316510910	-4846.56770907091	4724.32112778995	-3704.62394672082	-4846.41385902730	4724.42642732553
6333.02915052481	-3699.62036004349	-4845.81293667013	4729.18954639213	-3699.39099606462	-4845.65909941447	4729.29502760599
6333.02915399691	-3698.04995295020	-4845.58569443863	4730.64921514550	-3697.82054530018	-4845.43186100015	4730.75475079877
6333.02915631177	-3697.00279821627	-4845.43398142471	4731.62217454623	-3696.77336145171	-4845.28015052627	4731.72774647850
6333.02915978415	-3695.43178173649	-4845.20609046433	4733.08134617571	-3695.20230130063	-4845.05226336877	4733.18697250416
6333.02916672847	-3692.28908308415	-4844.74920337127	4735.99839408623	-3692.05951531747	-4844.59538385476	4736.10412911433
6333.02917020082	-3690.71721446359	-4844.52018013870	4737.45644343891	-3690.48760303224	-4844.36636439883	4737.56223277695
6333.02917367297	-3689.14514970873	-4844.29079231182	4738.91403719138	-3688.91549461740	-4844.13698033966	4739.01988080758
6333.02917714535	-3687.57269403445	-4844.06101146529	4740.37135593888	-3687.34299528245	-4843.90720325240	4740.47725380820
6333.02918177489	-3685.47577349578	-4843.75406876730	4742.31374630526	-3685.24601653666	-4843.60026555294	4742.41971646294
6333.02918408970	-3684.42710151835	-4843.60034254814	4743.28471282087	-3684.19731545659	-4843.44654182731	4743.39071910437
6333.02919219161	-3680.75571465021	-4843.06097387775	4746.68182417031	-3680.52582673618	-4842.90718185408	4746.78795679507
6333.02919682126	-3678.65708382205	-4842.75184049693	4748.62211734578	-3678.42713771243	-4842.59805342196	4748.72832209544
6333.02922112698	-3667.63088475412	-4841.11786756550	4758.79784136924	-3667.40063318486	-4840.96410622097	4758.90442394180
6333.02922228440	-3667.10547522636	-4841.03959728308	4759.28194733608	-3666.87520911424	-4840.88583715337	4759.38854786536
6333.02923038629	-3663.42674122263	-4840.49053362764	4762.66951031066	-3663.19637331882	-4840.33678197521	4762.77623644734
6333.02923270131	-3662.37530056045	-4840.33326747208	4763.63709399293	-3662.14490357333	-4840.17951823345	4763.74385599187
6333.02923501598	-3661.32388832040	-4840.17585672772	4764.60436912077	-3661.09346225539	-4840.02210989876	4764.71116696398
6333.02923617337	-3660.79811391047	-4840.09708532459	4765.08796362529	-3660.56767330635	-4839.94333969910	4765.19477938658
