2461191.7166667  16.517708688991 -26.491398863802 1000000.0000000000
2461191.7173611  16.517708692494 -26.491398868270 1000000.0000000000
2461191.7180556  16.517708695997 -26.491398872740 1000000.0000000000
2461191.7187500  16.517708699500 -26.491398877213 1000000.0000000000
2461191.7194444  16.517708703004 -26.491398881687 1000000.0000000000
2461191.7201389  16.517708706507 -26.491398886165 1000000.0000000000
2461191.7208333  16.517708710011 -26.491398890644 1000000.0000000000
2461191.7215278  16.517708713516 -26.491398895126 1000000.0000000000
2461191.7222222  16.517708717020 -26.491398899610 1000000.0000000000
2461191.7229167  16.517708720524 -26.491398904096 1000000.0000000000
2461191.7236111  16.517708724029 -26.491398908585 1000000.0000000000
2461191.7243056  16.517708727534 -26.491398913076 1000000.0000000000
2461191.7250000  16.517708731039 -26.491398917569 1000000.0000000000
2461191.7256944  16.517708734544 -26.491398922065 1000000.0000000000
2461191.7263889  16.517708738050 -26.491398926562 1000000.0000000000
2461191.7270833  16.517708741555 -26.491398931063 1000000.0000000000
2461191.7277778  16.517708745061 -26.491398935565 1000000.0000000000
2461191.7284722  16.517708748567 -26.491398940070 1000000.0000000000
2461191.7291667  16.517708752074 -26.491398944577 1000000.0000000000
2461191.7298611  16.517708755580 -26.491398949087 1000000.0000000000
2461191.7305556  16.517708759087 -26.491398953598 1000000.0000000000
2461191.7312500  16.517708762593 -26.491398958113 1000000.0000000000
2461191.7319444  16.517708766100 -26.491398962629 1000000.0000000000
2461191.7326389  16.517708769607 -26.491398967148 1000000.0000000000
2461191.7333333  16.517708773115 -26.491398971669 1000000.0000000000
2461191.7340278  16.517708776622 -26.491398976192 1000000.0000000000
2461191.7347222  16.517708780130 -26.491398980718 1000000.0000000000
2461191.7354167  16.517708783638 -26.491398985246 1000000.0000000000
2461191.7361111  16.517708787146 -26.491398989776 1000000.0000000000
2461191.7368056  16.517708790654 -26.491398994309 1000000.0000000000
2461191.7375000  16.517708794163 -26.491398998843 1000000.0000000000
2461191.7381944  16.517708797672 -26.491399003381 1000000.0000000000
2461191.7388889  16.517708801180 -26.491399007920 1000000.0000000000
2461191.7395833  16.517708804689 -26.491399012462 1000000.0000000000
2461191.7402778  16.517708808199 -26.491399017006 1000000.0000000000
2461191.7409722  16.517708811708 -26.491399021553 1000000.0000000000
2461191.7416667  16.517708815218 -26.491399026102 1000000.0000000000
2461191.7423611  16.517708818727 -26.491399030653 1000000.0000000000
2461191.7430556  16.517708822237 -26.491399035206 1000000.0000000000
2461191.7437500  16.517708825748 -26.491399039762 1000000.0000000000
2461191.7444444  16.517708829258 -26.491399044320 1000000.0000000000
2461191.7451389  16.517708832768 -26.491399048880 1000000.0000000000
2461191.7458333  16.517708836279 -26.491399053443 1000000.0000000000
2461191.7465278  16.517708839790 -26.491399058008 1000000.0000000000
2461191.7472222  16.517708843301 -26.491399062575 1000000.0000000000
2461191.7479167  16.517708846812 -26.491399067145 1000000.0000000000
2461191.7486111  16.517708850324 -26.491399071717 1000000.0000000000
2461191.7493056  16.517708853836 -26.491399076291 1000000.0000000000
2461191.7500000  16.517708857347 -26.491399080868 1000000.0000000000
2461191.7506944  16.517708860859 -26.491399085447 1000000.0000000000
2461191.7513889  16.517708864372 -26.491399090028 1000000.0000000000
2461191.7520833  16.517708867884 -26.491399094612 1000000.0000000000
2461191.7527778  16.517708871397 -26.491399099198 1000000.0000000000
2461191.7534722  16.517708874909 -26.491399103786 1000000.0000000000
2461191.7541667  16.517708878422 -26.491399108377 1000000.0000000000
2461191.7548611  16.517708881936 -26.491399112969 1000000.0000000000
2461191.7555556  16.517708885449 -26.491399117565 1000000.0000000000
2461191.7562500  16.517708888962 -26.491399122162 1000000.0000000000
2461191.7569444  16.517708892476 -26.491399126762 1000000.0000000000
2461191.7576389  16.517708895990 -26.491399131364 1000000.0000000000
2461191.7583333  16.517708899504 -26.491399135968 1000000.0000000000
2461191.7590278  16.517708903018 -26.491399140575 1000000.0000000000
2461191.7597222  16.517708906533 -26.491399145184 1000000.0000000000
2461191.7604167  16.517708910047 -26.491399149796 1000000.0000000000
2461191.7611111  16.517708913562 -26.491399154410 1000000.0000000000
2461191.7618056  16.517708917077 -26.491399159026 1000000.0000000000
2461191.7625000  16.517708920592 -26.491399163644 1000000.0000000000
2461191.7631944  16.517708924108 -26.491399168265 1000000.0000000000
2461191.7638889  16.517708927623 -26.491399172888 1000000.0000000000
2461191.7645833  16.517708931139 -26.491399177513 1000000.0000000000
2461191.7652778  16.517708934655 -26.491399182141 1000000.0000000000
2461191.7659722  16.517708938171 -26.491399186771 1000000.0000000000
2461191.7666667  16.517708941687 -26.491399191403 1000000.0000000000
2461191.7673611  16.517708945204 -26.491399196038 1000000.0000000000
2461191.7680556  16.517708948720 -26.491399200675 1000000.0000000000
2461191.7687500  16.517708952237 -26.491399205314 1000000.0000000000
2461191.7694444  16.517708955754 -26.491399209956 1000000.0000000000
2461191.7701389  16.517708959271 -26.491399214600 1000000.0000000000
2461191.7708333  16.517708962789 -26.491399219246 1000000.0000000000
2461191.7715278  16.517708966306 -26.491399223895 1000000.0000000000
2461191.7722222  16.517708969824 -26.491399228545 1000000.0000000000
2461191.7729167  16.517708973342 -26.491399233199 1000000.0000000000
2461191.7736111  16.517708976860 -26.491399237854 1000000.0000000000
2461191.7743056  16.517708980378 -26.491399242512 1000000.0000000000
2461191.7750000  16.517708983897 -26.491399247172 1000000.0000000000
2461191.7756944  16.517708987416 -26.491399251835 1000000.0000000000
2461191.7763889  16.517708990934 -26.491399256500 1000000.0000000000
