       0.0   39 17 **   10   12 **
       0.0   38 26 **   10   13 **
       0.0   37 34 **   10   13 **
       0.0   36 42 **   10   13 **
       0.0   35 50 **   10   13 **
       0.0   34 58 **   10   13 **
       0.0   34  7 **   10   13 **
       0.0   33 15 **   10   13 **
       0.0   32 23 **   10   13 **
       0.0   31 31 **   10   14 **
       0.0   30 39 **   10   14 **
       0.0   29 48 **   10   14 **
       0.0   28 56 **   10   14 **
       0.0   28  4 **   10   15 **
       0.0   27 12 **   10   15 **
       0.0   26 20 **   10   15 **
       0.0   25 29 **   10   15 **
       0.0   24 37 **   10   15 **
       0.0   23 45 **   10   15 **
       0.0   22 53 **   10   15 **
       0.0   22  1 **   10   15 **
       0.0   21 10 **   10   15 **
       0.0   20 18 **   10   16 **
       0.0   19 26 **   10   16 **
       0.0   18 34 **   10   16 **
       0.0   17 42 **   10   16 **
       0.0   16 51 **   10   16 **
       0.0   15 59 **   10   16 **
       0.0   15  7 **   10   17 **
       0.0   14 15 **   10   17 **
       0.0   13 23 **   10   17 **
       0.0   12 32 **   10   17 **
       0.0   11 40 **   10   17 **
       0.0   10 48 **   10   17 **
       0.0    9 56 **   10   17 **
       0.0    9  4 **   10   17 **
       0.0    8 13 **   10   17 **
       0.0    7 21 **   10   18 **
       0.0    6 29 **   10   18 **
       0.0    5 37 **   10   18 **
       0.0    4 46 **   10   18 **
       0.0    3 54 **   10   18 **
       0.0    3  2 **   10   18 **
       0.0    2 10 **   10   18 **
       0.0    1 18 **   10   18 **
       0.0    0 27 **   10   18 **
       0.0   59 35 **   10   18 **
       0.0   58 43 **   10   19 **
       0.0   57 51 **   10   19 **
       0.0   56 59 **   10   19 **
       0.0   56  8 **   10   19 **
       0.0   55 16 **   10   19 **
       0.0   54 24 **   10   19 **
       0.0   53 32 **   10   19 **
       0.0   52 40 **   10   19 **
       0.0   51 49 **   10   20 **
       0.0   50 57 **   10   20 **
       0.0   50  5 **   10   20 **
       0.0   49 13 **   10   20 **
       0.0   48 21 **   10   20 **
       0.0   47 30 **   10   20 **
       0.0   46 38 **   10   20 **
       0.0   45 46 **   10   20 **
       0.0   44 54 **   10   20 **
       0.0   44  2 **   10   20 **
       0.0   43 11 **   10   20 **
       0.0   42 19 **   10   20 **
       0.0   41 27 **   10   21 **
       0.0   40 35 **   10   21 **
       0.0   39 43 **   10   21 **
       0.0   38 52 **   10   21 **
       0.0   38  0 **   10   21 **
       0.0   37  8 **   10   21 **
       0.0   36 16 **   10   21 **
       0.0   35 24 **   10   21 **
       0.0   34 33 **   10   21 **
       0.0   33 41 **   10   21 **
       0.0   32 49 **   10   21 **
       0.0   31 57 **   10   21 **
       0.0   31  5 **   10   21 **
       0.0   30 14 **   10   22 **
       0.0   29 22 **   10   22 **
       0.0   28 30 **   10   22 **
       0.0   27 38 **   10   22 **
       0.0   26 46 **   10   22 **
       0.0   25 55 **   10   22 **
       0.0   25  3 **   10   22 **
       0.0   24 11 **   10   22 **
       0.0   23 19 **   10   22 **
       0.0   22 28 **   10   22 **
       0.0   21 36 **   10   22 **
       0.0   20 44 **   10   22 **
       0.0   19 52 **   10   22 **
       0.0   19  0 **   10   23 **
       0.0   18  9 **   10   23 **
       0.0   17 17 **   10   23 **
       0.0   16 25 **   10   23 **
       0.0   15 33 **   10   23 **
       0.0   14 41 **   10   23 **
       0.0   13 50 **   10   23 **
       0.0   12 58 **   10   23 **
       0.0   12  6 **   10   23 **
       0.0   11 14 **   10   23 **
       0.0   10 22 **   10   23 **
       0.0    9 31 **   10   23 **
       0.0    8 39 **   10   23 **
       0.0    7 47 **   10   24 **
       0.0    6 55 **   10   24 **
       0.0    6  3 **   10   24 **
       0.0    5 12 **   10   24 **
       0.0    4 20 **   10   24 **
       0.0    3 28 **   10   24 **
       0.0    2 36 **   10   24 **
       0.0    1 44 **   10   24 **
       0.0    0 53 **   10   24 **
       0.0    0  1 **   10   24 **
       0.0   59  9 **   10   24 **
       0.0   58 17 **   10   24 **
       0.0   57 25 **   10   25 **
       0.0   56 34 **   10   25 **
       0.0   55 42 **   10   25 **
       0.0   54 50 **   10   25 **
       0.0   53 58 **   10   25 **
       0.0   53  6 **   10   25 **
       0.0   52 15 **   10   26 **
       0.0   51 23 **   10   26 **
       0.0   50 31 **   10   26 **
       0.0   49 39 **   10   26 **
       0.0   48 47 **   10   26 **
       0.0   47 56 **   10   26 **
       0.0   47  4 **   10   26 **
       0.0   46 12 **   10   26 **
       0.0   45 20 **   10   26 **
