12  31   -4.991  6.417   -5  10 -22  123.49  1.12   14.253 113.62  0.938
 1   1   -5.694  6.673   -6  10 -23  135.62  1.14   18.109 114.28  0.882
 1   2   -6.204  6.610   -7  10 -25  147.76  1.15   21.170 114.94  0.810
 1   3   -6.499  6.217   -8  10 -26  159.90  1.17   23.300 115.12  0.724
 1   4   -6.556  5.495   -8  10 -26  172.05  1.18   24.363 114.58  0.626
 1   5   -6.344  4.461   -8  10 -27  184.21  1.19   24.219 113.21  0.519
 1   6   -5.833  3.151   -7  10 -27  196.37  1.20   22.740 110.94  0.409
 1   7   -4.998  1.623   -6  10 -27  208.53  1.22   19.838 107.81  0.301
 1   8   -3.836 -0.040   -5  10 -27  220.71  1.23   15.528 104.02  0.200
 1   9   -2.371 -1.731   -4  11 -26  232.89  1.25   10.003 100.15  0.114
 1  10   -0.671 -3.327   -2  11 -25  245.07  1.26    3.665  97.68  0.049
 1  11    1.155 -4.702   -1  11 -24  257.26  1.28  357.079 103.20  0.011
 1  12    2.961 -5.746    0  12 -23  269.45  1.30  350.832 199.35  0.002
 1  13    4.587 -6.390    1  12 -22  281.64  1.31  345.392 238.66  0.022
 1  14    5.888 -6.606    1  13 -21  293.83  1.33  341.053 242.25  0.067
 1  15    6.759 -6.414    1  13 -19  306.02  1.35  337.947 243.02  0.134
 1  16    7.147 -5.862    0  14 -18  318.20  1.37  336.102 243.72  0.216
 1  17    7.052 -5.016    0  14 -17  330.37  1.39  335.484 244.90  0.308
 1  18    6.520 -3.946   -1  14 -16  342.54  1.40  336.034 246.71  0.405
 1  19    5.623 -2.719   -2  14 -16  354.71  1.42  337.674 249.12  0.502
 1  20    4.453 -1.395   -4  14 -16    6.86  1.44  340.314 252.06  0.598
 1  21    3.107 -0.029   -5  14 -16   19.02  1.45  343.841 255.42  0.688
 1  22    1.680  1.328   -7  14 -16   31.16  1.47  348.110 259.00  0.771
 1  23    0.260  2.626   -8  14 -17   43.31  1.48  352.937 262.48  0.845
 1  24   -1.078  3.818  -10  14 -18   55.44  1.49  358.099 265.33  0.906
 1  25   -2.275  4.852  -12  13 -19   67.58  1.50    3.351 266.43  0.954
 1  26   -3.290  5.680  -13  13 -20   79.71  1.51    8.441 261.84  0.985
 1  27   -4.099  6.257  -15  13 -21   91.84  1.52   13.137 218.62  0.998
 1  28   -4.696  6.542  -16  13 -22  103.97  1.52   17.232 135.34  0.992
 1  29   -5.090  6.509  -17  14 -24  116.10  1.52   20.549 123.04  0.965
 1  30   -5.294  6.144  -18  14 -25  128.24  1.52   22.935 119.59  0.918
 1  31   -5.323  5.451  -18  14 -25  140.38  1.52   24.253 117.55  0.853
 2   1   -5.185  4.455  -18  14 -26  152.52  1.52   24.380 115.45  0.770
 2   2   -4.878  3.198  -17  14 -26  164.66  1.51   23.217 112.79  0.673
 2   3   -4.389  1.740  -16  13 -26  176.82  1.51   20.704 109.42  0.566
 2   4   -3.700  0.158  -15  13 -25  188.98  1.51   16.862 105.34  0.454
 2   5   -2.796 -1.456  -14  13 -25  201.15  1.50   11.833 100.73  0.342
 2   6   -1.678 -2.999  -13  13 -24  213.33  1.50    5.921  96.01  0.237
 2   7   -0.377 -4.366  -12  13 -23  225.51  1.51  359.571  91.82  0.146
 2   8    1.043 -5.456  -11  13 -22  237.70  1.51  353.297  89.35  0.073
 2   9    2.482 -6.187  -10  14 -21  249.89  1.51  347.576  91.76  0.025
 2  10    3.813 -6.514  -10  14 -19  262.09  1.51  342.771 123.32  0.003
 2  11    4.909 -6.426   -9  14 -18  274.28  1.52  339.108 221.32  0.008
 2  12    5.663 -5.956  -10  15 -17  286.48  1.52  336.699 236.22  0.038
 2  13    6.006 -5.158  -10  15 -16  298.67  1.52  335.567 240.81  0.089
 2  14    5.917 -4.108  -11  15 -15  310.86  1.53  335.678 243.92  0.158
 2  15    5.416 -2.879  -11  15 -15  323.05  1.53  336.961 247.00  0.238
 2  16    4.559 -1.544  -12  15 -15  335.23  1.54  339.313 250.39  0.327
 2  17    3.427 -0.166  -14  15 -15  347.41  1.54  342.607 254.15  0.420
 2  18    2.112  1.201  -15  15 -15  359.58  1.54  346.688 258.20  0.515
 2  19    0.714  2.507  -16  15 -16   11.74  1.54  351.370 262.40  0.608
 2  20   -0.671  3.705  -18  15 -17   23.90  1.54  356.443 266.53  0.698
 2  21   -1.956  4.752  -19  15 -18   36.06  1.54    1.676 270.32  0.780
 2  22   -3.064  5.601  -20  15 -20   48.21  1.54    6.834 273.39  0.854
 2  23   -3.940  6.209  -21  15 -21   60.36  1.53   11.689 275.14  0.915
 2  24   -4.548  6.533  -22  15 -22   72.50  1.53   16.025 274.14  0.962
 2  25   -4.879  6.539  -23  15 -23   84.64  1.52   19.646 263.88  0.990
 2  26   -4.945  6.207  -23  16 -24   96.78  1.50   22.371 181.04  0.998
 2  27   -4.778  5.534  -23  16 -25  108.92  1.49   24.035 129.52  0.984
 2  28   -4.420  4.543  -23  16 -25  121.06  1.47   24.491 120.25  0.946
 3   1   -3.913  3.278  -22  16 -25  133.21  1.45   23.627 115.35  0.887
 3   2   -3.292  1.808  -21  16 -25  145.36  1.43   21.388 110.99  0.808
 3   3   -2.580  0.219  -20  16 -25  157.51  1.41   17.807 106.36  0.712
 3   4   -1.786 -1.393  -19  16 -24  169.68  1.39   13.040 101.32  0.605
 3   5   -0.913 -2.928  -18  16 -23  181.85  1.37    7.378  96.06  0.491
 3   6    0.032 -4.290  -17  16 -22  194.03  1.36    1.229  90.91  0.378
 3   7    1.034 -5.391  -16  16 -21  206.21  1.34  355.056  86.32  0.271
 3   8    2.055 -6.160  -15  16 -20  218.40  1.33  349.291  82.79  0.176
 3   9    3.037 -6.550  -15  16 -18  230.60  1.32  344.286  80.92  0.099
 3  10    3.906 -6.541  -14  16 -17  242.81  1.30  340.285  82.00  0.043
 3  11    4.580 -6.147  -14  16 -16  255.01  1.29  337.441  92.09  0.010
 3  12    4.988 -5.410  -15  16 -15  267.22  1.28  335.831 184.05  0.002
 3  13    5.075 -4.391  -15  16 -14  279.43  1.27  335.471 233.76  0.017
 3  14    4.821 -3.165  -16  16 -13  291.64  1.26  336.329 242.82  0.053
 3  15    4.231 -1.809  -17  16 -13  303.85  1.26  338.325 248.06  0.106
 3  16    3.343 -0.395  -17  16 -13  316.05  1.25  341.339 252.65  0.175
 3  17    2.215  1.013  -18  16 -14  328.25  1.24  345.210 257.21  0.254
 3  18    0.924  2.360  -20  16 -15  340.45  1.23  349.743 261.84  0.341
 3  19   -0.445  3.598  -21  16 -16  352.64  1.22  354.720 266.44  0.433
 3  20   -1.801  4.682  -22  16 -17    4.82  1.21  359.911 270.87  0.527
 3  21   -3.055  5.573  -23  16 -19   17.00  1.20    5.087 274.93  0.621
 3  22   -4.124  6.231  -24  16 -20   29.17  1.18   10.031 278.42  0.712
