  0&00&$-$& 30.4& 26&00&$-$& 39.3& 52&00&$-$& 40.3& 78&00&$-$& 33.1&104&00&$-$& 19.1&130&00&$-$&  1.4&156&00&$+$& 16.7\\
  0&30&$-$& 30.7& 26&30&$-$& 39.4& 52&30&$-$& 40.2& 78&30&$-$& 32.8&104&30&$-$& 18.8&130&30&$-$&  1.0&156&30&$+$& 17.0\\
  1&00&$-$& 30.9& 27&00&$-$& 39.5& 53&00&$-$& 40.1& 79&00&$-$& 32.6&105&00&$-$& 18.5&131&00&$-$&  0.7&157&00&$+$& 17.3\\
  1&30&$-$& 31.1& 27&30&$-$& 39.6& 53&30&$-$& 40.1& 79&30&$-$& 32.4&105&30&$-$& 18.2&131&30&$-$&  0.3&157&30&$+$& 17.7\\
  2&00&$-$& 31.4& 28&00&$-$& 39.7& 54&00&$-$& 40.0& 80&00&$-$& 32.2&106&00&$-$& 17.9&132&00&$+$&  0.1&158&00&$+$& 18.0\\
  2&30&$-$& 31.6& 28&30&$-$& 39.8& 54&30&$-$& 39.9& 80&30&$-$& 32.0&106&30&$-$& 17.6&132&30&$+$&  0.4&158&30&$+$& 18.3\\[1ex]
  3&00&$-$& 31.8& 29&00&$-$& 39.9& 55&00&$-$& 39.8& 81&00&$-$& 31.7&107&00&$-$& 17.2&133&00&$+$&  0.8&159&00&$+$& 18.6\\
  3&30&$-$& 32.0& 29&30&$-$& 39.9& 55&30&$-$& 39.8& 81&30&$-$& 31.5&107&30&$-$& 16.9&133&30&$+$&  1.1&159&30&$+$& 18.9\\
  4&00&$-$& 32.3& 30&00&$-$& 40.0& 56&00&$-$& 39.7& 82&00&$-$& 31.3&108&00&$-$& 16.6&134&00&$+$&  1.5&160&00&$+$& 19.3\\
  4&30&$-$& 32.5& 30&30&$-$& 40.1& 56&30&$-$& 39.6& 82&30&$-$& 31.1&108&30&$-$& 16.3&134&30&$+$&  1.8&160&30&$+$& 19.6\\
  5&00&$-$& 32.7& 31&00&$-$& 40.2& 57&00&$-$& 39.5& 83&00&$-$& 30.8&109&00&$-$& 15.9&135&00&$+$&  2.2&161&00&$+$& 19.9\\
  5&30&$-$& 32.9& 31&30&$-$& 40.2& 57&30&$-$& 39.4& 83&30&$-$& 30.6&109&30&$-$& 15.6&135&30&$+$&  2.6&161&30&$+$& 20.2\\[1ex]
  6&00&$-$& 33.1& 32&00&$-$& 40.3& 58&00&$-$& 39.3& 84&00&$-$& 30.4&110&00&$-$& 15.3&136&00&$+$&  2.9&162&00&$+$& 20.5\\
  6&30&$-$& 33.3& 32&30&$-$& 40.3& 58&30&$-$& 39.2& 84&30&$-$& 30.1&110&30&$-$& 14.9&136&30&$+$&  3.3&162&30&$+$& 20.8\\
  7&00&$-$& 33.5& 33&00&$-$& 40.4& 59&00&$-$& 39.1& 85&00&$-$& 29.9&111&00&$-$& 14.6&137&00&$+$&  3.6&163&00&$+$& 21.1\\
  7&30&$-$& 33.7& 33&30&$-$& 40.5& 59&30&$-$& 39.0& 85&30&$-$& 29.6&111&30&$-$& 14.3&137&30&$+$&  4.0&163&30&$+$& 21.4\\
  8&00&$-$& 33.9& 34&00&$-$& 40.5& 60&00&$-$& 38.9& 86&00&$-$& 29.4&112&00&$-$& 13.9&138&00&$+$&  4.3&164&00&$+$& 21.7\\
  8&30&$-$& 34.1& 34&30&$-$& 40.6& 60&30&$-$& 38.8& 86&30&$-$& 29.1&112&30&$-$& 13.6&138&30&$+$&  4.7&164&30&$+$& 22.0\\[1ex]
  9&00&$-$& 34.3& 35&00&$-$& 40.6& 61&00&$-$& 38.6& 87&00&$-$& 28.9&113&00&$-$& 13.3&139&00&$+$&  5.0&165&00&$+$& 22.3\\
  9&30&$-$& 34.5& 35&30&$-$& 40.6& 61&30&$-$& 38.5& 87&30&$-$& 28.6&113&30&$-$& 12.9&139&30&$+$&  5.4&165&30&$+$& 22.6\\
 10&00&$-$& 34.7& 36&00&$-$& 40.7& 62&00&$-$& 38.4& 88&00&$-$& 28.4&114&00&$-$& 12.6&140&00&$+$&  5.8&166&00&$+$& 22.9\\
