S  70.0 2459375.9590649884  1.37696855  0.40220451  0.00075364  0.00005330  0.00004199  0.00458228  1.37696855  0.41682910  0.00938007  0.00145230  0.01577822  0.00429798 2021  6 10
S  70.0 2459552.8306660657  4.37907065 -0.38880537  0.00079083 -0.00009607  0.00004326  0.00472020 -1.90411466 -0.40624444  0.01182347 -0.00244178  0.01787585  0.00486937 2021 12  4
