2459243.5893880  1 Per
2459287.5735630  1 Afe
2459331.5579254  1 Per
2459375.5424504  1 Afe
2459419.5273004  1 Per
2459463.5121004  1 Afe
2459507.4975317  1 Per
2459551.4822879  1 Afe
2459219.8626505  1 Sur
2459253.7989817  1 Nor
2459307.8324817  1 Sur
2459341.7681317  1 Nor
2459395.8009317  1 Sur
2459429.7375504  1 Nor
2459483.7711317  1 Sur
2459517.7075067  1 Nor
2459571.7396442  1 Sur
2459238.9198692  1 Asc
2459277.2034817  1 Des
2459326.8889630  1 Asc
2459365.1722567  1 Des
2459414.8580630  1 Asc
2459453.1422254  1 Des
2459502.8280004  1 Asc
2459541.1114067  1 Des
2459265.8587755  2 Afe
2459378.2321755  2 Per
2459490.5304005  2 Afe
2459287.8477755  2 Sur
2459399.6438380  2 Nor
2459512.5502505  2 Sur
2459230.9914255  2 Des
2459344.1421630  2 Asc
2459455.6973630  2 Des
2459568.8418755  2 Asc
2459217.0768005  3 Per
2459401.4357254  3 Afe
2459408.5176630  4 Afe
2459370.2878880  4 Nor
2459568.2479630  4 Des
2459503.0941505 17 Des
2459241.5224630 18 Afe
2459397.7389942 18 Nor
2459574.5997130 19 Per
2459381.2333380 19 Nor
