2456296.6170308  1 Afe
2456340.6018308  1 Per
2456384.5863620  1 Afe
2456428.5707683  1 Per
2456472.5551245  1 Afe
2456516.5398433  1 Per
2456560.5242432  1 Afe
2456604.5090120  1 Per
2456648.4938182  1 Afe
2456316.8802683  1 Sur
2456350.8145745  1 Nor
2456404.8495120  1 Sur
2456438.7829433  1 Nor
2456492.8175745  1 Sur
2456526.7518745  1 Nor
2456580.7862995  1 Sur
2456614.7210432  1 Nor
2456335.9352995  1 Asc
2456374.2210995  1 Des
2456423.9039558  1 Asc
2456462.1888558  1 Des
2456511.8727120  1 Asc
2456550.1579870  1 Des
2456599.8415620  1 Asc
2456638.1264058  1 Des
2456344.7930995  2 Afe
2456457.0841620  2 Per
2456569.4702496  2 Afe
2456366.7385245  2 Sur
2456478.5297495  2 Nor
2456591.4309496  2 Sur
2456309.8841120  2 Des
2456423.0291495  2 Asc
2456534.5815870  2 Des
2456647.7216370  2 Asc
2456294.6927745  3 Per
2456479.1141745  3 Afe
2456308.6987808  3 Sur
2456317.3468995  3 Nor
2456336.7621683  3 Sur
2456343.9552307  3 Nor
2456364.1930057  3 Sur
2456371.2538057  3 Nor
2456391.8221995  3 Sur
2456398.5999307  3 Nor
2456419.0101869  3 Nor
2456427.4286932  3 Nor
2456443.4743244  3 Sur
2456457.3445619  3 Nor
2456468.5711431  3 Sur
2456486.5256744  3 Sur
2456494.6445556  3 Sur
2456514.8702181  3 Nor
2456521.0792243  3 Sur
2456542.4543931  3 Nor
2456547.7674306  3 Sur
2456569.9714243  3 Nor
2456597.2891805  3 Nor
2456621.9169118  3 Nor
2456633.2719868  3 Sur
2456646.4189993  3 Nor
2456362.4924558  3 Des
2456366.2432433  3 Asc
2456374.7875995  3 Des
2456556.8014058  3 Asc
2456316.8727495  4 Per
2456622.3190245  4 Nor
2456437.7362745  4 Asc
2456604.6525683  5 Asc
2456551.1606308 16 Per
2456622.1012870 16 Nor
2456634.3150058 17 Per
2456517.2890995 17 Sur
2456386.0184433 19 Asc
