P  67.0 2456408.3567787027  0.58435552  0.23472824  0.00068632  0.00023474  0.00004237  0.00462393 -2.55723714 -0.25292848  0.01064863 -0.00260591  0.01746288  0.00475688  2456408.251233   1.10778   1.52858  -0.24625  2456408.425875  -0.62622   0.47286  -0.25721  2456408.327704   0.38627   1.06627  -0.25113  2456408.349478   0.09474   0.93464  -0.25250      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000  2456408.338533 0.020  0.02253945  0.01310659  0.01767346   0.24129
R  67.0 2456437.6632724046  1.08431243  0.36592963  0.00073480  0.00012986  0.00004210  0.00459355 -2.05728022 -0.33854670  0.01159221 -0.00108769  0.01775922  0.00483760  2456437.654971   3.06773  -0.98945  -0.33833  2456437.692314  -2.88045  -1.21433  -0.33930      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000  2456437.673596 0.040  0.02281347  0.01344265  0.02726394  -3.04838
R  67.0 2456584.5185495210  3.55884142 -0.17389191  0.00068291 -0.00026255  0.00004280  0.00467091  0.41724876  0.19366062  0.00934476  0.00265665  0.01653071  0.00450295  2456584.408582   2.10976   0.48627   0.18658  2456584.577821  -2.66081  -0.54205   0.19742      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000  2456584.493247 0.791  0.02164550  0.01211690  0.01902766   2.86680
