   154  00 02 39.2 -05 56 21  4.37  1.631   M3III        YY         Psc    46.62   -41.32    7.86
   677  00 09 05.3 +29 09 54  2.07 -0.038 P B9p          alpha      And   135.68  -162.95   33.60
   746  00 09 54.4 +59 13 27  2.28  0.380 P F2III-IV     beta       Cas   523.39  -180.42   59.89
   765  00 10 05.5 -45 40 23  3.88  1.013   K0III        epsilon    Phe   122.15  -180.13   23.28
  1067  00 13 56.0 +15 15 31  2.83 -0.190   B2IV         gamma      Peg     4.70    -8.24    9.79
  1170  00 15 19.5 -18 51 29  4.44  1.640 P M1III        AE         Cet   -27.15   -73.78    6.62
  1562  00 20 06.9 -08 44 57  3.56  1.214   K2III        iota       Cet   -14.37   -37.84   11.26
  1599  00 20 46.0 -64 47 44  4.23  0.576   F9V          zeta       Tuc  1707.56  1165.36  116.38
  2021  00 26 26.6 -77 10 42  2.82  0.618   G2IV         beta       Hyi  2220.12   324.37  133.78
  2072  00 26 51.9 -43 36 18  3.93  0.175   A7V          kappa      Phe   106.14    32.83   42.51
  2081  00 26 56.9 -42 13 58  2.40  1.083   K0III        alpha      Phe   232.76  -353.64   42.14
  2484  00 32 09.5 -62 53 02  4.36 -0.064   B9V          beta^1     Tuc    82.48   -54.37   23.35
  2599  00 33 46.6 +63 00 22  4.17  0.130   B1Ia         kappa      Cas     3.99    -2.10    0.79
  2912  00 37 36.3 +33 47 37  4.34 -0.123   B5V          pi         And    15.23    -3.56    4.97
  2920  00 37 43.8 +53 58 16  3.69 -0.196   B2IV         zeta       Cas    17.77    -9.15    5.46
  3031  00 39 16.3 +29 23 06  4.34  0.871   G5III        epsilon    And  -229.41  -254.08   19.34
  3092  00 40 03.2 +30 56 05  3.27  1.268   K3III        delta      And   115.38   -83.05   32.19
  3179  00 41 16.9 +56 36 40  2.24  1.170   K0II-IIIvar  alpha      Cas    50.36   -32.17   14.27
  3405  00 43 57.4 -57 23 21  4.36  0.024   A0IV         eta        Phe    -5.16    15.50   13.57
  3419  00 44 16.0 -17 54 46  2.04  1.019   K0III        beta       Cet   232.79    32.71   34.04
  3504  00 45 29.0 +48 21 29  4.48 -0.069   B5III        o          Cas    17.79    -7.62    3.60
  3693  00 48 03.4 +24 20 25  4.08  1.100 P K1II         zeta       And  -101.23   -81.89   17.98
  3786  00 49 23.0 +07 39 30  4.44  1.500   K5III        delta      Psc    83.14   -50.48   10.69
  3821  00 49 55.8 +57 53 11  3.46  0.587   G0V SB       eta        Cas  1087.11  -559.65  167.99
  4427  00 57 32.0 +60 47 22  2.15 -0.046 P B0IV:evar    gamma      Cas    25.65    -3.82    5.32
  4436  00 57 30.4 +38 34 20  3.86  0.130   A5V          mu         And   152.78    36.82   23.93
  4463  00 57 55.8 +23 29 25  4.40  0.940   G8III-IV     eta        And   -43.72   -46.06   13.44
  4577  00 59 15.3 -29 17 05  4.30 -0.154   B7IIIp       alpha      Scl    22.44     6.30    4.85
  4906  01 03 38.7 +07 57 45  4.27  0.952   K0III        epsilon    Psc   -80.57    25.88   17.14
  5165  01 06 41.0 -46 38 47  3.32  0.885 G G8IIIvar     beta       Phe   -70.16    31.60   16.46
  5348  01 08 57.0 -55 10 26  3.94 -0.120 G B6V + B0V    zeta       Phe    21.17    29.70   11.66
  5364  01 09 16.1 -10 06 40  3.46  1.161   K2III        eta        Cet   215.81  -138.33   27.73
  5372  01 10 51.0 +86 19 43  4.24  1.213   K2II-III                       80.34   -11.36   10.43
  5434  01 10 17.5 +47 18 48  4.26  0.012   B7III        phi        And     3.81   -13.02    4.43
  5447  01 10 29.5 +35 41 30  2.07  1.576   M0IIIvar     beta       And   175.59  -112.23   16.36
  5542  01 11 56.0 +55 13 17  4.34  0.170   A7Vvar       theta      Cas   226.62   -19.34   23.73
  5896  01 16 13.5 -68 48 16  4.25  0.480   F6IV                          411.11   127.43   48.94
  6537  01 24 41.9 -08 06 50  3.60  1.065   K0III        theta      Cet   -78.38  -206.88   28.48
  6686  01 26 42.6 +60 18 18  2.66  0.160 P A5Vv SB      delta      Cas   297.24   -49.49   32.81
  6867  01 28 57.0 -43 14 58  3.41  1.542   K5II-III     gamma      Phe   -18.21  -207.71   13.94
  7083  01 31 48.7 -49 00 10  3.93  0.972   K0III-IV     delta      Phe   138.22   154.20   22.15
  7097  01 32 12.5 +15 24 54  3.62  0.974   G8III        eta        Psc    25.73    -3.29   11.09
  7513  01 37 35.7 +41 28 21  4.10  0.536   F8V          upsilon    And  -172.57  -381.01   74.25
  7588  01 38 12.9 -57 10 07  0.45 -0.158 P B3Vp         alpha      Eri    88.02   -40.08   22.68
  7607  01 38 49.7 +48 41 46  3.59  1.275   K3III                   And    60.90  -112.42   18.76
  7884  01 42 08.1 +05 33 20  4.45  1.347   K3III        nu         Psc   -22.73     3.61    8.86
  8068  01 44 30.9 +50 45 22  4.01 -0.098   B2Vpe        phi        Per    24.08   -13.59    4.55
  8102  01 44 41.7 -15 52 00  3.49  0.727   G8V          tau        Cet -1721.82   854.07  274.17
  8198  01 46 06.5 +09 13 31  4.26  0.942   K0III        o          Psc    70.82    38.99   12.63
  8645  01 52 07.6 -10 16 08  3.74  1.136   K2III        zeta       Cet    38.78   -38.04   12.59
  8796  01 53 51.3 +29 38 39  3.42  0.488   F6IV         alpha      Tri    12.02  -233.69   50.87
  8832  01 54 16.4 +19 21 34  3.88 -0.047   A1p Si                         79.43   -99.10   15.96
  8837  01 54 11.1 -46 14 13  4.39  1.597   M4III SB     psi        Phe   -92.38   -91.46   10.15
  8886  01 55 22.8 +63 44 09  3.35 -0.150   B2pvar       epsilon    Cas    31.98   -18.66    7.38
  8903  01 55 23.3 +20 52 25  2.64  0.165 P A5V          beta       Ari    96.32  -108.80   54.74
  9007  01 56 28.9 -51 32 32  3.69  0.844   G5IV         chi        Eri   681.24   284.23   57.19
  9236  01 59 11.7 -61 30 16  2.86  0.290   F0V          alpha      Hyi   262.54    26.88   45.74
  9347  02 00 38.5 -21 00 46  3.99  1.554   K5/M0III     upsilon    Cet   133.01   -24.53   10.84
  9480  02 03 05.4 +70 58 18  4.49  0.164   A3IV                          -54.46   -10.69   27.91
  9487  02 02 44.8 +02 49 42  3.82  0.024 P A2           alpha      Psc    33.29    -0.42   23.45
  9598  02 04 36.9 +72 29 09  3.95 -0.002   A2V                     Cas   -44.00    22.51   20.12
  9640  02 04 44.0 +42 23 38  2.10  1.370 W B8V          gamma^1    And    43.08   -50.85    9.19
