T  69.0 2460748.7749839420  6.18591825 -0.04207856  0.00066613  0.00028689  0.00004288  0.00467966  3.04432560  0.04841054  0.00775483 -0.00422338  0.01588695  0.00432759  2460748.663721   2.29830  -1.00755   0.05968  2460748.917942  -1.28367  -2.56194   0.03392  2460748.714809   2.43641  -1.31989   0.05452  2460748.866789  -1.42193  -2.24916   0.03910  2460748.767760   2.96834  -1.64365   0.04915  2460748.813844  -1.95397  -1.92542   0.04447  2460748.790811 1.183  0.02099324  0.01144678  0.00553414  -2.63415
T  69.0 2460926.2471370441  2.90646262  0.10065959  0.00065398 -0.00027291  0.00004231  0.00461749 -0.23513004 -0.10605989  0.00921736  0.00488011  0.01725205  0.00469945  2460926.143705   0.89821   2.20822  -0.11813  2460926.372633  -1.89047   0.81653  -0.09131  2460926.185277   0.80152   1.95550  -0.11330  2460926.331143  -1.79395   1.06875  -0.09621  2460926.229428   0.45706   1.68710  -0.10814  2460926.286984  -1.44961   1.33721  -0.10140  2460926.258196 1.367  0.02232270  0.01290301  0.00474965  -0.49597
