85 & $\epsilon$ Sagitarii & $Kaus\,Australis$ & $ 1.9$ &                        21 & 39 & 19 & 49 & 17 & 47 & 15 & 49 & 13 & 47 \\
86 & $\alpha$ Lyrae & $Vega$ & $ 0.0$ &                                         21 & 51 & 20 & 01 & 17 & 59 & 16 & 01 & 14 & 00 \\
87 & $\sigma$ Sagitarii & $Nunki$ & $ 2.0$ &                                    22 & 10 & 20 & 20 & 18 & 18 & 16 & 20 & 14 & 18 \\
88 & $\alpha$ Aquilae & $Altair$ & $ 0.8$ &                                     23 & 05 & 21 & 15 & 19 & 13 & 17 & 15 & 15 & 13 \\
90 & $\alpha$ Pavonis & $Peacock$ & $ 1.9$ &                                    23 & 40 & 21 & 50 & 19 & 48 & 17 & 50 & 15 & 48 \\[1.4ex]
91 & $\alpha$ Cygni & $Deneb$ & $ 1.3$ &                                        23 & 55 & 22 & 05 & 20 & 03 & 18 & 05 & 16 & 03 \\
93 & $\epsilon$ Pegasi & $Enif$ & $*2.1$ &                                       0 & 58 & 23 & 08 & 21 & 06 & 19 & 08 & 17 & 06 \\
95 & $\alpha$ Gruis & $Al\,Na$'$ir$ & $ 1.7$ &                                   1 & 22 & 23 & 32 & 21 & 30 & 19 & 32 & 17 & 30 \\
97 & $\alpha$ Piscis Australis & $Fomalhaut$ & $ 1.2$ &                          2 & 11 &  0 & 21 & 22 & 19 & 20 & 21 & 18 & 19 \\
99 & $\alpha$ Pegasi & $Markab$ & $ 2.5$ &                                       2 & 18 &  0 & 28 & 22 & 26 & 20 & 28 & 18 & 26 \\
