S  69.0 2460409.2751019117  0.31268806  0.13258143  0.00066751  0.00027058  0.00004257  0.00464545  0.31268806  0.13944533  0.00980559  0.00505901  0.01772552  0.00482842 2024  4  8
S  69.0 2460586.2972775176  3.30320794 -0.06964901  0.00066004 -0.00028109  0.00004260  0.00464914 -2.97997737 -0.07591991  0.00759019 -0.00409201  0.01568980  0.00427389 2024 10  2
