   154  00 03 13.00 -05 52 40.7  4.37  1.631   M3III        YY         Psc    46.62   -41.32    7.86
   677  00 09 39.57 +29 13 32.2  2.07 -0.038 P B9p          alpha      And   135.68  -162.95   33.60
   746  00 10 30.05 +59 17 05.3  2.28  0.380 P F2III-IV     beta       Cas   523.39  -180.42   59.89
   765  00 10 38.80 -45 36 44.6  3.88  1.013   K0III        epsilon    Phe   122.15  -180.13   23.28
  1067  00 14 30.04 +15 19 10.8  2.83 -0.190   B2IV         gamma      Peg     4.70    -8.24    9.79
  1170  00 15 52.96 -18 47 50.2  4.44  1.640 P M1III        AE         Cet   -27.15   -73.78    6.62
  1562  00 20 40.55 -08 41 17.9  3.56  1.214   K2III        iota       Cet   -14.37   -37.84   11.26
  1599  00 21 19.87 -64 43 51.7  4.23  0.576   F9V          zeta       Tuc  1707.56  1165.36  116.38
  2021  00 27 00.23 -77 06 59.6  2.82  0.618   G2IV         beta       Hyi  2220.12   324.37  133.78
  2072  00 27 24.14 -43 32 39.0  3.93  0.175   A7V          kappa      Phe   106.14    32.83   42.51
  2081  00 27 29.42 -42 10 22.6  2.40  1.083   K0III        alpha      Phe   232.76  -353.64   42.14
  2484  00 32 39.37 -62 49 24.7  4.36 -0.064   B9V          beta^1     Tuc    82.48   -54.37   23.35
  2599  00 34 24.76 +63 04 00.0  4.17  0.130   B1Ia         kappa      Cas     3.99    -2.10    0.79
  2912  00 38 11.79 +33 51 14.0  4.34 -0.123   B5V          pi         And    15.23    -3.56    4.97
  2920  00 38 21.03 +54 01 53.0  3.69 -0.196   B2IV         zeta       Cas    17.77    -9.15    5.46
  3031  00 39 51.39 +29 26 39.9  4.34  0.871   G5III        epsilon    And  -229.41  -254.08   19.34
  3092  00 40 38.64 +30 59 41.2  3.27  1.268   K3III        delta      And   115.38   -83.05   32.19
  3179  00 41 54.81 +56 40 16.7  2.24  1.170   K0II-IIIvar  alpha      Cas    50.36   -32.17   14.27
  3405  00 44 26.82 -57 19 44.6  4.36  0.024   A0IV         eta        Phe    -5.16    15.50   13.57
  3419  00 44 49.08 -17 51 09.1  2.04  1.019   K0III        beta       Cet   232.79    32.71   34.04
  3504  00 46 06.15 +48 25 04.9  4.48 -0.069   B5III        o          Cas    17.79    -7.62    3.60
  3693  00 48 38.56 +24 24 00.1  4.08  1.100 P K1II         zeta       And  -101.23   -81.89   17.98
  3786  00 49 57.36 +07 43 04.7  4.44  1.500   K5III        delta      Psc    83.14   -50.48   10.69
  3821  00 50 36.22 +57 56 40.4  3.46  0.587   G0V SB       eta        Cas  1087.11  -559.65  167.99
  4427  00 58 12.48 +60 50 55.8  2.15 -0.046 P B0IV:evar    gamma      Cas    25.65    -3.82    5.32
  4436  00 58 07.34 +38 37 54.2  3.86  0.130   A5V          mu         And   152.78    36.82   23.93
  4463  00 58 31.21 +23 32 57.8  4.40  0.940   G8III-IV     eta        And   -43.72   -46.06   13.44
  4577  00 59 47.05 -29 13 32.0  4.30 -0.154   B7IIIp       alpha      Scl    22.44     6.30    4.85
  4906  01 04 13.07 +08 01 17.3  4.27  0.952   K0III        epsilon    Psc   -80.57    25.88   17.14
  5165  01 07 10.28 -46 35 15.1  3.32  0.885 G G8IIIvar     beta       Phe   -70.16    31.60   16.46
  5348  01 09 24.54 -55 06 55.0  3.94 -0.120 G B6V + B0V    zeta       Phe    21.17    29.70   11.66
  5364  01 09 49.35 -10 03 10.8  3.46  1.161   K2III        eta        Cet   215.81  -138.33   27.73
  5372  01 12 36.84 +86 23 13.1  4.24  1.213   K2II-III                       80.34   -11.36   10.43
  5434  01 10 56.18 +47 22 18.2  4.26  0.012   B7III        phi        And     3.81   -13.02    4.43
  5447  01 11 06.73 +35 44 59.2  2.07  1.576   M0IIIvar     beta       And   175.59  -112.23   16.36
  5542  01 12 36.68 +55 16 46.2  4.34  0.170   A7Vvar       theta      Cas   226.62   -19.34   23.73
  5896  01 16 35.80 -68 44 46.1  4.25  0.480   F6IV                          411.11   127.43   48.94
  6537  01 25 14.93 -08 03 26.9  3.60  1.065   K0III        theta      Cet   -78.38  -206.88   28.48
