 2460299.5 1    5. E   4.6
 2460300.5 1    3. E  99.0
 2460301.5 1    2. W  99.0
 2460302.5 1    4. W   4.9
 2460303.5 1    6. W   4.1
 2460304.5 1    8. W   3.3
 2460305.5 1   10. W   2.6
 2460306.5 1   12. W   2.0
 2460307.5 1   14. W   1.5
 2460308.5 1   15. W   1.1
 2460309.5 1   17. W   0.8
 2460310.5 1   18. W   0.5
 2460311.5 1   19. W   0.3
 2460312.5 1   20. W   0.2
 2460313.5 1   21. W   0.0
 2460314.5 1   22. W   0.0
 2460315.5 1   22. W  -0.1
 2460316.5 1   23. W  -0.2
 2460317.5 1   23. W  -0.2
 2460318.5 1   23. W  -0.2
 2460319.5 1   23. W  -0.3
 2460320.5 1   23. W  -0.3
 2460321.5 1   23. W  -0.3
 2460322.5 1   23. W  -0.3
 2460323.5 1   23. W  -0.3
 2460324.5 1   23. W  -0.3
 2460325.5 1   23. W  -0.3
 2460326.5 1   23. W  -0.3
 2460327.5 1   23. W  -0.3
 2460328.5 1   23. W  -0.3
 2460329.5 1   22. W  -0.2
 2460330.5 1   22. W  -0.2
 2460331.5 1   22. W  -0.2
 2460332.5 1   22. W  -0.2
 2460333.5 1   21. W  -0.2
 2460334.5 1   21. W  -0.2
 2460335.5 1   20. W  -0.2
 2460336.5 1   20. W  -0.2
 2460337.5 1   20. W  -0.2
 2460338.5 1   19. W  -0.2
 2460339.5 1   19. W  -0.3
 2460340.5 1   18. W  -0.3
 2460341.5 1   18. W  -0.3
 2460342.5 1   18. W  -0.3
 2460343.5 1   17. W  -0.3
 2460344.5 1   17. W  -0.3
 2460345.5 1   16. W  -0.4
 2460346.5 1   16. W  -0.4
 2460347.5 1   15. W  -0.4
 2460348.5 1   14. W  -0.4
 2460349.5 1   14. W  -0.5
 2460350.5 1   13. W  -0.5
 2460351.5 1   13. W  -0.5
 2460352.5 1   12. W  -0.6
 2460353.5 1   12. W  -0.6
 2460354.5 1   11. W  -0.7
 2460355.5 1   10. W  -0.7
 2460356.5 1   10. W  -0.8
 2460357.5 1    9. W  -0.8
 2460358.5 1    8. W  -0.9
 2460359.5 1    8. W  -1.0
 2460360.5 1    7. W  -1.0
 2460361.5 1    6. W  -1.1
 2460362.5 1    6. W  -1.2
 2460363.5 1    5. W  -1.3
 2460364.5 1    4. W  -1.4
 2460365.5 1    3. W  -1.5
 2460366.5 1    3. W  -1.6
 2460367.5 1    2. W  -1.7
 2460368.5 1    2. E  -1.8
 2460369.5 1    2. E  -1.8
 2460370.5 1    2. E  -1.8
 2460371.5 1    3. E  -1.8
 2460372.5 1    4. E  -1.7
 2460373.5 1    4. E  -1.7
 2460374.5 1    5. E  -1.6
 2460375.5 1    6. E  -1.6
 2460376.5 1    7. E  -1.5
 2460377.5 1    8. E  -1.5
 2460378.5 1    9. E  -1.4
 2460379.5 1   10. E  -1.4
 2460380.5 1   11. E  -1.3
 2460381.5 1   12. E  -1.3
 2460382.5 1   12. E  -1.2
 2460383.5 1   13. E  -1.2
 2460384.5 1   14. E  -1.1
 2460385.5 1   15. E  -1.1
 2460386.5 1   16. E  -1.0
 2460387.5 1   16. E  -1.0
 2460388.5 1   17. E  -0.9
 2460389.5 1   17. E  -0.8
 2460390.5 1   18. E  -0.7
 2460391.5 1   18. E  -0.6
 2460392.5 1   18. E  -0.5
 2460393.5 1   19. E  -0.4
 2460394.5 1   19. E  -0.2
 2460395.5 1   19. E  -0.1
 2460396.5 1   18. E   0.1
 2460397.5 1   18. E   0.3
 2460398.5 1   18. E   0.6
 2460399.5 1   17. E   0.8
 2460400.5 1   17. E   1.1
 2460401.5 1   16. E   1.4
 2460402.5 1   15. E   1.8
 2460403.5 1   14. E   2.1
 2460404.5 1   13. E   2.5
 2460405.5 1   11. E   2.9
 2460406.5 1   10. E   3.4
 2460407.5 1    9. E   3.9
 2460408.5 1    7. E   4.4
 2460409.5 1    6. E   4.9
 2460410.5 1    4. E  99.0
 2460411.5 1    3. E  99.0
 2460412.5 1    2. W  99.0
 2460413.5 1    3. W  99.0
 2460414.5 1    4. W  99.0
 2460415.5 1    5. W   5.2
 2460416.5 1    7. W   4.7
 2460417.5 1    9. W   4.3
 2460418.5 1   10. W   3.9
 2460419.5 1   12. W   3.5
 2460420.5 1   13. W   3.2
 2460421.5 1   15. W   2.8
 2460422.5 1   16. W   2.6
 2460423.5 1   17. W   2.3
 2460424.5 1   18. W   2.1
 2460425.5 1   19. W   1.9
 2460426.5 1   20. W   1.7
 2460427.5 1   21. W   1.5
 2460428.5 1   22. W   1.4
 2460429.5 1   23. W   1.3
 2460430.5 1   23. W   1.1
 2460431.5 1   24. W   1.0
 2460432.5 1   25. W   0.9
 2460433.5 1   25. W   0.8
 2460434.5 1   25. W   0.8
 2460435.5 1   26. W   0.7
 2460436.5 1   26. W   0.6
 2460437.5 1   26. W   0.6
 2460438.5 1   26. W   0.5
 2460439.5 1   26. W   0.4
 2460440.5 1   26. W   0.4
 2460441.5 1   26. W   0.3
 2460442.5 1   26. W   0.3
 2460443.5 1   26. W   0.2
 2460444.5 1   26. W   0.2
 2460445.5 1   26. W   0.1
 2460446.5 1   25. W   0.1
 2460447.5 1   25. W   0.0
 2460448.5 1   25. W   0.0
 2460449.5 1   24. W  -0.1
 2460450.5 1   24. W  -0.1
 2460451.5 1   23. W  -0.1
 2460452.5 1   23. W  -0.2
 2460453.5 1   22. W  -0.2
 2460454.5 1   22. W  -0.3
 2460455.5 1   21. W  -0.4
 2460456.5 1   20. W  -0.4
 2460457.5 1   20. W  -0.5
 2460458.5 1   19. W  -0.5
 2460459.5 1   18. W  -0.6
 2460460.5 1   17. W  -0.7
 2460461.5 1   16. W  -0.7
 2460462.5 1   16. W  -0.8
 2460463.5 1   15. W  -0.9
 2460464.5 1   14. W  -1.0
 2460465.5 1   13. W  -1.1
 2460466.5 1   11. W  -1.2
 2460467.5 1   10. W  -1.3
 2460468.5 1    9. W  -1.4
 2460469.5 1    8. W  -1.5
 2460470.5 1    7. W  -1.6
 2460471.5 1    6. W  -1.8
 2460472.5 1    5. W  -1.9
 2460473.5 1    3. W  -2.1
 2460474.5 1    2. W  -2.2
 2460475.5 1    1. W  -2.4
 2460476.5 1    1. E  -2.4
 2460477.5 1    2. E  -2.2
 2460478.5 1    3. E  -2.1
 2460479.5 1    4. E  -1.9
 2460480.5 1    5. E  -1.8
 2460481.5 1    7. E  -1.6
 2460482.5 1    8. E  -1.5
 2460483.5 1    9. E  -1.4
 2460484.5 1   10. E  -1.3
 2460485.5 1   11. E  -1.1
 2460486.5 1   12. E  -1.0
 2460487.5 1   13. E  -1.0
 2460488.5 1   14. E  -0.9
 2460489.5 1   15. E  -0.8
 2460490.5 1   16. E  -0.7
 2460491.5 1   17. E  -0.6
 2460492.5 1   18. E  -0.6
 2460493.5 1   19. E  -0.5
 2460494.5 1   19. E  -0.5
 2460495.5 1   20. E  -0.4
 2460496.5 1   21. E  -0.4
 2460497.5 1   21. E  -0.3
 2460498.5 1   22. E  -0.3
 2460499.5 1   23. E  -0.2
 2460500.5 1   23. E  -0.2
 2460501.5 1   24. E  -0.1
 2460502.5 1   24. E  -0.1
 2460503.5 1   25. E   0.0
 2460504.5 1   25. E   0.0
 2460505.5 1   25. E   0.0
 2460506.5 1   26. E   0.1
 2460507.5 1   26. E   0.1
 2460508.5 1   26. E   0.1
 2460509.5 1   27. E   0.2
 2460510.5 1   27. E   0.2
 2460511.5 1   27. E   0.3
 2460512.5 1   27. E   0.3
 2460513.5 1   27. E   0.3
 2460514.5 1   27. E   0.4
 2460515.5 1   27. E   0.4
 2460516.5 1   27. E   0.5
 2460517.5 1   27. E   0.5
 2460518.5 1   26. E   0.6
 2460519.5 1   26. E   0.6
 2460520.5 1   26. E   0.7
 2460521.5 1   25. E   0.8
 2460522.5 1   25. E   0.9
 2460523.5 1   24. E   0.9
 2460524.5 1   24. E   1.0
 2460525.5 1   23. E   1.2
 2460526.5 1   22. E   1.3
 2460527.5 1   21. E   1.4
 2460528.5 1   20. E   1.6
 2460529.5 1   19. E   1.8
 2460530.5 1   18. E   2.0
 2460531.5 1   17. E   2.2
 2460532.5 1   16. E   2.4
 2460533.5 1   15. E   2.7
 2460534.5 1   13. E   3.0
 2460535.5 1   12. E   3.4
 2460536.5 1   10. E   3.7
 2460537.5 1    9. E   4.1
 2460538.5 1    7. E   4.5
 2460539.5 1    6. E   4.9
 2460540.5 1    5. E   5.2
 2460541.5 1    5. W   5.4
 2460542.5 1    5. W   5.3
 2460543.5 1    5. W   5.0
 2460544.5 1    7. W   4.5
 2460545.5 1    8. W   4.0
 2460546.5 1    9. W   3.6
 2460547.5 1   10. W   3.1
 2460548.5 1   12. W   2.6
 2460549.5 1   13. W   2.2
 2460550.5 1   14. W   1.8
 2460551.5 1   15. W   1.4
 2460552.5 1   16. W   1.1
 2460553.5 1   16. W   0.8
 2460554.5 1   17. W   0.5
 2460555.5 1   17. W   0.2
 2460556.5 1   18. W   0.0
 2460557.5 1   18. W  -0.2
 2460558.5 1   18. W  -0.3
 2460559.5 1   18. W  -0.5
 2460560.5 1   18. W  -0.6
 2460561.5 1   18. W  -0.7
 2460562.5 1   17. W  -0.8
 2460563.5 1   17. W  -0.9
 2460564.5 1   16. W  -0.9
 2460565.5 1   16. W  -1.0
 2460566.5 1   15. W  -1.0
 2460567.5 1   14. W  -1.1
 2460568.5 1   14. W  -1.1
 2460569.5 1   13. W  -1.2
 2460570.5 1   12. W  -1.2
 2460571.5 1   11. W  -1.2
 2460572.5 1   10. W  -1.3
 2460573.5 1    9. W  -1.3
 2460574.5 1    9. W  -1.3
 2460575.5 1    8. W  -1.4
 2460576.5 1    7. W  -1.4
 2460577.5 1    6. W  -1.5
 2460578.5 1    5. W  -1.5
 2460579.5 1    4. W  -1.6
 2460580.5 1    4. W  -1.6
 2460581.5 1    3. W  -1.6
 2460582.5 1    2. W  -1.7
 2460583.5 1    2. W  -1.7
 2460584.5 1    1. E  -1.7
 2460585.5 1    1. E  -1.6
 2460586.5 1    2. E  -1.6
 2460587.5 1    3. E  -1.5
 2460588.5 1    3. E  -1.4
 2460589.5 1    4. E  -1.3
 2460590.5 1    5. E  -1.2
 2460591.5 1    5. E  -1.1
 2460592.5 1    6. E  -1.0
 2460593.5 1    7. E  -1.0
 2460594.5 1    7. E  -0.9
 2460595.5 1    8. E  -0.8
 2460596.5 1    9. E  -0.8
 2460597.5 1    9. E  -0.7
 2460598.5 1   10. E  -0.7
 2460599.5 1   10. E  -0.6
 2460600.5 1   11. E  -0.6
 2460601.5 1   12. E  -0.6
 2460602.5 1   12. E  -0.5
 2460603.5 1   13. E  -0.5
 2460604.5 1   13. E  -0.5
 2460605.5 1   14. E  -0.4
 2460606.5 1   14. E  -0.4
 2460607.5 1   15. E  -0.4
 2460608.5 1   15. E  -0.4
 2460609.5 1   16. E  -0.3
 2460610.5 1   16. E  -0.3
 2460611.5 1   17. E  -0.3
 2460612.5 1   17. E  -0.3
 2460613.5 1   18. E  -0.3
 2460614.5 1   18. E  -0.3
 2460615.5 1   19. E  -0.3
 2460616.5 1   19. E  -0.3
 2460617.5 1   19. E  -0.3
 2460618.5 1   20. E  -0.3
 2460619.5 1   20. E  -0.3
 2460620.5 1   20. E  -0.3
 2460621.5 1   21. E  -0.3
 2460622.5 1   21. E  -0.3
 2460623.5 1   21. E  -0.3
 2460624.5 1   22. E  -0.3
 2460625.5 1   22. E  -0.3
 2460626.5 1   22. E  -0.3
 2460627.5 1   22. E  -0.3
 2460628.5 1   22. E  -0.3
 2460629.5 1   23. E  -0.3
 2460630.5 1   23. E  -0.3
 2460631.5 1   23. E  -0.3
 2460632.5 1   22. E  -0.3
 2460633.5 1   22. E  -0.3
 2460634.5 1   22. E  -0.3
 2460635.5 1   22. E  -0.2
 2460636.5 1   21. E  -0.2
 2460637.5 1   21. E  -0.1
 2460638.5 1   20. E   0.0
 2460639.5 1   19. E   0.1
 2460640.5 1   19. E   0.3
 2460641.5 1   17. E   0.5
 2460642.5 1   16. E   0.8
 2460643.5 1   15. E   1.1
 2460644.5 1   13. E   1.6
 2460645.5 1   11. E   2.1
 2460646.5 1    9. E   2.7
 2460647.5 1    7. E   3.5
 2460648.5 1    5. E   4.4
 2460649.5 1    3. E  99.0
 2460650.5 1    1. E  99.0
 2460651.5 1    3. W  99.0
 2460652.5 1    5. W   4.4
 2460653.5 1    7. W   3.5
 2460654.5 1    9. W   2.7
 2460655.5 1   11. W   2.1
 2460656.5 1   13. W   1.5
 2460657.5 1   15. W   1.1
 2460658.5 1   16. W   0.7
 2460659.5 1   17. W   0.5
 2460660.5 1   18. W   0.2
 2460661.5 1   19. W   0.1
 2460662.5 1   20. W  -0.1
 2460663.5 1   21. W  -0.2
 2460664.5 1   21. W  -0.3
 2460665.5 1   21. W  -0.3
 2460666.5 1   22. W  -0.4
 2460667.5 1   22. W  -0.4
 2460668.5 1   22. W  -0.4
 2460669.5 1   22. W  -0.4
 2460670.5 1   22. W  -0.4
 2460671.5 1   22. W  -0.4
 2460672.5 1   22. W  -0.4
 2460673.5 1   22. W  -0.4
 2460674.5 1   21. W  -0.4
 2460675.5 1   21. W  -0.4
 2460676.5 1   21. W  -0.4
 2460677.5 1   21. W  -0.4
 2460678.5 1   20. W  -0.4
 2460679.5 1   20. W  -0.4
 2460680.5 1   20. W  -0.3
 2460681.5 1   19. W  -0.3
 2460682.5 1   19. W  -0.3
 2460683.5 1   19. W  -0.3
 2460684.5 1   18. W  -0.3
 2460685.5 1   18. W  -0.3
 2460686.5 1   17. W  -0.3
 2460687.5 1   17. W  -0.4
 2460688.5 1   16. W  -0.4
 2460299.5 2   40. W  -4.1
 2460300.5 2   39. W  -4.1
 2460301.5 2   39. W  -4.1
 2460302.5 2   39. W  -4.1
 2460303.5 2   39. W  -4.1
 2460304.5 2   39. W  -4.1
 2460305.5 2   38. W  -4.1
 2460306.5 2   38. W  -4.1
 2460307.5 2   38. W  -4.1
 2460308.5 2   38. W  -4.0
 2460309.5 2   38. W  -4.0
 2460310.5 2   37. W  -4.0
 2460311.5 2   37. W  -4.0
 2460312.5 2   37. W  -4.0
 2460313.5 2   37. W  -4.0
 2460314.5 2   37. W  -4.0
 2460315.5 2   36. W  -4.0
 2460316.5 2   36. W  -4.0
 2460317.5 2   36. W  -4.0
 2460318.5 2   36. W  -4.0
 2460319.5 2   36. W  -4.0
 2460320.5 2   35. W  -4.0
 2460321.5 2   35. W  -4.0
 2460322.5 2   35. W  -4.0
 2460323.5 2   35. W  -4.0
 2460324.5 2   35. W  -4.0
 2460325.5 2   34. W  -4.0
 2460326.5 2   34. W  -4.0
 2460327.5 2   34. W  -4.0
 2460328.5 2   34. W  -4.0
 2460329.5 2   34. W  -4.0
 2460330.5 2   33. W  -4.0
 2460331.5 2   33. W  -4.0
 2460332.5 2   33. W  -3.9
 2460333.5 2   33. W  -3.9
 2460334.5 2   32. W  -3.9
 2460335.5 2   32. W  -3.9
 2460336.5 2   32. W  -3.9
 2460337.5 2   32. W  -3.9
 2460338.5 2   32. W  -3.9
 2460339.5 2   31. W  -3.9
 2460340.5 2   31. W  -3.9
 2460341.5 2   31. W  -3.9
 2460342.5 2   31. W  -3.9
 2460343.5 2   31. W  -3.9
 2460344.5 2   30. W  -3.9
 2460345.5 2   30. W  -3.9
 2460346.5 2   30. W  -3.9
 2460347.5 2   30. W  -3.9
 2460348.5 2   29. W  -3.9
 2460349.5 2   29. W  -3.9
 2460350.5 2   29. W  -3.9
 2460351.5 2   29. W  -3.9
 2460352.5 2   29. W  -3.9
 2460353.5 2   28. W  -3.9
 2460354.5 2   28. W  -3.9
 2460355.5 2   28. W  -3.9
 2460356.5 2   28. W  -3.9
 2460357.5 2   27. W  -3.9
 2460358.5 2   27. W  -3.9
 2460359.5 2   27. W  -3.9
 2460360.5 2   27. W  -3.9
 2460361.5 2   26. W  -3.9
 2460362.5 2   26. W  -3.9
 2460363.5 2   26. W  -3.9
 2460364.5 2   26. W  -3.9
 2460365.5 2   26. W  -3.9
 2460366.5 2   25. W  -3.9
 2460367.5 2   25. W  -3.9
 2460368.5 2   25. W  -3.9
 2460369.5 2   25. W  -3.9
 2460370.5 2   24. W  -3.8
 2460371.5 2   24. W  -3.8
 2460372.5 2   24. W  -3.8
 2460373.5 2   24. W  -3.8
 2460374.5 2   23. W  -3.8
 2460375.5 2   23. W  -3.8
 2460376.5 2   23. W  -3.8
 2460377.5 2   23. W  -3.8
 2460378.5 2   23. W  -3.8
 2460379.5 2   22. W  -3.8
 2460380.5 2   22. W  -3.8
 2460381.5 2   22. W  -3.8
 2460382.5 2   22. W  -3.8
 2460383.5 2   21. W  -3.8
 2460384.5 2   21. W  -3.8
 2460385.5 2   21. W  -3.8
 2460386.5 2   21. W  -3.8
 2460387.5 2   20. W  -3.8
 2460388.5 2   20. W  -3.8
 2460389.5 2   20. W  -3.8
 2460390.5 2   20. W  -3.8
 2460391.5 2   19. W  -3.8
 2460392.5 2   19. W  -3.8
 2460393.5 2   19. W  -3.8
 2460394.5 2   19. W  -3.8
 2460395.5 2   18. W  -3.8
 2460396.5 2   18. W  -3.8
 2460397.5 2   18. W  -3.8
 2460398.5 2   18. W  -3.8
 2460399.5 2   17. W  -3.8
 2460400.5 2   17. W  -3.8
 2460401.5 2   17. W  -3.8
 2460402.5 2   17. W  -3.8
 2460403.5 2   16. W  -3.8
 2460404.5 2   16. W  -3.8
 2460405.5 2   16. W  -3.8
 2460406.5 2   16. W  -3.8
 2460407.5 2   15. W  -3.8
 2460408.5 2   15. W  -3.8
 2460409.5 2   15. W  -3.8
 2460410.5 2   15. W  -3.8
 2460411.5 2   14. W  -3.8
 2460412.5 2   14. W  -3.8
 2460413.5 2   14. W  -3.8
 2460414.5 2   14. W  -3.8
 2460415.5 2   13. W  -3.8
 2460416.5 2   13. W  -3.8
 2460417.5 2   13. W  -3.8
 2460418.5 2   13. W  -3.8
 2460419.5 2   12. W  -3.8
 2460420.5 2   12. W  -3.8
 2460421.5 2   12. W  -3.9
 2460422.5 2   12. W  -3.9
 2460423.5 2   11. W  -3.9
 2460424.5 2   11. W  -3.9
 2460425.5 2   11. W  -3.9
 2460426.5 2   11. W  -3.9
 2460427.5 2   10. W  -3.9
 2460428.5 2   10. W  -3.9
 2460429.5 2   10. W  -3.9
 2460430.5 2   10. W  -3.9
 2460431.5 2    9. W  -3.9
 2460432.5 2    9. W  -3.9
 2460433.5 2    9. W  -3.9
 2460434.5 2    9. W  -3.9
 2460435.5 2    8. W  -3.9
 2460436.5 2    8. W  -3.9
 2460437.5 2    8. W  -3.9
 2460438.5 2    7. W  -3.9
 2460439.5 2    7. W  -3.9
 2460440.5 2    7. W  -3.9
 2460441.5 2    7. W  -3.9
 2460442.5 2    6. W  -3.9
 2460443.5 2    6. W  -3.9
 2460444.5 2    6. W  -3.9
 2460445.5 2    6. W  -3.9
 2460446.5 2    5. W  -3.9
 2460447.5 2    5. W  -3.9
 2460448.5 2    5. W  -3.9
 2460449.5 2    5. W  -3.9
 2460450.5 2    4. W  -3.9
 2460451.5 2    4. W  -3.9
 2460452.5 2    4. W  -3.9
 2460453.5 2    3. W  -3.9
 2460454.5 2    3. W  -3.9
 2460455.5 2    3. W  -3.9
 2460456.5 2    3. W  -3.9
 2460457.5 2    2. W  -3.9
 2460458.5 2    2. W  -4.0
 2460459.5 2    2. W  -4.0
 2460460.5 2    2. W  99.0
 2460461.5 2    1. W  99.0
 2460462.5 2    1. W  99.0
 2460463.5 2    1. W  99.0
 2460464.5 2    0. W  99.0
 2460465.5 2    0. W  99.0
 2460466.5 2    0. E  99.0
 2460467.5 2    0. E  99.0
 2460468.5 2    1. E  99.0
 2460469.5 2    1. E  99.0
 2460470.5 2    1. E  99.0
 2460471.5 2    1. E  99.0
 2460472.5 2    2. E  -4.0
 2460473.5 2    2. E  -4.0
 2460474.5 2    2. E  -4.0
 2460475.5 2    3. E  -4.0
 2460476.5 2    3. E  -3.9
 2460477.5 2    3. E  -3.9
 2460478.5 2    3. E  -3.9
 2460479.5 2    4. E  -3.9
 2460480.5 2    4. E  -3.9
 2460481.5 2    4. E  -3.9
 2460482.5 2    5. E  -3.9
 2460483.5 2    5. E  -3.9
 2460484.5 2    5. E  -3.9
 2460485.5 2    5. E  -3.9
 2460486.5 2    6. E  -3.9
 2460487.5 2    6. E  -3.9
 2460488.5 2    6. E  -3.9
 2460489.5 2    6. E  -3.9
 2460490.5 2    7. E  -3.9
 2460491.5 2    7. E  -3.9
 2460492.5 2    7. E  -3.9
 2460493.5 2    8. E  -3.9
 2460494.5 2    8. E  -3.9
 2460495.5 2    8. E  -3.9
 2460496.5 2    8. E  -3.9
 2460497.5 2    9. E  -3.9
 2460498.5 2    9. E  -3.9
 2460499.5 2    9. E  -3.9
 2460500.5 2    9. E  -3.9
 2460501.5 2   10. E  -3.9
 2460502.5 2   10. E  -3.9
 2460503.5 2   10. E  -3.9
 2460504.5 2   11. E  -3.9
 2460505.5 2   11. E  -3.9
 2460506.5 2   11. E  -3.9
 2460507.5 2   11. E  -3.9
 2460508.5 2   12. E  -3.9
 2460509.5 2   12. E  -3.9
 2460510.5 2   12. E  -3.9
 2460511.5 2   13. E  -3.9
 2460512.5 2   13. E  -3.9
 2460513.5 2   13. E  -3.9
 2460514.5 2   13. E  -3.9
 2460515.5 2   14. E  -3.9
 2460516.5 2   14. E  -3.9
 2460517.5 2   14. E  -3.9
 2460518.5 2   14. E  -3.9
 2460519.5 2   15. E  -3.9
 2460520.5 2   15. E  -3.9
 2460521.5 2   15. E  -3.8
 2460522.5 2   16. E  -3.8
