2460311.6600451  1 Min 99.
2460402.3382951  1 Max 99.
2460424.8502951  1 Min 99.
2460526.8481076  1 Max 99.
2460550.6117639  1 Min 99.
2460640.6849202  1 Max 99.
2460660.3846702  1 Min 99.
2460322.1013264  1 Wes 24.
2460394.4337951  1 Eas 19.
2460440.3889514  1 Wes 26.
2460513.7702952  1 Eas 27.
2460558.5976702  1 Wes 18.
2460630.8318577  1 Eas 23.
2460669.5963577  1 Wes 22.
2460368.8632014  1 Sup 99.
2460412.4604201  1 Inf 99.
2460476.1892639  1 Sup 99.
2460541.5820764  1 Inf 99.
2460584.3815764  1 Sup 99.
2460650.5957014  1 Inf 99.
2460466.1482326  2 Sup 99.
2460652.3743264  4 Max 99.
2460592.8004201  5 Max 99.
2460449.2815451  5 Con 99.
2460652.3736389  5 Opo 99.
2460492.3852326  6 Max 99.
2460630.7477639  6 Min 99.
2460369.3926701  6 Con 99.
2460561.6910451  6 Opo 99.
2460336.9511701  7 Min 99.
2460555.1555764  7 Max 99.
2460443.8843889  7 Con 99.
2460631.6144201  7 Opo 99.
2460494.6304201  8 Max 99.
2460652.9613889  8 Min 99.
2460386.9738264  8 Con 99.
2460574.5115451  8 Opo 99.
2460434.6411076  9 Max 99.
2460595.5942326  9 Min 99.
2460330.0736389  9 Con 99.
2460514.7345451  9 Opo 99.
2460447.4729201 16 Max 99.
2460548.8362639 16 Min 99.
2460497.5027326 16 Opo 99.
2460405.2710764 17 Max 99.
2460510.3862014 17 Min 99.
2460450.1279201 17 Opo 99.
2460324.9412326 18 Max 99.
2460419.1378889 18 Min 99.
2460373.2507326 18 Opo 99.
2460600.1362951 18 Con 99.
2460349.2613264 19 Min 99.
2460542.8760139 19 Con 99.
