 -3    3 54   4 33   5  1   5 23   5 42   5 58   6 24   6 47   7  8   7 29   7 52   8 18   8 33   8 51   8 51   8 59   9  8   9 17   9 27   9 39   9 52  10  7  10 24  10 45  11 12  11 50  ++ ++  ++ ++
 -2    5 12   5 44   6  8   6 27   6 43   6 57   7 20   7 41   7 59   8 18   8 38   9  1   9 14   9 29   9 29   9 36   9 43   9 51  10  0  10 10  10 20  10 33  10 46  11  2  11 22  11 45  12 17  13  8
 -1    6 32   6 57   7 16   7 31   7 44   7 56   8 15   8 31   8 47   9  2   9 19   9 37   9 48  10  0  10  0  10  6  10 12  10 18  10 25  10 32  10 40  10 50  11  0  11 12  11 25  11 41  12  0  12 25
  0    7 51   8  9   8 23   8 34   8 44   8 52   9  7   9 19   9 31   9 43   9 55  10  9  10 17  10 26  10 26  10 30  10 34  10 39  10 44  10 49  10 55  11  2  11  9  11 17  11 26  11 37  11 49  12  4
  1    9  8   9 19   9 28   9 35   9 41   9 47   9 56  10  5  10 12  10 20  10 28  10 37  10 42  10 48  10 48  10 51  10 54  10 57  11  0  11  3  11  7  11 11  11 16  11 21  11 26  11 33  11 40  11 48
  2   10 22  10 27  10 31  10 35  10 38  10 40  10 44  10 48  10 52  10 55  10 59  11  3  11  6  11  8  11  8  11 10  11 11  11 12  11 14  11 15  11 17  11 19  11 21  11 23  11 26  11 28  11 32  11 35
  3   11 36  11 35  11 34  11 34  11 33  11 33  11 32  11 31  11 31  11 30  11 30  11 29  11 28  11 28  11 28  11 28  11 27  11 27  11 27  11 27  11 26  11 26  11 25  11 25  11 25  11 24  11 23  11 23
  4   12 50  12 44  12 38  12 34  12 30  12 26  12 20  12 15  12 10  12  6  12  1  11 55  11 51  11 48  11 48  11 46  11 44  11 42  11 40  11 38  11 36  11 33  11 30  11 27  11 24  11 20  11 15  11 10
  5   14  8  13 55  13 44  13 36  13 28  13 22  13 11  13  1  12 52  12 43  12 33  12 22  12 16  12  9  12  9  12  6  12  3  11 59  11 55  11 51  11 47  11 42  11 36  11 30  11 23  11 15  11  6  10 56
  6   15 30  15 10  14 54  14 41  14 30  14 20  14  4  13 50  13 37  13 23  13 10  12 54  12 44  12 34  12 34  12 29  12 24  12 19  12 13  12  7  12  0  11 52  11 44  11 34  11 23  11 10  10 56  10 37
