 1   1    4.824  3.734    8 -31  -6  224.18  0.24   14.046  99.39  0.124
 1   2    5.034  2.308    8 -31  -6  236.37  0.27    8.920  94.13  0.061
 1   3    5.020  0.779    8 -31  -6  248.55  0.30    3.340  89.64  0.020
 1   4    4.779 -0.766    7 -32  -6  260.74  0.33  357.745  93.31  0.002
 1   5    4.315 -2.247    6 -32  -5  272.93  0.35  352.504 247.95  0.004
 1   6    3.637 -3.594    5 -32  -4  285.12  0.38  347.863 248.54  0.027
 1   7    2.762 -4.751    4 -32  -2  297.31  0.40  343.953 246.59  0.068
 1   8    1.718 -5.677    3 -33   0  309.49  0.42  340.830 245.01  0.125
 1   9    0.541 -6.342    2 -33   2  321.67  0.44  338.515 244.17  0.195
 1  10   -0.720 -6.730    0 -34   4  333.84  0.46  337.031 244.14  0.275
 1  11   -2.006 -6.831   -1 -34   6  346.01  0.48  336.411 244.95  0.363
 1  12   -3.252 -6.640   -3 -35   8  358.18  0.50  336.712 246.62  0.456
 1  13   -4.385 -6.159   -4 -35  10   10.33  0.52  338.007 249.16  0.551
 1  14   -5.330 -5.394   -5 -35  11   22.49  0.54  340.367 252.59  0.646
 1  15   -6.013 -4.362   -5 -36  12   34.63  0.56  343.828 256.84  0.738
 1  16   -6.368 -3.087   -6 -36  12   46.77  0.59  348.338 261.73  0.823
 1  17   -6.344 -1.615   -6 -36  12   58.91  0.61  353.708 266.82  0.897
 1  18   -5.913 -0.010   -6 -36  11   71.04  0.64  359.590 271.13  0.954
 1  19   -5.079  1.638   -5 -36   9   83.16  0.67    5.534 271.03  0.989
 1  20   -3.885  3.220   -5 -35   7   95.29  0.70   11.083 161.91  0.999
 1  21   -2.412  4.615   -4 -35   5  107.42  0.73   15.868 119.96  0.982
 1  22   -0.778  5.713   -4 -35   3  119.54  0.76   19.632 118.37  0.937
 1  23    0.883  6.427   -3 -34   1  131.67  0.80   22.211 118.01  0.867
 1  24    2.439  6.710   -3 -34  -2  143.81  0.83   23.494 116.98  0.777
 1  25    3.778  6.557   -3 -33  -4  155.95  0.86   23.410 114.92  0.673
 1  26    4.828  6.000   -3 -33  -5  168.10  0.88   21.934 111.79  0.562
 1  27    5.553  5.097   -2 -33  -6  180.26  0.91   19.119 107.69  0.450
 1  28    5.952  3.923   -2 -32  -7  192.43  0.94   15.123 102.83  0.343
 1  29    6.048  2.558   -2 -33  -8  204.60  0.97   10.223  97.59  0.246
 1  30    5.875  1.085   -3 -33  -8  216.78  0.99    4.798  92.45  0.162
 1  31    5.473 -0.419   -3 -33  -7  228.96  1.02  359.256  88.09  0.093
 2   1    4.878 -1.879   -4 -33  -7  241.15  1.04  353.958  85.62  0.043
 2   2    4.119 -3.228   -5 -34  -6  253.34  1.06  349.167  88.70  0.012
 2   3    3.219 -4.409   -6 -34  -4  265.53  1.08  345.046 144.45  0.001
 2   4    2.196 -5.376   -7 -34  -2  277.72  1.10  341.677 228.66  0.009
 2   5    1.067 -6.093   -9 -35  -1  289.92  1.12  339.104 236.55  0.035
 2   6   -0.148 -6.539  -11 -35   1  302.11  1.13  337.357 239.08  0.078
 2   7   -1.424 -6.700  -12 -36   4  314.29  1.14  336.470 240.96  0.135
 2   8   -2.722 -6.574  -14 -36   5  326.48  1.16  336.486 243.11  0.205
 2   9   -3.994 -6.166  -15 -36   7  338.66  1.17  337.462 245.83  0.286
