2455651.2179977  1 Max 99.
2455673.7117477  1 Min 99.
2455775.7848727  1 Max 99.
2455799.6698727  1 Min 99.
2455889.8998727  1 Max 99.
2455909.5723727  1 Min 99.
2455571.0929977  1 Wes 23.
2455643.5417477  1 Eas 19.
2455689.2886227  1 Wes 27.
2455762.7029977  1 Eas 27.
2455807.7404977  1 Wes 18.
2455879.8529977  1 Eas 23.
2455918.6229977  1 Wes 22.
2455617.8667477  1 Sup 99.
2455661.3173727  1 Inf 99.
2455725.4892477  1 Sup 99.
2455790.5448727  1 Inf 99.
2455833.3442477  1 Sup 99.
2455899.8698727  1 Inf 99.
2455570.1573727  2 Wes 47.
2455790.0054977  2 Sup 99.
2455597.1948727  4 Con 99.
2455804.2292477  5 Max 99.
2455921.9767477  5 Min 99.
2455658.1117477  5 Con 99.
2455863.5711227  5 Opo 99.
2455588.8423727  6 Max 99.
2455726.6923727  6 Min 99.
2455655.4979977  6 Opo 99.
2455848.3842477  6 Con 99.
2455752.8348727  7 Max 99.
2455906.1348727  7 Min 99.
2455642.0173727  7 Con 99.
2455830.5104977  7 Opo 99.
2455716.1379977  8 Max 99.
2455875.3811227  8 Min 99.
2455609.9142477  8 Con 99.
2455796.4767477  8 Opo 99.
2455660.7936227  9 Max 99.
2455820.9998727  9 Min 99.
2455740.7223727  9 Opo 99.
2455924.8217477  9 Con 99.
2455774.4779977 16 Max 99.
2455877.7336227 16 Min 99.
2455592.5473727 16 Con 99.
2455821.1936227 16 Opo 99.
2455707.1386227 17 Max 99.
2455821.4223727 17 Min 99.
2455772.0761227 17 Opo 99.
2455584.4454977 18 Max 99.
2455681.1836227 18 Min 99.
2455632.9111227 18 Opo 99.
2455857.5592477 18 Con 99.
2455737.2748727 19 Max 99.
2455822.4992477 19 Min 99.
2455778.9348727 19 Opo 99.
