Ene.&-1&135&29&28.6&$+$& 2&54&07.6&0.7184593&Abr.& 1&283&13&00.8&$-$& 1&30&46.5&0.7276078 \\       
    & 1&138&44&31.1&$+$& 2&59&50.2&0.7184848&    & 3&286&22&47.8&$-$& 1&40&42.2&0.7277312 \\       
    & 3&141&59&34.4&$+$& 3&04&58.0&0.7185256&    & 5&289&32&33.0&$-$& 1&50&19.4&0.7278410 \\       
    & 5&145&14&37.9&$+$& 3&09&30.2&0.7185816&    & 7&292&42&17.0&$-$& 1&59&36.3&0.7279368 \\       
    & 7&148&29&40.9&$+$& 3&13&25.8&0.7186527&    & 9&295&52&00.4&$-$& 2&08&31.2&0.7280184 \\[1.0ex]
    & 9&151&44&42.7&$+$& 3&16&44.1&0.7187386&    &11&299&01&43.5&$-$& 2&17&02.5&0.7280854 \\       
    &11&154&59&42.7&$+$& 3&19&24.5&0.7188390&    &13&302&11&27.1&$-$& 2&25&08.7&0.7281378 \\       
    &13&158&14&40.1&$+$& 3&21&26.4&0.7189536&    &15&305&21&11.4&$-$& 2&32&48.4&0.7281752 \\       
    &15&161&29&34.2&$+$& 3&22&49.6&0.7190820&    &17&308&30&56.9&$-$& 2&40&00.2&0.7281977 \\       
    &17&164&44&24.3&$+$& 3&23&33.7&0.7192238&    &19&311&40&44.2&$-$& 2&46&42.8&0.7282052 \\[1.0ex]
    &19&167&59&09.8&$+$& 3&23&38.6&0.7193786&    &21&314&50&33.5&$-$& 2&52&54.9&0.7281976 \\       
    &21&171&13&50.0&$+$& 3&23&04.5&0.7195459&    &23&318&00&25.3&$-$& 2&58&35.4&0.7281749 \\       
    &23&174&28&24.2&$+$& 3&21&51.5&0.7197251&    &25&321&10&19.8&$-$& 3&03&43.4&0.7281373 \\       
    &25&177&42&51.8&$+$& 3&19&59.9&0.7199156&    &27&324&20&17.6&$-$& 3&08&17.8&0.7280848 \\       
    &27&180&57&12.2&$+$& 3&17&30.0&0.7201168&    &29&327&30&18.7&$-$& 3&12&17.9&0.7280176 \\[1.0ex]
    &29&184&11&24.7&$+$& 3&14&22.5&0.7203282&May.& 1&330&40&23.6&$-$& 3&15&42.8&0.7279360 \\       
    &31&187&25&29.0&$+$& 3&10&38.0&0.7205489&    & 3&333&50&32.4&$-$& 3&18&31.9&0.7278401 \\       
Feb.& 2&190&39&24.5&$+$& 3&06&17.3&0.7207783&    & 5&337&00&45.5&$-$& 3&20&44.7&0.7277302 \\       
    & 4&193&53&10.8&$+$& 3&01&21.4&0.7210157&    & 7&340&11&02.9&$-$& 3&22&20.7&0.7276068 \\       
    & 6&197&06&47.4&$+$& 2&55&51.1&0.7212603&    & 9&343&21&24.9&$-$& 3&23&19.7&0.7274701 \\[1.0ex]
    & 8&200&20&14.1&$+$& 2&49&47.8&0.7215114&    &11&346&31&51.7&$-$& 3&23&41.3&0.7273206 \\       
