2455198.3561000 P
2455213.5697375 A
2455226.8784875 P
2455240.5878875 A
2455255.4017750 P
2455267.9204875 A
2455283.7076375 P
2455295.6137750 A
2455311.3749875 P
2455323.4114500 A
2455336.8646875 P
2455351.2016375 A
2455363.1245125 P
2455378.9249000 A
2455390.9738626 P
2455406.4919376 A
2455419.2483126 P
2455433.7438501 A
2455447.6654001 P
2455460.8352751 A
2455476.0683751 P
2455488.2621876 A
2455504.2260376 P
2455515.9899001 A
2455531.2887251 P
2455543.8572626 A
2455556.0109501 P
