2460311.1446875 A
2460322.9413375 P
2460338.8432250 A
2460351.2867625 P
2460366.1243250 A
2460379.7946500 P
2460393.1562375 A
2460408.2439875 P
2460420.5905250 A
2460436.4196500 P
2460448.2909126 A
2460463.8030001 P
2460476.0660376 A
2460488.9792501 P
2460503.8409501 A
2460515.7366126 P
2460531.5635501 A
2460543.7096376 P
2460559.1208251 A
2460572.0572001 P
2460586.3188001 A
2460600.5354126 P
2460613.4515501 A
2460628.9692501 P
2460640.9971626 A
2460657.0556126 P
2460668.8088626 A
