 -3   // //  // //   1 41   2 28   3  0   3 23   3 57   4 23   4 43   5  0   5 15   5 29   5 36   5 43   5 43   5 46   5 49   5 52   5 56   5 59   6  2   6  6   6 10   6 14   6 18   6 23   6 28   6 33
 -2   // //  // //   1 42   2 29   3  0   3 24   3 58   4 23   4 43   5  0   5 15   5 29   5 37   5 44   5 44   5 47   5 50   5 53   5 56   5 59   6  3   6  6   6 10   6 14   6 18   6 23   6 28   6 33
 -1   // //  // //   1 43   2 30   3  1   3 24   3 59   4 24   4 44   5  1   5 16   5 30   5 37   5 44   5 44   5 47   5 50   5 53   5 56   5 59   6  3   6  6   6 10   6 14   6 18   6 23   6 28   6 33
  0   // //  // //   1 45   2 31   3  2   3 25   3 59   4 24   4 44   5  1   5 16   5 30   5 37   5 44   5 44   5 47   5 50   5 53   5 56   6  0   6  3   6  6   6 10   6 14   6 18   6 23   6 28   6 33
  1   // //  // //   1 46   2 32   3  3   3 26   4  0   4 25   4 45   5  1   5 16   5 30   5 37   5 44   5 44   5 47   5 50   5 53   5 56   6  0   6  3   6  6   6 10   6 14   6 18   6 23   6 28   6 33
  2   // //  // //   1 48   2 33   3  4   3 27   4  1   4 25   4 45   5  2   5 17   5 31   5 38   5 45   5 45   5 48   5 50   5 53   5 57   6  0   6  3   6  6   6 10   6 14   6 18   6 22   6 27   6 33
  3   // //  // //   1 49   2 35   3  5   3 28   4  1   4 26   4 46   5  2   5 17   5 31   5 38   5 45   5 45   5 48   5 51   5 54   5 57   6  0   6  3   6  6   6 10   6 14   6 18   6 22   6 27   6 32
  4   // //  // //   1 51   2 36   3  6   3 29   4  2   4 27   4 46   5  3   5 18   5 31   5 38   5 45   5 45   5 48   5 51   5 54   5 57   6  0   6  3   6  6   6 10   6 14   6 18   6 22   6 27   6 32
  5   // //  // //   1 53   2 37   3  7   3 29   4  3   4 27   4 47   5  3   5 18   5 32   5 38   5 45   5 45   5 48   5 51   5 54   5 57   6  0   6  3   6  6   6 10   6 13   6 17   6 22   6 26   6 31
  6   // //  // //   1 54   2 38   3  8   3 30   4  4   4 28   4 47   5  4   5 18   5 32   5 38   5 45   5 45   5 48   5 51   5 54   5 57   6  0   6  3   6  6   6  9   6 13   6 17   6 21   6 26   6 31
  7   // //  // //   1 56   2 40   3  9   3 31   4  4   4 29   4 48   5  4   5 18   5 32   5 39   5 45   5 45   5 48   5 51   5 54   5 56   5 59   6  3   6  6   6  9   6 13   6 17   6 21   6 25   6 30
  8   // //  // //   1 58   2 41   3 10   3 32   4  5   4 29   4 48   5  4   5 19   5 32   5 39   5 45   5 45   5 48   5 51   5 54   5 56   5 59   6  2   6  6   6  9   6 12   6 16   6 20   6 24   6 29
  9   // //  // //   2  0   2 42   3 11   3 33   4  6   4 30   4 49   5  5   5 19   5 32   5 39   5 45   5 45   5 48   5 51   5 53   5 56   5 59   6  2   6  5   6  8   6 12   6 16   6 20   6 24   6 29
 10   // //  // //   2  2   2 44   3 12   3 34   4  7   4 30   4 49   5  5   5 19   5 32   5 39   5 45   5 45   5 48   5 51   5 53   5 56   5 59   6  2   6  5   6  8   6 11   6 15   6 19   6 23   6 28
 11   // //   0 24   2  4   2 45   3 14   3 35   4  7   4 31   4 50   5  6   5 20   5 32   5 39   5 45   5 45   5 48   5 50   5 53   5 56   5 59   6  1   6  4   6  8   6 11   6 14   6 18   6 22   6 27
 12   // //   0 35   2  6   2 47   3 15   3 36   4  8   4 32   4 50   5  6   5 20   5 33   5 39   5 45   5 45   5 48   5 50   5 53   5 55   5 58   6  1   6  4   6  7   6 10   6 14   6 17   6 21   6 26
 13   // //   0 43   2  9   2 48   3 16   3 37   4  9   4 32   4 51   5  6   5 20   5 33   5 39   5 45   5 45   5 47   5 50   5 53   5 55   5 58   6  1   6  3   6  6   6 10   6 13   6 16   6 20   6 25
 14   // //   0 50   2 11   2 50   3 17   3 39   4 10   4 33   4 51   5  7   5 20   5 33   5 39   5 45   5 45   5 47   5 50   5 52   5 55   5 57   6  0   6  3   6  6   6  9   6 12   6 16   6 19   6 23
