 2460408.193576  2  2460408.179289
 2460558.927951  2  2460558.873939
 2460435.601076  4  2460435.594314
 2460662.867326  4  2460662.887339
 2460406.892326  6  2460406.929589
 2460434.439201  6  2460434.465676
 2460461.839826  6  2460461.851826
 2460489.125451  6  2460489.122551
 2460516.366076  6  2460516.353064
 2460543.626701  6  2460543.612239
 2460570.932326  6  2460570.922501
 2460598.259201  6  2460598.255551
 2460625.571701  6  2460625.568664
 2460652.872326  6  2460652.861939
 2460325.351076  8  2460325.381776
 2460352.781701  8  2460352.802764
 2460435.288576  8  2460435.297451
 2460462.621076  8  2460462.621414
 2460489.872951  8  2460489.862664
 2460517.121076  8  2460517.102051
 2460544.431076  8  2460544.408839
 2460571.816701  8  2460571.795389
 2460599.230451  8  2460599.211801
 2460626.601076  8  2460626.580451
 2460653.887951  8  2460653.859801
 2460318.124826 12  2460318.136539
 2460345.536076 12  2460345.544576
 2460372.871076 12  2460372.876339
 2460400.127326 12  2460400.131401
 2460427.361076 12  2460427.365464
 2460454.632326 12  2460454.637776
 2460481.966701 12  2460481.971214
 2460509.344201 12  2460509.347039
 2460536.720451 12  2460536.720139
 2460564.047951 12  2460564.045339
 2460591.311701 12  2460591.308951
 2460618.546076 12  2460618.544576
 2460673.137326 12  2460673.135564
 2460478.257951 14  2460478.301701
 2460505.604826 14  2460505.638814
 2460532.928576 14  2460532.952989
 2460560.211701 14  2460560.231351
 2460642.011076 14  2460642.026826
 2460669.341701 14  2460669.347539
 2460457.704201 16  2460457.715989
 2460484.726076 16  2460484.716001
 2460447.036701 18  2460447.077864
 2460474.859826 18  2460474.838301
