2460591.1430556  16.515166344013 -26.487005148282 1000000.0000000000
2460591.1437500  16.515166342579 -26.487005134216 1000000.0000000000
2460591.1444444  16.515166341146 -26.487005120153 1000000.0000000000
2460591.1451389  16.515166339714 -26.487005106092 1000000.0000000000
2460591.1458333  16.515166338281 -26.487005092033 1000000.0000000000
2460591.1465278  16.515166336849 -26.487005077977 1000000.0000000000
2460591.1472222  16.515166335418 -26.487005063923 1000000.0000000000
2460591.1479167  16.515166333987 -26.487005049871 1000000.0000000000
2460591.1486111  16.515166332556 -26.487005035822 1000000.0000000000
2460591.1493056  16.515166331126 -26.487005021776 1000000.0000000000
2460591.1500000  16.515166329696 -26.487005007732 1000000.0000000000
2460591.1506944  16.515166328266 -26.487004993690 1000000.0000000000
2460591.1513889  16.515166326837 -26.487004979651 1000000.0000000000
2460591.1520833  16.515166325408 -26.487004965614 1000000.0000000000
2460591.1527778  16.515166323980 -26.487004951580 1000000.0000000000
2460591.1534722  16.515166322552 -26.487004937548 1000000.0000000000
2460591.1541667  16.515166321125 -26.487004923519 1000000.0000000000
2460591.1548611  16.515166319697 -26.487004909492 1000000.0000000000
2460591.1555556  16.515166318271 -26.487004895467 1000000.0000000000
2460591.1562500  16.515166316844 -26.487004881445 1000000.0000000000
2460591.1569444  16.515166315418 -26.487004867426 1000000.0000000000
2460591.1576389  16.515166313993 -26.487004853408 1000000.0000000000
2460591.1583333  16.515166312567 -26.487004839394 1000000.0000000000
2460591.1590278  16.515166311143 -26.487004825382 1000000.0000000000
2460591.1597222  16.515166309718 -26.487004811372 1000000.0000000000
2460591.1604167  16.515166308294 -26.487004797364 1000000.0000000000
2460591.1611111  16.515166306871 -26.487004783359 1000000.0000000000
2460591.1618056  16.515166305447 -26.487004769357 1000000.0000000000
2460591.1625000  16.515166304024 -26.487004755357 1000000.0000000000
2460591.1631944  16.515166302602 -26.487004741359 1000000.0000000000
2460591.1638889  16.515166301180 -26.487004727364 1000000.0000000000
2460591.1645833  16.515166299758 -26.487004713372 1000000.0000000000
2460591.1652778  16.515166298337 -26.487004699382 1000000.0000000000
2460591.1659722  16.515166296916 -26.487004685394 1000000.0000000000
2460591.1666667  16.515166295495 -26.487004671409 1000000.0000000000
2460591.1673611  16.515166294075 -26.487004657426 1000000.0000000000
2460591.1680556  16.515166292656 -26.487004643445 1000000.0000000000
2460591.1687500  16.515166291236 -26.487004629467 1000000.0000000000
2460591.1694444  16.515166289817 -26.487004615492 1000000.0000000000
2460591.1701389  16.515166288399 -26.487004601519 1000000.0000000000
2460591.1708333  16.515166286981 -26.487004587549 1000000.0000000000
2460591.1715278  16.515166285563 -26.487004573580 1000000.0000000000
2460591.1722222  16.515166284145 -26.487004559615 1000000.0000000000
2460591.1729167  16.515166282729 -26.487004545652 1000000.0000000000
2460591.1736111  16.515166281312 -26.487004531691 1000000.0000000000
2460591.1743056  16.515166279896 -26.487004517733 1000000.0000000000
2460591.1750000  16.515166278480 -26.487004503777 1000000.0000000000
2460591.1756944  16.515166277064 -26.487004489824 1000000.0000000000
2460591.1763889  16.515166275649 -26.487004475873 1000000.0000000000
2460591.1770833  16.515166274235 -26.487004461924 1000000.0000000000
2460591.1777778  16.515166272821 -26.487004447979 1000000.0000000000
2460591.1784722  16.515166271407 -26.487004434035 1000000.0000000000
2460591.1791667  16.515166269993 -26.487004420094 1000000.0000000000
2460591.1798611  16.515166268580 -26.487004406156 1000000.0000000000
2460591.1805556  16.515166267167 -26.487004392219 1000000.0000000000
2460591.1812500  16.515166265755 -26.487004378286 1000000.0000000000
2460591.1819444  16.515166264343 -26.487004364355 1000000.0000000000
2460591.1826389  16.515166262932 -26.487004350426 1000000.0000000000
2460591.1833333  16.515166261521 -26.487004336500 1000000.0000000000
2460591.1840278  16.515166260110 -26.487004322576 1000000.0000000000
2460591.1847222  16.515166258699 -26.487004308655 1000000.0000000000
2460591.1854167  16.515166257289 -26.487004294736 1000000.0000000000
2460591.1861111  16.515166255880 -26.487004280820 1000000.0000000000
2460591.1868056  16.515166254471 -26.487004266906 1000000.0000000000
2460591.1875000  16.515166253062 -26.487004252994 1000000.0000000000
2460591.1881944  16.515166251653 -26.487004239085 1000000.0000000000
2460591.1888889  16.515166250245 -26.487004225179 1000000.0000000000
2460591.1895833  16.515166248838 -26.487004211275 1000000.0000000000
2460591.1902778  16.515166247431 -26.487004197374 1000000.0000000000
2460591.1909722  16.515166246024 -26.487004183474 1000000.0000000000
2460591.1916667  16.515166244617 -26.487004169578 1000000.0000000000
2460591.1923611  16.515166243211 -26.487004155684 1000000.0000000000
2460591.1930556  16.515166241805 -26.487004141792 1000000.0000000000
2460591.1937500  16.515166240400 -26.487004127903 1000000.0000000000
2460591.1944444  16.515166238995 -26.487004114016 1000000.0000000000
2460591.1951389  16.515166237591 -26.487004100132 1000000.0000000000
2460591.1958333  16.515166236187 -26.487004086250 1000000.0000000000
2460591.1965278  16.515166234783 -26.487004072371 1000000.0000000000
2460591.1972222  16.515166233380 -26.487004058494 1000000.0000000000
2460591.1979167  16.515166231977 -26.487004044620 1000000.0000000000
2460591.1986111  16.515166230574 -26.487004030748 1000000.0000000000
2460591.1993056  16.515166229172 -26.487004016879 1000000.0000000000
2460591.2000000  16.515166227770 -26.487004003012 1000000.0000000000
2460591.2006944  16.515166226369 -26.487003989148 1000000.0000000000
2460591.2013889  16.515166224967 -26.487003975286 1000000.0000000000
2460591.2020833  16.515166223567 -26.487003961426 1000000.0000000000
2460591.2027778  16.515166222167 -26.487003947569 1000000.0000000000
