 2460309.5   4.660171050635   4.666395877374  -0.403954908659  -0.404105755026  3.715189 10.9 2460309.96652034      99.00000000
 2460310.5   4.667950451508   4.674176379867  -0.403847100446  -0.403980494547  3.710666 10.9 2460310.96502306      99.00000000
 2460311.5   4.675730842843   4.681957589154  -0.403716498192  -0.403832369303  3.705994 10.9 2460311.96352588      99.00000000
 2460312.5   4.683511903558   4.689739255551  -0.403563042124  -0.403661300980  3.701175 11.0 2460312.96202876      99.00000000
 2460313.5   4.691293153949   4.697520985077  -0.403386687106  -0.403467236241  3.696209 11.0 2460313.96053163      99.00000000
 2460314.5   4.699074244108   4.705302520701  -0.403187379936  -0.403250124591  3.691096 11.0 2460314.95903442      99.00000000
 2460315.5   4.706854663441   4.713083443671  -0.402965083555  -0.403009944648  3.685837 11.0 2460315.95753706      99.00000000
 2460316.5   4.714634028854   4.720863449902  -0.402719752600  -0.402746680332  3.680431 11.0 2460316.95603949      99.00000000
 2460317.5   4.722411792436   4.728642040661  -0.402451359633  -0.402460347680  3.674879 11.0 2460317.95454162      99.00000000
 2460318.5   4.730187530764   4.736418790605  -0.402159869186  -0.402150964495  3.669181 11.0 2460318.95304338      99.00000000
 2460319.5   4.737960653469   4.744193037988  -0.401845266235  -0.401818569817  3.663338 11.0 2460319.95154468      99.00000000
 2460320.5   4.745730697759   4.751964176590  -0.401507528758  -0.401463180019  3.657350 11.0 2460320.95004543      99.00000000
 2460321.5   4.753497042414   4.759731396928  -0.401146658199  -0.401084802731  3.651218 11.0 2460321.94854554      99.00000000
 2460322.5   4.761259210699   4.767494046578  -0.400762649823  -0.400683397430  3.644942 11.0 2460322.94704492      99.00000000
 2460323.5   4.769016589161   4.775251414700  -0.400355524183  -0.400258915209  3.638524 11.0 2460323.94554348      99.00000000
 2460324.5   4.776768733179   4.783003075657  -0.399925294311  -0.399811288998  3.631964 11.0 2460324.94404115      99.00000000
 2460325.5   4.784515080930   4.790748591954  -0.399471997762  -0.399340494451  3.625264 11.0 2460325.94253785      99.00000000
 2460326.5   4.792255251983   4.798487761626  -0.398995660959  -0.398846532256  3.618424 11.0 2460326.94103352      99.00000000
 2460327.5   4.799988750906   4.806220260905  -0.398496332822  -0.398329465199  3.611446 11.0 2460327.93952809      99.00000000
 2460328.5   4.807715259189   4.813945891228  -0.397974047418  -0.397789370340  3.604331 11.0 2460328.93802152      99.00000000
 2460329.5   4.815434333032   4.821664257927  -0.397428860074  -0.397226360734  3.597079 11.0 2460329.93651374      99.00000000
 2460330.5   4.823145694493   4.829375063647  -0.396860808748  -0.396640531780  3.589693 11.0 2460330.93500470      99.00000000
 2460331.5   4.830848928209   4.837077820930  -0.396269952654  -0.396031989815  3.582172 11.0 2460331.93349433      99.00000000
 2460332.5   4.838543774554   4.844772166958  -0.395656332164  -0.395400804936  3.574518 11.1 2460332.93198260      99.00000000
 2460333.5   4.846229826352   4.852457583199  -0.395020009752  -0.394747050205  3.566732 11.1 2460333.93046943      99.00000000
 2460334.5   4.853906824227   4.860133711119  -0.394361028228  -0.394070760226  3.558814 11.1 2460334.92895480      99.00000000
 2460335.5   4.861574353230   4.867800064577  -0.393679453915  -0.393371978788  3.550766 11.1 2460335.92743861      99.00000000
 2460336.5   4.869232140492   4.875456336212  -0.392975333109  -0.392650720167  3.542587 11.1 2460336.92592083      99.00000000
 2460337.5   4.876879751973   4.883102096227  -0.392248737391  -0.391907021179  3.534278 11.1 2460337.92440140      99.00000000
 2460338.5   4.884516892645   4.890737088289  -0.391499718184  -0.391140900553  3.525841 11.1 2460338.92288026      99.00000000
 2460339.5   4.892143103315   4.898360918596  -0.390728354076  -0.390352411154  3.517276 11.1 2460339.92135735      99.00000000
 2460340.5   4.899758062964   4.905973348608  -0.389934703329  -0.389541594530  3.508583 11.1 2460340.91983261      99.00000000
 2460341.5   4.907361284838   4.913573982014  -0.389118853178  -0.388708532453  3.499764 11.1 2460341.91830596      99.00000000
 2460342.5   4.914952419934   4.921162559108  -0.388280870281  -0.387853297579  3.490818 11.1 2460342.91677737      99.00000000
 2460343.5   4.922530951247   4.928738642085  -0.387420852089  -0.386976006100  3.481747 11.1 2460343.91524673      99.00000000
 2460344.5   4.930096497548   4.936301907692  -0.386538875399  -0.386076765899  3.472551 11.1 2460344.91371401      99.00000000
 2460345.5   4.937648505377   4.943851825384  -0.385635050027  -0.385155730079  3.463231 11.1 2460345.91217909      99.00000000
 2460346.5   4.945186553673   4.951387945679  -0.384709465645  -0.384213039373  3.453787 11.1 2460346.91064193      99.00000000
 2460347.5   4.952710045377   4.958909579633  -0.383762247875  -0.383248870146  3.444221 11.1 2460347.90910241      99.00000000
 2460348.5   4.960218516587   4.966416110252  -0.382793503242  -0.382263364013  3.434534 11.1 2460348.90756047      99.00000000
 2460349.5   4.967711332901   4.973906719287  -0.381803377103  -0.381256669199  3.424725 11.1 2460349.90601599      99.00000000
 2460350.5   4.975188008407   4.981380766229  -0.380791995603  -0.380228871130  3.414797 11.1 2460350.90446890      99.00000000
 2460351.5   4.982647909253   4.988837559664  -0.379759524080  -0.379180058540  3.404751 11.1 2460351.90291909      99.00000000
 2460352.5   4.990090579066   4.996276715770  -0.378706104903  -0.378110287488  3.394587 11.1 2460352.90136651      99.00000000
 2460353.5   4.997515439376   5.003697831237  -0.377631916307  -0.377019674640  3.384309 11.1 2460353.89981105      99.00000000
 2460354.5   5.004922107672   5.011100727788  -0.376537107414  -0.375908352898  3.373916 11.1 2460354.89825268      99.00000000
