2456956.0020833  15.416117917700 -16.670722918941      10.8623990143
2456956.0027778  15.416123225326 -16.670743725639      10.8624031631
2456956.0034722  15.416128532971 -16.670764532341      10.8624073117
2456956.0041667  15.416133840630 -16.670785339040      10.8624114603
2456956.0048611  15.416139148307 -16.670806145744      10.8624156087
2456956.0055556  15.416144456000 -16.670826952444      10.8624197570
2456956.0062500  15.416149763710 -16.670847759149      10.8624239052
2456956.0069444  15.416155071435 -16.670868565851      10.8624280533
2456956.0076389  15.416160379178 -16.670889372558      10.8624322012
2456956.0083333  15.416165686936 -16.670910179261      10.8624363491
2456956.0090278  15.416170994712 -16.670930985969      10.8624404968
2456956.0097222  15.416176302504 -16.670951792677      10.8624446444
2456956.0104167  15.416181610311 -16.670972599383      10.8624487919
2456956.0111111  15.416186918136 -16.670993406093      10.8624529393
2456956.0118056  15.416192225976 -16.671014212800      10.8624570865
2456956.0125000  15.416197533834 -16.671035019511      10.8624612337
2456956.0131944  15.416202841707 -16.671055826220      10.8624653807
2456956.0138889  15.416208149597 -16.671076632932      10.8624695276
2456956.0145833  15.416213457504 -16.671097439646      10.8624736744
2456956.0152778  15.416218765427 -16.671118246356      10.8624778211
2456956.0159722  15.416224073366 -16.671139053071      10.8624819677
2456956.0166667  15.416229381321 -16.671159859783      10.8624861141
2456956.0173611  15.416234689294 -16.671180666499      10.8624902605
2456956.0180556  15.416239997282 -16.671201473212      10.8624944067
2456956.0187500  15.416245305287 -16.671222279930      10.8624985528
2456956.0194444  15.416250613309 -16.671243086648      10.8625026988
2456956.0201389  15.416255921347 -16.671263893364      10.8625068446
2456956.0208333  15.416261229401 -16.671284700083      10.8625109904
2456956.0215278  15.416266537471 -16.671305506800      10.8625151360
2456956.0222222  15.416271845559 -16.671326313521      10.8625192816
2456956.0229167  15.416277153662 -16.671347120239      10.8625234270
2456956.0236111  15.416282461782 -16.671367926961      10.8625275723
2456956.0243056  15.416287769918 -16.671388733684      10.8625317174
2456956.0250000  15.416293078071 -16.671409540405      10.8625358625
2456956.0256944  15.416298386240 -16.671430347129      10.8625400074
2456956.0263889  15.416303694425 -16.671451153850      10.8625441522
2456956.0270833  15.416309002627 -16.671471960576      10.8625482970
2456956.0277778  15.416314310846 -16.671492767302      10.8625524415
2456956.0284722  15.416319619080 -16.671513574026      10.8625565860
2456956.0291667  15.416324927332 -16.671534380754      10.8625607304
2456956.0298611  15.416330235599 -16.671555187479      10.8625648746
2456956.0305556  15.416335543883 -16.671575994208      10.8625690188
2456956.0312500  15.416340852184 -16.671596800937      10.8625731628
2456956.0319444  15.416346160500 -16.671617607664      10.8625773067
2456956.0326389  15.416351468833 -16.671638414395      10.8625814504
2456956.0333333  15.416356777183 -16.671659221123      10.8625855941
2456956.0340278  15.416362085549 -16.671680027856      10.8625897377
2456956.0347222  15.416367393932 -16.671700834589      10.8625938811
2456956.0354167  15.416372702330 -16.671721641319      10.8625980244
2456956.0361111  15.416378010745 -16.671742448053      10.8626021676
2456956.0368056  15.416383319176 -16.671763254785      10.8626063107
2456956.0375000  15.416388627625 -16.671784061520      10.8626104537
2456956.0381944  15.416393936089 -16.671804868257      10.8626145965
2456956.0388889  15.416399244570 -16.671825674990      10.8626187392
2456956.0395833  15.416404553067 -16.671846481728      10.8626228819
2456956.0402778  15.416409861581 -16.671867288466      10.8626270244
2456956.0409722  15.416415170111 -16.671888095201      10.8626311667
2456956.0416667  15.416420478657 -16.671908901941      10.8626353090
2456956.0423611  15.416425787220 -16.671929708677      10.8626394512
2456956.0430556  15.416431095799 -16.671950515418      10.8626435932
2456956.0437500  15.416436404395 -16.671971322159      10.8626477351
2456956.0444444  15.416441713006 -16.671992128898      10.8626518769
2456956.0451389  15.416447021635 -16.672012935641      10.8626560186
2456956.0458333  15.416452330280 -16.672033742384      10.8626601602
2456956.0465278  15.416457638941 -16.672054549124      10.8626643017
2456956.0472222  15.416462947619 -16.672075355869      10.8626684430
2456956.0479167  15.416468256312 -16.672096162611      10.8626725842
2456956.0486111  15.416473565023 -16.672116969357      10.8626767253
2456956.0493056  15.416478873750 -16.672137776103      10.8626808663
2456956.0500000  15.416484182492 -16.672158582847      10.8626850072
2456956.0506944  15.416489491252 -16.672179389594      10.8626891480
2456956.0513889  15.416494800028 -16.672200196343      10.8626932886
2456956.0520833  15.416500108820 -16.672221003088      10.8626974291
2456956.0527778  15.416505417629 -16.672241809838      10.8627015696
2456956.0534722  15.416510726455 -16.672262616588      10.8627057098
2456956.0541667  15.416516035296 -16.672283423335      10.8627098500
2456956.0548611  15.416521344154 -16.672304230086      10.8627139901
2456956.0555556  15.416526653028 -16.672325036838      10.8627181300
2456956.0562500  15.416531961918 -16.672345843588      10.8627222699
2456956.0569444  15.416537270826 -16.672366650341      10.8627264096
2456956.0576389  15.416542579749 -16.672387457095      10.8627305492
2456956.0583333  15.416547888689 -16.672408263846      10.8627346887
2456956.0590278  15.416553197645 -16.672429070601      10.8627388280
2456956.0597222  15.416558506618 -16.672449877356      10.8627429673
2456956.0604167  15.416563815607 -16.672470684109      10.8627471064
2456956.0611111  15.416569124612 -16.672491490866      10.8627512454
2456956.0618056  15.416574433634 -16.672512297623      10.8627553843
2456956.0625000  15.416579742672 -16.672533104378      10.8627595231
2456956.0631944  15.416585051727 -16.672553911137      10.8627636618
2456956.0638889  15.416590360798 -16.672574717896      10.8627678004
2456956.0645833  15.416595669885 -16.672595524652      10.8627719388
2456956.0652778  15.416600978988 -16.672616331413      10.8627760771
2456956.0659722  15.416606288109 -16.672637138173      10.8627802153
2456956.0666667  15.416611597245 -16.672657944932      10.8627843534
2456956.0673611  15.416616906398 -16.672678751694      10.8627884914
2456956.0680556  15.416622215567 -16.672699558456      10.8627926292
2456956.0687500  15.416627524752 -16.672720365216      10.8627967670
2456956.0694444  15.416632833954 -16.672741171980      10.8628009046
2456956.0701389  15.416638143173 -16.672761978745      10.8628050421
2456956.0708333  15.416643452407 -16.672782785506      10.8628091795
2456956.0715278  15.416648761659 -16.672803592272      10.8628133168
2456956.0722222  15.416654070926 -16.672824399039      10.8628174540
2456956.0729167  15.416659380210 -16.672845205802      10.8628215910
2456956.0736111  15.416664689510 -16.672866012569      10.8628257279
2456956.0743056  15.416669998827 -16.672886819337      10.8628298647
2456956.0750000  15.416675308159 -16.672907626102      10.8628340014
2456956.0756944  15.416680617509 -16.672928432871      10.8628381380
2456956.0763889  15.416685926875 -16.672949239641      10.8628422745
2456956.0770833  15.416691236257 -16.672970046411      10.8628464108
2456956.0777778  15.416696545655 -16.672990853178      10.8628505471
2456956.0784722  15.416701855070 -16.673011659950      10.8628546832
2456956.0791667  15.416707164502 -16.673032466722      10.8628588192
2456956.0798611  15.416712473949 -16.673053273491      10.8628629551
2456956.0805556  15.416717783413 -16.673074080264      10.8628670908
2456956.0812500  15.416723092894 -16.673094887037      10.8628712265
2456956.0819444  15.416728402390 -16.673115693808      10.8628753620
2456956.0826389  15.416733711903 -16.673136500583      10.8628794974
2456956.0833333  15.416739021433 -16.673157307358      10.8628836327
2456956.0840278  15.416744330979 -16.673178114134      10.8628877679
2456956.0847222  15.416749640540 -16.673198920907      10.8628919030
2456956.0854167  15.416754950119 -16.673219727684      10.8628960379
2456956.0861111  15.416760259714 -16.673240534461      10.8629001728
2456956.0868056  15.416765569325 -16.673261341235      10.8629043075
2456956.0875000  15.416770878953 -16.673282148014      10.8629084421
2456956.0881944  15.416776188597 -16.673302954793      10.8629125766
2456956.0888889  15.416781498258 -16.673323761573      10.8629167110
2456956.0895833  15.416786807934 -16.673344568349      10.8629208452
2456956.0902778  15.416792117628 -16.673365375130      10.8629249794
2456956.0909722  15.416797427337 -16.673386181911      10.8629291134
2456956.0916667  15.416802737063 -16.673406988693      10.8629332473
2456956.0923611  15.416808046805 -16.673427795472      10.8629373811
2456956.0930556  15.416813356564 -16.673448602255      10.8629415148
2456956.0937500  15.416818666339 -16.673469409038      10.8629456483
2456956.0944444  15.416823976130 -16.673490215819      10.8629497818
2456956.0951389  15.416829285938 -16.673511022603      10.8629539151
2456956.0958333  15.416834595762 -16.673531829388      10.8629580483
2456956.0965278  15.416839905603 -16.673552636173      10.8629621814
2456956.0972222  15.416845215459 -16.673573442956      10.8629663144
2456956.0979167  15.416850525332 -16.673594249742      10.8629704473
2456956.0986111  15.416855835222 -16.673615056529      10.8629745800
2456956.0993056  15.416861145128 -16.673635863317      10.8629787126
2456956.1000000  15.416866455049 -16.673656670101      10.8629828451
2456956.1006944  15.416871764988 -16.673677476890      10.8629869775
2456956.1013889  15.416877074943 -16.673698283679      10.8629911098
2456956.1020833  15.416882384915 -16.673719090469      10.8629952420
2456956.1027778  15.416887694902 -16.673739897255      10.8629993740
2456956.1034722  15.416893004906 -16.673760704046      10.8630035060
2456956.1041667  15.416898314927 -16.673781510837      10.8630076378
2456956.1048611  15.416903624964 -16.673802317629      10.8630117695
2456956.1055556  15.416908935016 -16.673823124417      10.8630159011
2456956.1062500  15.416914245086 -16.673843931210      10.8630200326
2456956.1069444  15.416919555172 -16.673864738003      10.8630241639
2456956.1076389  15.416924865274 -16.673885544797      10.8630282951
2456956.1083333  15.416930175392 -16.673906351587      10.8630324263
2456956.1090278  15.416935485527 -16.673927158382      10.8630365573
2456956.1097222  15.416940795678 -16.673947965177      10.8630406882
2456956.1104167  15.416946105846 -16.673968771973      10.8630448189
2456956.1111111  15.416951416029 -16.673989578765      10.8630489496
2456956.1118056  15.416956726230 -16.674010385562      10.8630530801
2456956.1125000  15.416962036447 -16.674031192359      10.8630572106
2456956.1131944  15.416967346680 -16.674051999157      10.8630613409
2456956.1138889  15.416972656929 -16.674072805955      10.8630654711
2456956.1145833  15.416977967194 -16.674093612750      10.8630696011
2456956.1152778  15.416983277476 -16.674114419549      10.8630737311
2456956.1159722  15.416988587775 -16.674135226348      10.8630778609
2456956.1166667  15.416993898090 -16.674156033148      10.8630819907
2456956.1173611  15.416999208420 -16.674176839945      10.8630861203
2456956.1180556  15.417004518768 -16.674197646746      10.8630902498
2456956.1187500  15.417009829132 -16.674218453548      10.8630943791
2456956.1194444  15.417015139512 -16.674239260349      10.8630985084
2456956.1201389  15.417020449909 -16.674260067152      10.8631026376
2456956.1208333  15.417025760321 -16.674280873951      10.8631067666
2456956.1215278  15.417031070750 -16.674301680754      10.8631108955
2456956.1222222  15.417036381196 -16.674322487558      10.8631150243
2456956.1229167  15.417041691658 -16.674343294363      10.8631191530
2456956.1236111  15.417047002136 -16.674364101167      10.8631232815
2456956.1243056  15.417052312630 -16.674384907969      10.8631274100
2456956.1250000  15.417057623141 -16.674405714775      10.8631315383
2456956.1256944  15.417062933668 -16.674426521581      10.8631356665
2456956.1263889  15.417068244212 -16.674447328387      10.8631397946
2456956.1270833  15.417073554772 -16.674468135194      10.8631439226
2456956.1277778  15.417078865347 -16.674488941998      10.8631480505
2456956.1284722  15.417084175940 -16.674509748806      10.8631521782
2456956.1291667  15.417089486549 -16.674530555615      10.8631563059
2456956.1298611  15.417094797175 -16.674551362423      10.8631604334
2456956.1305556  15.417100107816 -16.674572169233      10.8631645608
2456956.1312500  15.417105418473 -16.674592976039      10.8631686881
2456956.1319444  15.417110729148 -16.674613782849      10.8631728153
2456956.1326389  15.417116039839 -16.674634589660      10.8631769423
2456956.1333333  15.417121350546 -16.674655396471      10.8631810693
2456956.1340278  15.417126661269 -16.674676203282      10.8631851961
2456956.1347222  15.417131972008 -16.674697010091      10.8631893228
2456956.1354167  15.417137282764 -16.674717816903      10.8631934494
2456956.1361111  15.417142593536 -16.674738623716      10.8631975758
2456956.1368056  15.417147904325 -16.674759430529      10.8632017022
2456956.1375000  15.417153215130 -16.674780237343      10.8632058284
2456956.1381944  15.417158525952 -16.674801044157      10.8632099546
2456956.1388889  15.417163836788 -16.674821850968      10.8632140806
2456956.1395833  15.417169147643 -16.674842657783      10.8632182065
2456956.1402778  15.417174458513 -16.674863464598      10.8632223323
2456956.1409722  15.417179769400 -16.674884271414      10.8632264579
2456956.1416667  15.417185080303 -16.674905078231      10.8632305835
2456956.1423611  15.417190391222 -16.674925885047      10.8632347089
2456956.1430556  15.417195702157 -16.674946691861      10.8632388342
2456956.1437500  15.417201013109 -16.674967498679      10.8632429594
2456956.1444444  15.417206324077 -16.674988305496      10.8632470845
2456956.1451389  15.417211635062 -16.675009112315      10.8632512094
2456956.1458333  15.417216946063 -16.675029919134      10.8632553343
2456956.1465278  15.417222257080 -16.675050725953      10.8632594590
2456956.1472222  15.417227568113 -16.675071532769      10.8632635836
2456956.1479167  15.417232879163 -16.675092339589      10.8632677081
2456956.1486111  15.417238190230 -16.675113146409      10.8632718325
2456956.1493056  15.417243501312 -16.675133953230      10.8632759568
2456956.1500000  15.417248812411 -16.675154760052      10.8632800809
2456956.1506944  15.417254123526 -16.675175566873      10.8632842050
2456956.1513889  15.417259434657 -16.675196373692      10.8632883289
2456956.1520833  15.417264745805 -16.675217180514      10.8632924527
2456956.1527778  15.417270056969 -16.675237987337      10.8632965764
2456956.1534722  15.417275368150 -16.675258794160      10.8633006999
2456956.1541667  15.417280679347 -16.675279600984      10.8633048234
2456956.1548611  15.417285990560 -16.675300407808      10.8633089467
2456956.1555556  15.417291301790 -16.675321214633      10.8633130700
2456956.1562500  15.417296613035 -16.675342021454      10.8633171931
2456956.1569444  15.417301924297 -16.675362828279      10.8633213160
2456956.1576389  15.417307235575 -16.675383635105      10.8633254389
2456956.1583333  15.417312546870 -16.675404441931      10.8633295617
2456956.1590278  15.417317858181 -16.675425248757      10.8633336843
2456956.1597222  15.417323169509 -16.675446055584      10.8633378068
2456956.1604167  15.417328480853 -16.675466862411      10.8633419292
2456956.1611111  15.417333792213 -16.675487669239      10.8633460515
2456956.1618056  15.417339103588 -16.675508476063      10.8633501737
2456956.1625000  15.417344414981 -16.675529282892      10.8633542958
2456956.1631944  15.417349726390 -16.675550089720      10.8633584177
2456956.1638889  15.417355037815 -16.675570896550      10.8633625395
2456956.1645833  15.417360349257 -16.675591703379      10.8633666612
2456956.1652778  15.417365660715 -16.675612510209      10.8633707828
2456956.1659722  15.417370972189 -16.675633317039      10.8633749043
2456956.1666667  15.417376283680 -16.675654123870      10.8633790257
2456956.1673611  15.417381595186 -16.675674930697      10.8633831469
2456956.1680556  15.417386906709 -16.675695737528      10.8633872681
2456956.1687500  15.417392218249 -16.675716544360      10.8633913891
2456956.1694444  15.417397529805 -16.675737351192      10.8633955100
2456956.1701389  15.417402841377 -16.675758158025      10.8633996307
2456956.1708333  15.417408152965 -16.675778964857      10.8634037514
2456956.1715278  15.417413464570 -16.675799771691      10.8634078720
2456956.1722222  15.417418776191 -16.675820578524      10.8634119924
2456956.1729167  15.417424087829 -16.675841385358      10.8634161127
2456956.1736111  15.417429399482 -16.675862192192      10.8634202329
2456956.1743056  15.417434711151 -16.675882999023      10.8634243530
2456956.1750000  15.417440022838 -16.675903805858      10.8634284730
2456956.1756944  15.417445334540 -16.675924612693      10.8634325928
2456956.1763889  15.417450646259 -16.675945419529      10.8634367125
2456956.1770833  15.417455957995 -16.675966226365      10.8634408322
2456956.1777778  15.417461269746 -16.675987033201      10.8634449517
2456956.1784722  15.417466581514 -16.676007840038      10.8634490710
2456956.1791667  15.417471893298 -16.676028646875      10.8634531903
2456956.1798611  15.417477205098 -16.676049453712      10.8634573095
2456956.1805556  15.417482516915 -16.676070260550      10.8634614285
2456956.1812500  15.417487828747 -16.676091067385      10.8634655474
