2456710.2590278  15.431155575886 -16.330708029269       9.6758730975
2456710.2597222  15.431156337812 -16.330708363032       9.6758616983
2456710.2604167  15.431157099682 -16.330708696595       9.6758502991
2456710.2611111  15.431157861497 -16.330709029951       9.6758389000
2456710.2618056  15.431158623257 -16.330709363104       9.6758275009
2456710.2625000  15.431159384962 -16.330709696058       9.6758161018
2456710.2631944  15.431160146611 -16.330710028805       9.6758047027
2456710.2638889  15.431160908207 -16.330710361353       9.6757933036
2456710.2645833  15.431161669746 -16.330710693693       9.6757819046
2456710.2652778  15.431162431229 -16.330711025831       9.6757705056
2456710.2659722  15.431163192659 -16.330711357769       9.6757591066
2456710.2666667  15.431163954033 -16.330711689500       9.6757477076
2456710.2673611  15.431164715351 -16.330712021028       9.6757363087
2456710.2680556  15.431165476615 -16.330712352357       9.6757249098
2456710.2687500  15.431166237824 -16.330712683479       9.6757135109
2456710.2694444  15.431166998977 -16.330713014401       9.6757021120
2456710.2701389  15.431167760075 -16.330713345117       9.6756907131
2456710.2708333  15.431168521118 -16.330713675629       9.6756793143
2456710.2715278  15.431169282106 -16.330714005943       9.6756679155
2456710.2722222  15.431170043039 -16.330714336049       9.6756565167
2456710.2729167  15.431170803916 -16.330714665952       9.6756451180
2456710.2736111  15.431171564739 -16.330714995656       9.6756337192
2456710.2743056  15.431172325506 -16.330715325153       9.6756223205
2456710.2750000  15.431173086219 -16.330715654450       9.6756109218
2456710.2756944  15.431173846875 -16.330715983541       9.6755995231
2456710.2763889  15.431174607477 -16.330716312428       9.6755881245
2456710.2770833  15.431175368024 -16.330716641117       9.6755767259
2456710.2777778  15.431176128515 -16.330716969598       9.6755653273
2456710.2784722  15.431176888951 -16.330717297876       9.6755539287
2456710.2791667  15.431177649333 -16.330717625955       9.6755425302
2456710.2798611  15.431178409659 -16.330717953827       9.6755311316
2456710.2805556  15.431179169931 -16.330718281500       9.6755197331
2456710.2812500  15.431179930146 -16.330718608965       9.6755083346
2456710.2819444  15.431180690306 -16.330718936228       9.6754969362
2456710.2826389  15.431181450412 -16.330719263291       9.6754855377
2456710.2833333  15.431182210462 -16.330719590147       9.6754741393
2456710.2840278  15.431182970457 -16.330719916801       9.6754627409
2456710.2847222  15.431183730398 -16.330720243255       9.6754513425
2456710.2854167  15.431184490282 -16.330720569502       9.6754399442
2456710.2861111  15.431185250113 -16.330720895550       9.6754285459
2456710.2868056  15.431186009887 -16.330721221390       9.6754171476
2456710.2875000  15.431186769606 -16.330721547028       9.6754057493
2456710.2881944  15.431187529271 -16.330721872467       9.6753943510
2456710.2888889  15.431188288880 -16.330722197698       9.6753829528
2456710.2895833  15.431189048433 -16.330722522726       9.6753715546
2456710.2902778  15.431189807933 -16.330722847556       9.6753601564
2456710.2909722  15.431190567376 -16.330723172178       9.6753487582
2456710.2916667  15.431191326764 -16.330723496597       9.6753373601
2456710.2923611  15.431192086098 -16.330723820817       9.6753259620
2456710.2930556  15.431192845376 -16.330724144830       9.6753145639
2456710.2937500  15.431193604600 -16.330724468643       9.6753031658
2456710.2944444  15.431194363767 -16.330724792250       9.6752917678
2456710.2951389  15.431195122880 -16.330725115653       9.6752803697
2456710.2958333  15.431195881938 -16.330725438858       9.6752689717
2456710.2965278  15.431196640940 -16.330725761855       9.6752575737
2456710.2972222  15.431197399887 -16.330726084650       9.6752461758
2456710.2979167  15.431198158780 -16.330726407245       9.6752347779
2456710.2986111  15.431198917616 -16.330726729633       9.6752233799
2456710.2993056  15.431199676399 -16.330727051822       9.6752119821
2456710.3000000  15.431200435125 -16.330727373804       9.6752005842
2456710.3006944  15.431201193796 -16.330727695582       9.6751891863
2456710.3013889  15.431201952413 -16.330728017162       9.6751777885
2456710.3020833  15.431202710974 -16.330728338535       9.6751663907
2456710.3027778  15.431203469479 -16.330728659704       9.6751549930
2456710.3034722  15.431204227931 -16.330728980675       9.6751435952
2456710.3041667  15.431204986326 -16.330729301438       9.6751321975
2456710.3048611  15.431205744667 -16.330729621998       9.6751207998
2456710.3055556  15.431206502953 -16.330729942359       9.6751094021
2456710.3062500  15.431207261182 -16.330730262514       9.6750980044
2456710.3069444  15.431208019358 -16.330730582468       9.6750866068
2456710.3076389  15.431208777478 -16.330730902216       9.6750752092
2456710.3083333  15.431209535542 -16.330731221761       9.6750638116
2456710.3090278  15.431210293552 -16.330731541107       9.6750524140
2456710.3097222  15.431211051507 -16.330731860246       9.6750410165
2456710.3104167  15.431211809406 -16.330732179181       9.6750296190
2456710.3111111  15.431212567250 -16.330732497918       9.6750182215
2456710.3118056  15.431213325039 -16.330732816447       9.6750068240
2456710.3125000  15.431214082772 -16.330733134774       9.6749954265
2456710.3131944  15.431214840452 -16.330733452901       9.6749840291
2456710.3138889  15.431215598075 -16.330733770821       9.6749726317
2456710.3145833  15.431216355644 -16.330734088542       9.6749612343
2456710.3152778  15.431217113157 -16.330734406056       9.6749498369
2456710.3159722  15.431217870614 -16.330734723367       9.6749384396
2456710.3166667  15.431218628018 -16.330735040479       9.6749270423
2456710.3173611  15.431219385365 -16.330735357384       9.6749156450
2456710.3180556  15.431220142658 -16.330735674086       9.6749042477
2456710.3187500  15.431220899896 -16.330735990588       9.6748928505
2456710.3194444  15.431221657078 -16.330736306884       9.6748814533
2456710.3201389  15.431222414204 -16.330736622976       9.6748700561
2456710.3208333  15.431223171277 -16.330736938870       9.6748586589
2456710.3215278  15.431223928293 -16.330737254556       9.6748472617
2456710.3222222  15.431224685255 -16.330737570040       9.6748358646
2456710.3229167  15.431225442162 -16.330737885324       9.6748244675
2456710.3236111  15.431226199013 -16.330738200401       9.6748130704
2456710.3243056  15.431226955809 -16.330738515279       9.6748016734
2456710.3250000  15.431227712550 -16.330738829950       9.6747902763
2456710.3256944  15.431228469235 -16.330739144418       9.6747788793
2456710.3263889  15.431229225867 -16.330739458687       9.6747674823
2456710.3270833  15.431229982442 -16.330739772749       9.6747560853
2456710.3277778  15.431230738962 -16.330740086608       9.6747446884
2456710.3284722  15.431231495428 -16.330740400268       9.6747332915
2456710.3291667  15.431232251837 -16.330740713720       9.6747218946
2456710.3298611  15.431233008192 -16.330741026970       9.6747104977
2456710.3305556  15.431233764492 -16.330741340020       9.6746991008
2456710.3312500  15.431234520736 -16.330741652864       9.6746877040
2456710.3319444  15.431235276925 -16.330741965504       9.6746763072
2456710.3326389  15.431236033060 -16.330742277946       9.6746649104
2456710.3333333  15.431236789139 -16.330742590180       9.6746535137
2456710.3340278  15.431237545162 -16.330742902211       9.6746421169
2456710.3347222  15.431238301132 -16.330743214044       9.6746307202
2456710.3354167  15.431239057045 -16.330743525669       9.6746193235
2456710.3361111  15.431239812904 -16.330743837095       9.6746079268
2456710.3368056  15.431240568707 -16.330744148314       9.6745965302
2456710.3375000  15.431241324454 -16.330744459330       9.6745851336
