 1 & $\alpha$   Andromedae & $Alpheratz$ & $ 2.1$ &                             17 & 31 & 15 & 29 & 13 & 27 & 11 & 26 &  9 & 24 &  7 & 26 &  5 & 23 \\
 2 & $\beta$    Cassiopeae & $Caph$  & $ 2.3$ &                                 17 & 32 & 15 & 30 & 13 & 28 & 11 & 26 &  9 & 25 &  7 & 27 &  5 & 24 \\
 6 & $\beta$    Ceti & $Diphda$  & $ 2.0$ &                                     18 & 06 & 16 & 04 & 14 & 02 & 12 & 05 &  9 & 59 &  8 & 01 &  5 & 58 \\
 9 & $\alpha$   Eridani & $Achernar$  & $ 0.5$ &                                19 & 00 & 16 & 58 & 14 & 56 & 12 & 58 & 10 & 52 &  8 & 54 &  6 & 51 \\
12 & $\alpha$   Arietis & $Hamal$  & $ 2.0$ &                                   19 & 30 & 17 & 28 & 15 & 26 & 13 & 28 & 11 & 22 &  9 & 24 &  7 & 21 \\[1.4ex]
13 & $\theta$   Eridani & $Acamar$  & $ 3.3$ &                                  20 & 20 & 18 & 18 & 16 & 16 & 14 & 18 & 12 & 17 & 10 & 15 &  8 & 12 \\
16 & $\alpha$   Persei & $Mirfak$  & $ 1.8$ &                                   20 & 47 & 18 & 45 & 16 & 43 & 14 & 45 & 12 & 44 & 10 & 42 &  8 & 39 \\
19 & $\alpha$   Tauri & $Aldebaran$  & $ 0.9$ &                                 21 & 58 & 19 & 56 & 17 & 54 & 15 & 56 & 13 & 55 & 11 & 53 &  9 & 50 \\
20 & $\beta$    Orionis & $Rigel$  & $ 0.1$ &                                   22 & 36 & 20 & 34 & 18 & 33 & 16 & 35 & 14 & 33 & 12 & 35 & 10 & 28 \\
21 & $\alpha$   Aurigae & $Capella$  & $ 0.1$ &                                 22 & 39 & 20 & 37 & 18 & 36 & 16 & 38 & 14 & 36 & 12 & 38 & 10 & 31 \\[1.4ex]
22 & $\gamma$   Orionis & $Bellatrix$  & $ 1.6$ &                               22 & 47 & 20 & 45 & 18 & 43 & 16 & 45 & 14 & 44 & 12 & 46 & 10 & 39 \\
28 & $\alpha$   Orionis & $Betelgeuse$  & $*0.9$ &                              23 & 17 & 21 & 15 & 19 & 13 & 17 & 15 & 15 & 14 & 13 & 16 & 11 & 09 \\
31 & $\alpha$   Carinae & $Canopus$  & $-0.7$ &                                 23 & 45 & 21 & 43 & 19 & 41 & 17 & 43 & 15 & 41 & 13 & 43 & 11 & 37 \\
33 & $\alpha$   Canis Majoris & $Sirius$  & $-1.5$ &                             0 & 07 & 22 & 05 & 20 & 03 & 18 & 05 & 16 & 03 & 14 & 05 & 12 & 02 \\
34 & $\epsilon$ Canis Majoris & $Adhara$  & $ 1.5$ &                             0 & 20 & 22 & 18 & 20 & 16 & 18 & 18 & 16 & 16 & 14 & 18 & 12 & 16 \\[1.4ex]
38 & $\alpha$   Canis Minoris & $Procyon$  & $ 0.4$ &                            1 & 01 & 22 & 59 & 20 & 57 & 19 & 00 & 16 & 57 & 15 & 00 & 12 & 56 \\
39 & $\beta$    Geminorum & $Pollux$  & $ 1.1$ &                                 1 & 07 & 23 & 05 & 21 & 03 & 19 & 05 & 17 & 04 & 15 & 06 & 13 & 03 \\
42 & $\epsilon$ Carinae & $Avior$  & $ 1.8$ &                                    1 & 43 & 23 & 41 & 21 & 39 & 19 & 41 & 17 & 39 & 15 & 41 & 13 & 39 \\
45 & $\lambda$  Velorum & $Suhail$  & $ 2.2$ &                                   2 & 29 &  0 & 27 & 22 & 25 & 20 & 27 & 18 & 25 & 16 & 27 & 14 & 24 \\
46 & $\beta$    Carinae & $Miaplacidus$  & $ 1.7$ &                              2 & 33 &  0 & 31 & 22 & 29 & 20 & 31 & 18 & 30 & 16 & 32 & 14 & 29 \\[1.4ex]
