S  68.0 2456068.4993870379  1.01549876  0.35293620  0.00072930  0.00014672  0.00004212  0.00459660  1.01549876  0.36054910  0.00915801  0.00102565  0.01571553  0.00428090 2012  5 20
S  68.0 2456245.4292011657  4.00609894 -0.31855514  0.00074519 -0.00018904  0.00004309  0.00470239 -2.27708637 -0.32526151  0.01153015 -0.00186141  0.01783545  0.00485836 2012 11 13
