2457396.2317014  1 Per
2457440.2166076  1 Afe
2457484.2020326  1 Per
2457528.1870014  1 Afe
2457572.1717326  1 Per
2457616.1560639  1 Afe
2457660.1404013  1 Per
2457704.1249576  1 Afe
2457748.1092576  1 Per
2457406.4421514  1 Nor
2457460.4756514  1 Sur
2457494.4120826  1 Nor
2457548.4441764  1 Sur
2457582.3813076  1 Nor
2457636.4142576  1 Sur
2457670.3505451  1 Nor
2457724.3830076  1 Sur
2457391.5625826  1 Asc
2457429.8467701  1 Des
2457479.5324889  1 Asc
2457517.8158764  1 Des
2457567.5018014  1 Asc
2457605.7852514  1 Des
2457655.4711014  1 Asc
2457693.7545576  1 Des
2457743.4399389  1 Asc
2457468.1868889  2 Afe
2457580.5763764  2 Per
2457692.8500514  2 Afe
2457490.2216014  2 Sur
2457602.0178264  2 Nor
2457714.9195889  2 Sur
2457433.3720389  2 Des
2457546.5114639  2 Asc
2457658.0733889  2 Des
2457390.4505139  3 Per
2457574.1834701  3 Afe
2457691.0499514  4 Per
2457664.5766764  4 Sur
2457507.2193014  4 Des
2457748.8218576  5 Nor
2457394.0275764 16 Afe
2457487.3244826 16 Sur
2457477.3268889 17 Afe
2457650.2786389 18 Afe
2457586.2298576 19 Afe
2457711.6942951 19 Asc
