 2457542.907951  1  2457542.919426
 2457605.424826  1  2457605.411276
 2457660.944826  1  2457660.925201
 2457484.854201  2  2457484.838389
 2457634.938576  2  2457634.969414
 2457578.924826  5  2457578.902889
 2457606.646076  5  2457606.640576
 2457634.413576  5  2457634.422764
 2457565.523576  8  2457565.497589
 2457592.733576  8  2457592.710526
 2457620.002326  8  2457619.979776
 2457647.354201  8  2457647.330201
 2457674.750451  8  2457674.726376
 2457702.121076  8  2457702.099376
 2457729.419201  8  2457729.403339
 2457407.611076 11  2457407.606389
 2457434.836701 11  2457434.833389
 2457462.088576 11  2457462.085714
 2457489.435451 11  2457489.432239
 2457516.862951 11  2457516.858951
 2457571.680451 11  2457571.676401
 2457598.969826 11  2457598.966614
 2457626.197951 11  2457626.195526
 2457653.442326 11  2457653.440014
 2457680.778576 11  2457680.774939
 2457708.217326 11  2457708.212664
 2457735.692326 11  2457735.687651
 2457741.276701 13  2457741.255851
 2457487.654201 19  2457487.653426
