2458495.8500014  1 Afe
2458539.8345139  1 Per
2458583.8190389  1 Afe
2458627.8037201  1 Per
2458671.7885701  1 Afe
2458715.7736451  1 Per
2458759.7584951  1 Afe
2458803.7429951  1 Per
2458847.7274263  1 Afe
2458516.1081889  1 Sur
2458550.0440014  1 Nor
2458604.0776139  1 Sur
2458638.0132889  1 Nor
2458692.0470014  1 Sur
2458725.9830138  1 Nor
2458780.0166638  1 Sur
2458813.9522638  1 Nor
2458485.4783389  1 Des
2458535.1652951  1 Asc
2458573.4482201  1 Des
2458623.1343014  1 Asc
2458661.4172389  1 Des
2458711.1040951  1 Asc
2458749.3873451  1 Des
2458799.0735639  1 Asc
2458837.3559264  1 Des
2458591.6011639  2 Afe
2458703.8768389  2 Per
2458816.2790014  2 Afe
2458500.8274264  2 Nor
2458613.7319889  2 Sur
2458725.5309264  2 Nor
2458838.4368014  2 Sur
2458556.8852139  2 Des
2458670.0227139  2 Asc
2458781.5893514  2 Des
2458486.7222201  3 Per
2458669.4241701  3 Afe
2458721.5516264  4 Afe
2458683.1313514  4 Nor
2458498.6390014  4 Asc
2458696.4697014 16 Des
2458501.7888889 18 Sur
2458812.0050451 18 Asc
2458652.8695451 19 Sur
