2458492.6863875 A
2458505.3328625 P
2458519.8947625 A
2458533.8770000 P
2458546.9765625 A
2458562.3246500 P
2458574.5094875 A
2458590.4198625 P
2458602.2637125 A
2458617.4115500 P
2458630.0603751 A
2458642.4687501 P
2458657.8260751 A
2458669.7080626 P
2458685.4988626 A
2458697.7992501 P
2458712.9507876 A
2458726.1618376 P
2458740.0640376 A
2458754.5997126 P
2458767.2699001 A
2458782.9436876 P
2458794.8582251 A
2458810.8198001 P
2458822.6722376 A
2458836.3507251 P
