P  69.0 2458489.5719975592  5.00456833 -0.39345505  0.00079761  0.00008492  0.00004336  0.00473141 -1.27861698 -0.37541550  0.00942755  0.00021374  0.01584113  0.00431511 2019  1  6
S  69.0 2458667.3067264603  1.77256779  0.40160344  0.00075120 -0.00005526  0.00004193  0.00457587  1.77256779  0.39041257  0.01134561  0.00012244  0.01734450  0.00472463 2019  7  2
S  69.0 2458843.7184462720  4.79064827 -0.40791966  0.00080718  0.00002302  0.00004335  0.00473057 -1.49253704 -0.40105831  0.01043911 -0.00058503  0.01659980  0.00452178 2019 12 26
