 2458666.5 -16.1407 -3.3947   0.409031869456   384.3007  -4.2305  0.0018
 2458667.5 -15.9801 -3.3785   0.409031941516   384.4195  -4.2149  0.0018
 2458668.5 -15.8311 -3.3372   0.409032135779   384.5338  -4.1740  0.0017
 2458669.5 -15.7233 -3.2760   0.409032425855   384.6319  -4.1134  0.0017
 2458670.5 -15.6750 -3.2067   0.409032756012   384.7062  -4.0443  0.0016
 2458671.5 -15.6871 -3.1428   0.409033059414   384.7566  -3.9806  0.0015
 2458672.5 -15.7435 -3.0960   0.409033280275   384.7892  -3.9339  0.0015
 2458673.5 -15.8177 -3.0721   0.409033389662   384.8147  -3.9102  0.0015
 2458674.5 -15.8821 -3.0708   0.409033389951   384.8439  -3.9090  0.0015
 2458675.5 -15.9151 -3.0861   0.409033309363   384.8856  -3.9245  0.0015
 2458676.5 -15.9049 -3.1092   0.409033191177   384.9444  -3.9479  0.0015
 2458677.5 -15.8511 -3.1305   0.409033081967   385.0206  -3.9694  0.0015
 2458678.5 -15.7627 -3.1416   0.409033021695   385.1105  -3.9810  0.0015
 2458679.5 -15.6550 -3.1372   0.409033036979   385.2083  -3.9770  0.0015
 2458680.5 -15.5460 -3.1151   0.409033137957   385.3066  -3.9553  0.0015
 2458681.5 -15.4528 -3.0765   0.409033318630   385.3987  -3.9171  0.0015
 2458682.5 -15.3887 -3.0254   0.409033559994   385.4792  -3.8664  0.0014
 2458683.5 -15.3614 -2.9675   0.409033834802   385.5452  -3.8087  0.0014
 2458684.5 -15.3725 -2.9089   0.409034112755   385.5959  -3.7503  0.0013
 2458685.5 -15.4179 -2.8555   0.409034365132   385.6330  -3.6971  0.0013
 2458686.5 -15.4890 -2.8123   0.409034568311   385.6598  -3.6541  0.0012
 2458687.5 -15.5734 -2.7826   0.409034706147   385.6812  -3.6244  0.0012
 2458688.5 -15.6569 -2.7678   0.409034771600   385.7029  -3.6098  0.0012
 2458689.5 -15.7244 -2.7673   0.409034768002   385.7309  -3.6093  0.0012
 2458690.5 -15.7613 -2.7780   0.409034710129   385.7711  -3.6202  0.0012
 2458691.5 -15.7561 -2.7943   0.409034624802   385.8279  -3.6367  0.0012
 2458692.5 -15.7029 -2.8084   0.409034549931   385.9039  -3.6512  0.0012
 2458693.5 -15.6051 -2.8112   0.409034530117   385.9976  -3.6544  0.0012
 2458694.5 -15.4773 -2.7941   0.409034607061   386.1034  -3.6377  0.0012
 2458695.5 -15.3460 -2.7519   0.409034805132   386.2107  -3.5961  0.0012
 2458696.5 -15.2428 -2.6863   0.409035116938   386.3068  -3.5309  0.0011
 2458697.5 -15.1948 -2.6064   0.409035498086   386.3812  -3.4513  0.0010
 2458698.5 -15.2128 -2.5267   0.409035878525   386.4292  -3.3717  0.0010
 2458699.5 -15.2868 -2.4616   0.409036187723   386.4549  -3.3068  0.0009
 2458700.5 -15.3908 -2.4206   0.409036380356   386.4686  -3.2658  0.0009
 2458701.5 -15.4930 -2.4052   0.409036448901   386.4829  -3.2505  0.0008
 2458702.5 -15.5674 -2.4100   0.409036419602   386.5081  -3.2554  0.0009
 2458703.5 -15.5996 -2.4254   0.409036338301   386.5501  -3.2710  0.0009
 2458704.5 -15.5875 -2.4414   0.409036254906   386.6097  -3.2872  0.0009
 2458705.5 -15.5395 -2.4490   0.409036211808   386.6837  -3.2951  0.0009
 2458706.5 -15.4701 -2.4424   0.409036237508   386.7662  -3.2889  0.0009
 2458707.5 -15.3964 -2.4190   0.409036344495   386.8504  -3.2659  0.0009
 2458708.5 -15.3352 -2.3795   0.409036529925   386.9298  -3.2267  0.0008
 2458709.5 -15.3001 -2.3270   0.409036778160   386.9989  -3.1745  0.0008
 2458710.5 -15.3000 -2.2667   0.409037064513   387.0540  -3.1144  0.0007
 2458711.5 -15.3383 -2.2045   0.409037359648   387.0939  -3.0525  0.0007
 2458712.5 -15.4125 -2.1466   0.409037634075   387.1195  -2.9947  0.0006
 2458713.5 -15.5151 -2.0983   0.409037862256   387.1338  -2.9464  0.0006
 2458714.5 -15.6346 -2.0633   0.409038025844   387.1413  -2.9114  0.0005
 2458715.5 -15.7572 -2.0434   0.409038115824   387.1475  -2.8916  0.0005
 2458716.5 -15.8681 -2.0385   0.409038133691   387.1582  -2.8867  0.0005
 2458717.5 -15.9533 -2.0458   0.409038091858   387.1792  -2.8941  0.0005
 2458718.5 -16.0015 -2.0607   0.409038013366   387.2148  -2.9092  0.0005
 2458719.5 -16.0057 -2.0765   0.409037930677   387.2680  -2.9252  0.0005
 2458720.5 -15.9660 -2.0851   0.409037882833   387.3386  -2.9341  0.0005
 2458721.5 -15.8915 -2.0783   0.409037909654   387.4231  -2.9276  0.0005
 2458722.5 -15.8014 -2.0497   0.409038042012   387.5139  -2.8994  0.0005
 2458723.5 -15.7231 -1.9974   0.409038289101   387.6002  -2.8475  0.0005
 2458724.5 -15.6858 -1.9264   0.409038627335   387.6702  -2.7768  0.0004
 2458725.5 -15.7101 -1.8484   0.409038999295   387.7157  -2.6990  0.0003
 2458726.5 -15.7977 -1.7790   0.409039329340   387.7360  -2.6297  0.0003
 2458727.5 -15.9292 -1.7318   0.409039551997   387.7388  -2.5825  0.0002
 2458728.5 -16.0716 -1.7128   0.409039637698   387.7371  -2.5636  0.0002
 2458729.5 -16.1923 -1.7192   0.409039600703   387.7439  -2.5699  0.0002
 2458730.5 -16.2700 -1.7413   0.409039487250   387.7678  -2.5922  0.0002
 2458731.5 -16.2989 -1.7674   0.409039354633   387.8111  -2.6184  0.0002
 2458732.5 -16.2866 -1.7870   0.409039253288   387.8707  -2.6383  0.0003
 2458733.5 -16.2485 -1.7932   0.409039217177   387.9407  -2.6448  0.0003
 2458734.5 -16.2027 -1.7827   0.409039261572   388.0139  -2.6346  0.0003
 2458735.5 -16.1666 -1.7560   0.409039385121   388.0832  -2.6082  0.0002
 2458736.5 -16.1541 -1.7158   0.409039573553   388.1432  -2.5683  0.0002
 2458737.5 -16.1747 -1.6671   0.409039803651   388.1901  -2.5198  0.0001
 2458738.5 -16.2326 -1.6156   0.409040047181   388.2222  -2.4684  0.0001
 2458739.5 -16.3266 -1.5673   0.409040274763   388.2398  -2.4202  0.0001
 2458740.5 -16.4505 -1.5279   0.409040459623   388.2456  -2.3808  0.0000
 2458741.5 -16.5937 -1.5016   0.409040581098   388.2436  -2.3545  0.0000
 2458742.5 -16.7424 -1.4907   0.409040627531   388.2394  -2.3436  0.0000
 2458743.5 -16.8819 -1.4955   0.409040598160   388.2388  -2.3484  0.0000
 2458744.5 -16.9979 -1.5137   0.409040503736   388.2474  -2.3666  0.0000
 2458745.5 -17.0788 -1.5408   0.409040365864   388.2700  -2.3939  0.0000
 2458746.5 -17.1178 -1.5707   0.409040215008   388.3092  -2.4239  0.0001
 2458747.5 -17.1138 -1.5958   0.409040087137   388.3656  -2.4492  0.0001
 2458748.5 -17.0737 -1.6086   0.409040018825   388.4363  -2.4623  0.0001
 2458749.5 -17.0124 -1.6029   0.409040040377   388.5156  -2.4570  0.0001
 2458750.5 -16.9519 -1.5754   0.409040167044   388.5946  -2.4299  0.0001
 2458751.5 -16.9180 -1.5282   0.409040389895   388.6632  -2.3829  0.0000
 2458752.5 -16.9333 -1.4690   0.409040670424   388.7122  -2.3240  0.0000
 2458753.5 -17.0087 -1.4112   0.409040944859   388.7373  -2.2662 -0.0001
 2458754.5 -17.1362 -1.3692   0.409041142046   388.7417  -2.2243 -0.0001
 2458755.5 -17.2893 -1.3539   0.409041210267   388.7357  -2.2089 -0.0001
 2458756.5 -17.4328 -1.3673   0.409041138790   388.7335  -2.2224 -0.0001
 2458757.5 -17.5368 -1.4028   0.409040960561   388.7468  -2.2579 -0.0001
 2458758.5 -17.5868 -1.4480   0.409040735245   388.7816  -2.3032 -0.0001
 2458759.5 -17.5859 -1.4901   0.409040524842   388.8366  -2.3456  0.0000
 2458760.5 -17.5497 -1.5196   0.409040375409   388.9058  -2.3754  0.0000
 2458761.5 -17.4989 -1.5318   0.409040310061   388.9808  -2.3880  0.0000
 2458762.5 -17.4535 -1.5263   0.409040330682   389.0538  -2.3827  0.0000
 2458763.5 -17.4293 -1.5059   0.409040423474   389.1183  -2.3626  0.0000
 2458764.5 -17.4370 -1.4754   0.409040564892   389.1703  -2.3324  0.0000
 2458765.5 -17.4814 -1.4408   0.409040726502   389.2076  -2.2979 -0.0001
 2458766.5 -17.5621 -1.4081   0.409040878759   389.2305  -2.2653 -0.0001
 2458767.5 -17.6737 -1.3830   0.409040994189   389.2411  -2.2403 -0.0001
 2458768.5 -17.8064 -1.3702   0.409041050367   389.2433  -2.2274 -0.0001
 2458769.5 -17.9472 -1.3725   0.409041032789   389.2421  -2.2298 -0.0001
 2458770.5 -18.0811 -1.3909   0.409040937402   389.2437  -2.2482 -0.0001
 2458771.5 -18.1929 -1.4237   0.409040772192   389.2539  -2.2810 -0.0001
 2458772.5 -18.2701 -1.4668   0.409040557213   389.2779  -2.3242  0.0000
 2458773.5 -18.3047 -1.5139   0.409040322638   389.3188  -2.3715  0.0000
 2458774.5 -18.2951 -1.5575   0.409040104738   389.3773  -2.4154  0.0000
 2458775.5 -18.2475 -1.5902   0.409039940093   389.4509  -2.4484  0.0001
 2458776.5 -18.1757 -1.6057   0.409039858690   389.5343  -2.4643  0.0001
 2458777.5 -18.0996 -1.6007   0.409039876742   389.6194  -2.4596  0.0001
 2458778.5 -18.0421 -1.5760   0.409039990296   389.6973  -2.4353  0.0001
 2458779.5 -18.0241 -1.5373   0.409040171500   389.7595  -2.3969  0.0000
 2458780.5 -18.0587 -1.4951   0.409040370269   389.8007  -2.3548  0.0000
 2458781.5 -18.1452 -1.4621   0.409040524014   389.8214  -2.3219  0.0000
 2458782.5 -18.2663 -1.4501   0.409040575619   389.8281  -2.3100 -0.0001
 2458783.5 -18.3920 -1.4656   0.409040494420   389.8329  -2.3254  0.0000
 2458784.5 -18.4893 -1.5065   0.409040289726   389.8489  -2.3665  0.0000
 2458785.5 -18.5346 -1.5634   0.409040007901   389.8855  -2.4235  0.0000
 2458786.5 -18.5214 -1.6228   0.409039713713   389.9454  -2.4831  0.0001
 2458787.5 -18.4603 -1.6725   0.409039466694   390.0243  -2.5331  0.0002
 2458788.5 -18.3726 -1.7046   0.409039304637   390.1139  -2.5657  0.0002
 2458789.5 -18.2818 -1.7168   0.409039239065   390.2048  -2.5783  0.0002
 2458790.5 -18.2082 -1.7113   0.409039259755   390.2890  -2.5731  0.0002
 2458791.5 -18.1653 -1.6929   0.409039342735   390.3610  -2.5550  0.0002
 2458792.5 -18.1599 -1.6679   0.409039457709   390.4181  -2.5303  0.0001
 2458793.5 -18.1923 -1.6427   0.409039573406   390.4602  -2.5053  0.0001
 2458794.5 -18.2579 -1.6234   0.409039661063   390.4891  -2.4861  0.0001
 2458795.5 -18.3476 -1.6147   0.409039696848   390.5083  -2.4775  0.0001
 2458796.5 -18.4490 -1.6202   0.409039663997   390.5228  -2.4831  0.0001
 2458797.5 -18.5473 -1.6414   0.409039554994   390.5385  -2.5044  0.0001
 2458798.5 -18.6271 -1.6775   0.409039373651   390.5615  -2.5406  0.0002
 2458799.5 -18.6741 -1.7252   0.409039136374   390.5974  -2.5884  0.0002
 2458800.5 -18.6780 -1.7785   0.409038871588   390.6505  -2.6420  0.0002
 2458801.5 -18.6352 -1.8299   0.409038616453   390.7222  -2.6936  0.0003
 2458802.5 -18.5505 -1.8711   0.409038410606   390.8105  -2.7352  0.0003
 2458803.5 -18.4374 -1.8951   0.409038287775   390.9103  -2.7597  0.0004
 2458804.5 -18.3163 -1.8981   0.409038267161   391.0133  -2.7631  0.0004
 2458805.5 -18.2103 -1.8803   0.409038347000   391.1104  -2.7458  0.0003
 2458806.5 -18.1406 -1.8470   0.409038502341   391.1931  -2.7128  0.0003
 2458807.5 -18.1205 -1.8074   0.409038688274   391.2562  -2.6734  0.0003
 2458808.5 -18.1513 -1.7730   0.409038848848   391.2989  -2.6392  0.0002
 2458809.5 -18.2206 -1.7548   0.409038930607   391.3263  -2.6212  0.0002
 2458810.5 -18.3042 -1.7603   0.409038897940   391.3479  -2.6267  0.0002
 2458811.5 -18.3721 -1.7905   0.409038745385   391.3756  -2.6571  0.0003
 2458812.5 -18.3980 -1.8395   0.409038501241   391.4200  -2.7063  0.0003
 2458813.5 -18.3673 -1.8964   0.409038219253   391.4868  -2.7635  0.0004
 2458814.5 -18.2818 -1.9484   0.409037960919   391.5755  -2.8159  0.0004
