2456694.8098611  1 Max 99.
2456716.4392361  1 Min 99.
2456815.9123611  1 Max 99.
2456840.0711111  1 Min 99.
2456935.2598611  1 Max 99.
2456955.7873611  1 Min 99.
2456688.9079861  1 Eas 18.
2456730.7636111  1 Wes 28.
2456802.7923611  1 Eas 23.
2456851.2592361  1 Wes 21.
2456922.4154861  1 Eas 26.
2456963.0198611  1 Wes 19.
2456704.3486111  1 Inf 99.
2456773.6442361  1 Sup 99.
2456828.4517361  1 Inf 99.
2456878.1817361  1 Sup 99.
2456947.3611111  1 Inf 99.
2456999.9111111  1 Sup 99.
2456689.3017361  2 Min 99.
2456739.3029861  2 Wes 47.
2456669.0173611  2 Inf 99.
2456955.8129861  2 Sup 99.
2456718.3742361  4 Max 99.
2456798.8873611  4 Min 99.
2456756.3779861  4 Opo 99.
2456722.9154861  5 Min 99.
2457000.7829861  5 Max 99.
2456663.3829861  5 Opo 99.
2456863.3642361  5 Con 99.
2456719.6817361  6 Max 99.
2456860.1423611  6 Min 99.
2456788.2698611  6 Opo 99.
2456979.8686111  6 Con 99.
2456860.8717361  7 Max 99.
2457013.7629861  7 Min 99.
2456749.7979861  7 Con 99.
2456938.3736111  7 Opo 99.
2456818.7554861  8 Max 99.
2456977.9742361  8 Min 99.
2456712.2579861  8 Con 99.
2456899.1061111  8 Opo 99.
2456762.5429861  9 Max 99.
2456923.0598611  9 Min 99.
2456659.2898611  9 Con 99.
2456842.8361111  9 Opo 99.
2456718.3154861 16 Max 99.
2456816.4286111 16 Min 99.
2456762.7354861 16 Opo 99.
2457001.4861111 16 Con 99.
2456665.8673611 17 Max 99.
2456741.3861111 17 Min 99.
2456710.8836111 17 Opo 99.
2456957.1604861 17 Con 99.
2457006.3592361 18 Max 99.
2456758.8042361 18 Con 99.
2456721.8579861 19 Max 99.
2456809.8092361 19 Min 99.
2456760.9973611 19 Opo 99.
