P  69.0 2460763.9904731424  0.14486473  0.06250347  0.00066237  0.00028308  0.00004270  0.00465941  0.14486473  0.08354746  0.00973277  0.00523228  0.01778406  0.00484437 2025  3 29
P  69.0 2460940.3683906500  3.12756748  0.00607973  0.00065275 -0.00028298  0.00004247  0.00463451  3.12756748 -0.01344112  0.00791004 -0.00431418  0.01605630  0.00437373 2025  9 21
