 -3   // //  // //  22 21  21 34  21  3  20 40  20  6  19 41  19 20  19  4  18 48  18 34  18 27  18 20  18 20  18 17  18 14  18 11  18  8  18  5  18  1  17 58  17 54  17 50  17 46  17 41  17 36  17 30
 -2   // //  // //  22 21  21 34  21  3  20 40  20  6  19 41  19 21  19  4  18 49  18 35  18 28  18 21  18 21  18 18  18 15  18 12  18  9  18  5  18  2  17 58  17 55  17 51  17 47  17 42  17 37  17 31
 -1   // //  // //  22 20  21 34  21  3  20 40  20  6  19 41  19 21  19  5  18 50  18 35  18 28  18 21  18 21  18 18  18 16  18 12  18  9  18  6  18  3  17 59  17 56  17 52  17 48  17 43  17 38  17 33
  0   // //  // //  22 20  21 34  21  3  20 40  20  7  19 42  19 22  19  5  18 50  18 36  18 29  18 22  18 22  18 19  18 16  18 13  18 10  18  7  18  4  18  0  17 57  17 53  17 49  17 44  17 39  17 34
  1   // //  // //  22 19  21 34  21  3  20 41  20  7  19 42  19 22  19  6  18 51  18 37  18 30  18 23  18 23  18 20  18 17  18 14  18 11  18  8  18  5  18  1  17 58  17 54  17 50  17 45  17 40  17 35
  2   // //  // //  22 18  21 33  21  3  20 41  20  7  19 42  19 23  19  6  18 51  18 37  18 31  18 24  18 24  18 21  18 18  18 15  18 12  18  9  18  6  18  2  17 59  17 55  17 51  17 46  17 42  17 36
  3   // //  // //  22 18  21 33  21  3  20 41  20  7  19 43  19 23  19  7  18 52  18 38  18 31  18 24  18 24  18 22  18 19  18 16  18 13  18 10  18  6  18  3  18  0  17 56  17 52  17 48  17 43  17 38
  4   // //  // //  22 17  21 33  21  3  20 41  20  7  19 43  19 23  19  7  18 52  18 39  18 32  18 25  18 25  18 22  18 20  18 17  18 14  18 11  18  7  18  4  18  1  17 57  17 53  17 49  17 44  17 39
  5   // //  // //  22 16  21 32  21  3  20 41  20  7  19 43  19 24  19  7  18 53  18 39  18 33  18 26  18 26  18 23  18 20  18 18  18 15  18 12  18  9  18  5  18  2  17 58  17 54  17 50  17 46  17 41
  6   // //  // //  22 15  21 32  21  3  20 40  20  8  19 43  19 24  19  8  18 54  18 40  18 34  18 27  18 27  18 24  18 21  18 19  18 16  18 13  18 10  18  6  18  3  17 59  17 56  17 52  17 47  17 42
  7   // //  // //  22 14  21 31  21  2  20 40  20  8  19 44  19 25  19  8  18 54  18 41  18 34  18 28  18 28  18 25  18 22  18 19  18 17  18 14  18 11  18  8  18  4  18  1  17 57  17 53  17 49  17 44
  8   // //  // //  22 13  21 31  21  2  20 40  20  8  19 44  19 25  19  9  18 55  18 42  18 35  18 29  18 29  18 26  18 23  18 20  18 18  18 15  18 12  18  9  18  5  18  2  17 58  17 54  17 50  17 45
  9   // //  23 55  22 11  21 30  21  2  20 40  20  8  19 44  19 25  19  9  18 55  18 42  18 36  18 29  18 29  18 27  18 24  18 21  18 19  18 16  18 13  18 10  18  7  18  3  18  0  17 56  17 52  17 47
 10   // //  23 44  22 10  21 29  21  1  20 40  20  8  19 44  19 26  19 10  18 56  18 43  18 37  18 30  18 30  18 28  18 25  18 22  18 20  18 17  18 14  18 11  18  8  18  5  18  1  17 58  17 53  17 49
 11   // //  23 36  22  9  21 29  21  1  20 39  20  8  19 44  19 26  19 10  18 56  18 44  18 37  18 31  18 31  18 29  18 26  18 24  18 21  18 18  18 15  18 12  18  9  18  6  18  3  17 59  17 55  17 51
 12   // //  23 29  22  7  21 28  21  0  20 39  20  8  19 45  19 26  19 11  18 57  18 44  18 38  18 32  18 32  18 30  18 27  18 25  18 22  18 19  18 17  18 14  18 11  18  8  18  4  18  1  17 57  17 53
 13   // //  23 24  22  6  21 27  21  0  20 39  20  8  19 45  19 26  19 11  18 58  18 45  18 39  18 33  18 33  18 31  18 28  18 26  18 23  18 20  18 18  18 15  18 12  18  9  18  6  18  2  17 59  17 55
 14   // //  23 19  22  4  21 26  20 59  20 38  20  7  19 45  19 27  19 11  18 58  18 46  18 40  18 34  18 34  18 32  18 29  18 27  18 24  18 22  18 19  18 16  18 14  18 11  18  7  18  4  18  1  17 57
 15   // //  23 14  22  3  21 25  20 59  20 38  20  7  19 45  19 27  19 12  18 59  18 47  18 41  18 35  18 35  18 33  18 30  18 28  18 25  18 23  18 20  18 18  18 15  18 12  18  9  18  6  18  2  17 59
 16   // //  23  9  22  1  21 24  20 58  20 38  20  7  19 45  19 27  19 12  18 59  18 47  18 42  18 36  18 36  18 34  18 31  18 29  18 27  18 24  18 22  18 19  18 16  18 14  18 11  18  8  18  4  18  1
 17   // //  23  5  22  0  21 23  20 57  20 37  20  7  19 45  19 27  19 13  19  0  18 48  18 42  18 37  18 37  18 35  18 32  18 30  18 28  18 25  18 23  18 20  18 18  18 15  18 12  18  9  18  6  18  3
 18   // //  23  1  21 58  21 22  20 56  20 37  20  7  19 45  19 28  19 13  19  0  18 49  18 43  18 38  18 38  18 36  18 33  18 31  18 29  18 27  18 24  18 22  18 19  18 17  18 14  18 11  18  8  18  5
 19   // //  22 57  21 56  21 21  20 56  20 36  20  7  19 45  19 28  19 13  19  1  18 50  18 44  18 39  18 39  18 37  18 35  18 32  18 30  18 28  18 26  18 23  18 21  18 19  18 16  18 13  18 10  18  7
 20   // //  22 53  21 54  21 20  20 55  20 35  20  6  19 45  19 28  19 14  19  1  18 50  18 45  18 40  18 40  18 38  18 36  18 34  18 31  18 29  18 27  18 25  18 23  18 20  18 18  18 15  18 12  18 10
 21   // //  22 50  21 53  21 19  20 54  20 35  20  6  19 45  19 28  19 14  19  2  18 51  18 46  18 41  18 41  18 39  18 37  18 35  18 33  18 31  18 28  18 26  18 24  18 22  18 20  18 17  18 15  18 12
 22   // //  22 46  21 51  21 17  20 53  20 34  20  6  19 45  19 28  19 14  19  3  18 52  18 47  18 42  18 42  18 40  18 38  18 36  18 34  18 32  18 30  18 28  18 26  18 24  18 21  18 19  18 17  18 14
 23   // //  22 42  21 49  21 16  20 52  20 34  20  5  19 45  19 28  19 15  19  3  18 53  18 48  18 43  18 43  18 41  18 39  18 37  18 35  18 33  18 31  18 29  18 27  18 25  18 23  18 21  18 19  18 17
 24   // //  22 39  21 47  21 15  20 51  20 33  20  5  19 45  19 28  19 15  19  4  18 53  18 48  18 44  18 44  18 42  18 40  18 38  18 36  18 35  18 33  18 31  18 29  18 27  18 25  18 23  18 21  18 19
 25   // //  22 35  21 45  21 14  20 50  20 32  20  5  19 45  19 29  19 15  19  4  18 54  18 49  18 45  18 45  18 43  18 41  18 40  18 38  18 36  18 34  18 33  18 31  18 29  18 27  18 25  18 23  18 21
 26   // //  22 32  21 43  21 12  20 49  20 31  20  4  19 44  19 29  19 16  19  5  18 55  18 50  18 46  18 46  18 44  18 42  18 41  18 39  18 37  18 36  18 34  18 32  18 31  18 29  18 27  18 26  18 24
 27   // //  22 28  21 41  21 11  20 48  20 31  20  4  19 44  19 29  19 16  19  5  18 56  18 51  18 47  18 47  18 45  18 44  18 42  18 40  18 39  18 37  18 36  18 34  18 33  18 31  18 30  18 28  18 26
 28   // //  22 25  21 39  21  9  20 47  20 30  20  4  19 44  19 29  19 16  19  6  18 56  18 52  18 48  18 48  18 46  18 45  18 43  18 42  18 40  18 39  18 37  18 36  18 35  18 33  18 32  18 30  18 29
 29   // //  22 22  21 37  21  8  20 46  20 29  20  3  19 44  19 29  19 17  19  6  18 57  18 53  18 49  18 49  18 47  18 46  18 45  18 43  18 42  18 40  18 39  18 38  18 36  18 35  18 34  18 33  18 32
 30   // //  22 19  21 35  21  7  20 45  20 28  20  3  19 44  19 29  19 17  19  7  18 58  18 54  18 50  18 50  18 49  18 47  18 46  18 44  18 43  18 42  18 41  18 39  18 38  18 37  18 36  18 35  18 34
 31   // //  22 15  21 33  21  5  20 44  20 27  20  2  19 44  19 29  19 17  19  7  18 59  18 55  18 51  18 51  18 50  18 48  18 47  18 46  18 45  18 43  18 42  18 41  18 40  18 39  18 38  18 38  18 37
 32   23 49  22 12  21 31  21  4  20 43  20 26  20  2  19 43  19 29  19 17  19  8  18 59  18 56  18 52  18 52  18 51  18 50  18 48  18 47  18 46  18 45  18 44  18 43  18 42  18 41  18 41  18 40  18 40
 33   23 35  22  9  21 29  21  2  20 42  20 26  20  1  19 43  19 29  19 18  19  8  19  0  18 56  18 53  18 53  18 52  18 51  18 50  18 49  18 48  18 47  18 46  18 45  18 44  18 43  18 43  18 43  18 42
 34   23 24  22  6  21 27  21  1  20 40  20 25  20  0  19 43  19 29  19 18  19  9  19  1  18 57  18 54  18 54  18 53  18 52  18 51  18 50  18 49  18 48  18 47  18 47  18 46  18 46  18 45  18 45  18 45
 35   23 15  22  3  21 25  20 59  20 39  20 24  20  0  19 42  19 29  19 18  19  9  19  1  18 58  18 55  18 55  18 54  18 53  18 52  18 51  18 50  18 50  18 49  18 49  18 48  18 48  18 48  18 48  18 48
 36   23  8  22  0  21 23  20 57  20 38  20 23  19 59  19 42  19 29  19 18  19  9  19  2  18 59  18 56  18 56  18 55  18 54  18 54  18 53  18 52  18 51  18 51  18 50  18 50  18 50  18 50  18 50  18 51
 37   23  1  21 56  21 21  20 56  20 37  20 22  19 59  19 42  19 29  19 18  19 10  19  3  19  0  18 57  18 57  18 56  18 56  18 55  18 54  18 53  18 53  18 53  18 52  18 52  18 52  18 52  18 53  18 53
 38   22 55  21 53  21 19  20 54  20 36  20 21  19 58  19 42  19 29  19 19  19 10  19  4  19  1  18 58  18 58  18 58  18 57  18 56  18 56  18 55  18 55  18 54  18 54  18 54  18 54  18 55  18 55  18 56
 39   22 49  21 50  21 16  20 53  20 34  20 20  19 57  19 41  19 29  19 19  19 11  19  4  19  2  18 59  18 59  18 59  18 58  18 57  18 57  18 57  18 56  18 56  18 56  18 56  18 56  18 57  18 58  18 59
 40   22 43  21 47  21 14  20 51  20 33  20 19  19 57  19 41  19 29  19 19  19 11  19  5  19  3  19  1  19  1  19  0  18 59  18 59  18 58  18 58  18 58  18 58  18 58  18 58  18 59  19  0  19  1  19  2
 41   22 37  21 44  21 12  20 49  20 32  20 17  19 56  19 40  19 28  19 19  19 12  19  6  19  3  19  2  19  2  19  1  19  0  19  0  19  0  19  0  19  0  19  0  19  0  19  0  19  1  19  2  19  3  19  5
 42   22 32  21 41  21 10  20 48  20 30  20 16  19 55  19 40  19 28  19 19  19 12  19  6  19  4  19  3  19  3  19  2  19  2  19  1  19  1  19  1  19  1  19  1  19  2  19  2  19  3  19  4  19  6  19  8
 43   22 27  21 38  21  8  20 46  20 29  20 15  19 55  19 40  19 28  19 19  19 12  19  7  19  5  19  4  19  4  19  3  19  3  19  3  19  3  19  3  19  3  19  3  19  4  19  4  19  6  19  7  19  9  19 11
 44   22 22  21 35  21  6  20 44  20 28  20 14  19 54  19 39  19 28  19 19  19 13  19  8  19  6  19  5  19  5  19  4  19  4  19  4  19  4  19  4  19  4  19  5  19  6  19  7  19  8  19  9  19 11  19 14
 45   22 18  21 32  21  3  20 42  20 26  20 13  19 53  19 39  19 28  19 20  19 13  19  9  19  7  19  6  19  6  19  6  19  5  19  5  19  6  19  6  19  6  19  7  19  8  19  9  19 10  19 12  19 14  19 17
 46   22 13  21 30  21  1  20 41  20 25  20 12  19 53  19 38  19 28  19 20  19 14  19  9  19  8  19  7  19  7  19  7  19  7  19  7  19  7  19  7  19  8  19  9  19 10  19 11  19 12  19 15  19 17  19 20
 47   22  9  21 27  20 59  20 39  20 23  20 11  19 52  19 38  19 28  19 20  19 14  19 10  19  9  19  8  19  8  19  8  19  8  19  8  19  8  19  9  19 10  19 10  19 12  19 13  19 15  19 17  19 20  19 23
 48   22  4  21 24  20 57  20 37  20 22  20 10  19 51  19 38  19 27  19 20  19 14  19 11  19 10  19  9  19  9  19  9  19  9  19  9  19 10  19 10  19 11  19 12  19 14  19 15  19 17  19 20  19 23  19 26
 49   22  0  21 21  20 55  20 35  20 20  20  8  19 50  19 37  19 27  19 20  19 15  19 11  19 10  19 10  19 10  19 10  19 10  19 11  19 11  19 12  19 13  19 14  19 16  19 17  19 20  19 22  19 26  19 30
 50   21 56  21 18  20 52  20 34  20 19  20  7  19 49  19 37  19 27  19 20  19 15  19 12  19 11  19 11  19 11  19 11  19 12  19 12  19 13  19 14  19 15  19 16  19 18  19 20  19 22  19 25  19 28  19 33
 51   21 52  21 15  20 50  20 32  20 18  20  6  19 49  19 36  19 27  19 20  19 15  19 13  19 12  19 12  19 12  19 13  19 13  19 14  19 14  19 15  19 16  19 18  19 20  19 22  19 24  19 28  19 31  19 36
 52   21 48  21 12  20 48  20 30  20 16  20  5  19 48  19 36  19 27  19 20  19 16  19 13  19 13  19 13  19 13  19 14  19 14  19 15  19 16  19 17  19 18  19 20  19 22  19 24  19 27  19 30  19 34  19 39
 53   21 44  21 10  20 46  20 28  20 15  20  4  19 47  19 35  19 26  19 20  19 16  19 14  19 14  19 14  19 14  19 15  19 15  19 16  19 17  19 18  19 20  19 22  19 24  19 26  19 29  19 33  19 37  19 43
 54   21 40  21  7  20 44  20 27  20 13  20  2  19 46  19 35  19 26  19 20  19 16  19 15  19 15  19 15  19 15  19 16  19 17  19 18  19 19  19 20  19 22  19 24  19 26  19 29  19 32  19 36  19 40  19 46
 55   21 36  21  4  20 42  20 25  20 12  20  1  19 45  19 34  19 26  19 20  19 17  19 15  19 16  19 17  19 17  19 17  19 18  19 19  19 20  19 22  19 23  19 25  19 28  19 31  19 34  19 38  19 43  19 49
 56   21 32  21  1  20 39  20 23  20 10  20  0  19 44  19 34  19 26  19 20  19 17  19 16  19 16  19 18  19 18  19 18  19 19  19 20  19 22  19 23  19 25  19 27  19 30  19 33  19 37  19 41  19 46  19 53
 57   21 29  20 58  20 37  20 21  20  9  19 59  19 44  19 33  19 26  19 20  19 17  19 17  19 17  19 19  19 19  19 20  19 21  19 22  19 23  19 25  19 27  19 29  19 32  19 35  19 39  19 44  19 50  19 56
 58   21 25  20 56  20 35  20 19  20  7  19 57  19 43  19 32  19 25  19 20  19 18  19 17  19 18  19 20  19 20  19 21  19 22  19 23  19 25  19 27  19 29  19 31  19 34  19 38  19 42  19 47  19 53  20  0
 59   21 21  20 53  20 33  20 18  20  6  19 56  19 42  19 32  19 25  19 21  19 18  19 18  19 19  19 21  19 21  19 22  19 23  19 25  19 26  19 28  19 31  19 33  19 36  19 40  19 44  19 50  19 56  20  3
 60   21 18  20 50  20 31  20 16  20  4  19 55  19 41  19 31  19 25  19 21  19 18  19 19  19 20  19 22  19 22  19 23  19 24  19 26  19 28  19 30  19 32  19 35  19 39  19 42  19 47  19 53  19 59  20  7
