 -3    0 45   1 17   1 41   2  1   2 17   2 31   2 56   3 17   3 37   3 56   4 18   4 43   4 57   5 15   5 15   5 22   5 31   5 40   5 50   6  1   6 14   6 29   6 46   7  6   7 33   8 10  -- --  -- --
 -2    1 12   1 51   2 20   2 42   3  1   3 17   3 44   4  8   4 30   4 52   5 15   5 43   6  0   6 19   6 19   6 27   6 37   6 47   6 59   7 12   7 27   7 44   8  5   8 31   9  8  -- --  -- --  -- --
 -1    1 56   2 39   3 10   3 34   3 53   4 10   4 39   5  3   5 26   5 49   6 13   6 42   6 59   7 19   7 19   7 28   7 37   7 48   8  0   8 14   8 29   8 47   9  9   9 37  10 18  -- --  -- --  -- --
  0    3  2   3 43   4 12   4 35   4 54   5 10   5 38   6  1   6 23   6 45   7  9   7 36   7 52   8 11   8 11   8 19   8 29   8 39   8 50   9  2   9 16   9 33   9 52  10 16  10 47  11 38  -- --  -- --
  1    4 24   4 59   5 24   5 44   6  1   6 15   6 40   7  1   7 20   7 40   8  0   8 24   8 39   8 55   8 55   9  2   9 10   9 18   9 28   9 38   9 50  10  3  10 18  10 35  10 57  11 24  12  3  -- --
  2    5 56   6 21   6 41   6 57   7 10   7 22   7 42   7 59   8 15   8 30   8 47   9  7   9 18   9 31   9 31   9 36   9 43   9 49   9 56  10  4  10 13  10 22  10 33  10 46  11  0  11 17  11 38  12  4
  3    7 28   7 45   7 59   8 10   8 20   8 28   8 42   8 55   9  6   9 18   9 30   9 44   9 52  10  1  10  1  10  5  10  9  10 14  10 19  10 24  10 30  10 36  10 43  10 52  11  1  11 11  11 23  11 38
  4    8 59   9  9   9 16   9 23   9 28   9 33   9 41   9 48   9 55  10  2  10  9  10 17  10 21  10 27  10 27  10 29  10 31  10 34  10 37  10 40  10 43  10 47  10 51  10 55  11  0  11  6  11 12  11 20
  5   10 29  10 31  10 33  10 34  10 36  10 37  10 39  10 41  10 42  10 44  10 46  10 48  10 49  10 51  10 51  10 51  10 52  10 53  10 53  10 54  10 55  10 56  10 57  10 58  10 59  11  1  11  2  11  4
  6   11 58  11 53  11 49  11 46  11 43  11 41  11 36  11 33  11 29  11 26  11 23  11 19  11 17  11 14  11 14  11 13  11 12  11 11  11  9  11  8  11  6  11  5  11  3  11  1  10 58  10 56  10 53  10 50
  7   13 29  13 16  13  7  12 58  12 52  12 46  12 35  12 26  12 18  12 10  12  1  11 51  11 45  11 39  11 39  11 36  11 33  11 30  11 26  11 23  11 19  11 14  11  9  11  4  10 58  10 51  10 43  10 34
  8   15  3  14 42  14 26  14 13  14  2  13 53  13 36  13 22  13  9  12 56  12 42  12 26  12 17  12  7  12  7  12  2  11 57  11 52  11 46  11 40  11 33  11 26  11 18  11  9  10 58  10 46  10 31  10 14
