2458843.5541667  18.140846805174 -22.828140136824 383594.75869
2458843.5548611  18.141512094618 -22.828848983766 383597.40857
2458843.5555556  18.142177381854 -22.829557199641 383600.05863
2458843.5562500  18.142842679609 -22.830264781213 383602.70889
2458843.5569444  18.143507962432 -22.830971734940 383605.35933
2458843.5576389  18.144173243028 -22.831678057593 383608.00995
2458843.5583333  18.144838521403 -22.832383749174 383610.66076
2458843.5590278  18.145503810262 -22.833088806385 383613.31176
2458843.5597222  18.146169084163 -22.833793235795 383615.96295
2458843.5604167  18.146834355810 -22.834497034104 383618.61432
2458843.5611111  18.147499625209 -22.835200201336 383621.26588
2458843.5618056  18.148164892346 -22.835902737473 383623.91763
2458843.5625000  18.148830169927 -22.836604639167 383626.56956
2458843.5631944  18.149495432523 -22.837305913102 383629.22168
2458843.5638889  18.150160692836 -22.838006555933 383631.87399
2458843.5645833  18.150825950855 -22.838706567657 383634.52648
2458843.5652778  18.151491219304 -22.839405944890 383637.17916
2458843.5659722  18.152156472732 -22.840104694394 383639.83202
2458843.5666667  18.152821723846 -22.840802812779 383642.48507
2458843.5673611  18.153486972650 -22.841500300056 383645.13831
2458843.5680556  18.154152219133 -22.842197156216 383647.79173
2458843.5687500  18.154817475997 -22.842893377797 383650.44534
2458843.5694444  18.155482717815 -22.843588971705 383653.09914
2458843.5701389  18.156147957290 -22.844283934486 383655.75312
2458843.5708333  18.156813194416 -22.844978266136 383658.40729
2458843.5715278  18.157478429178 -22.845671966654 383661.06164
2458843.5722222  18.158143674303 -22.846365032531 383663.71618
2458843.5729167  18.158808904340 -22.847057470775 383666.37090
2458843.5736111  18.159474131994 -22.847749277875 383669.02581
2458843.5743056  18.160139357270 -22.848440453842 383671.68090
2458843.5750000  18.160804592876 -22.849130995102 383674.33618
2458843.5756944  18.161469813359 -22.849820908760 383676.99165
2458843.5763889  18.162135031445 -22.850510191279 383679.64730
2458843.5770833  18.162800247121 -22.851198842650 383682.30313
2458843.5777778  18.163465460372 -22.851886862858 383684.95915
2458843.5784722  18.164130683925 -22.852574248299 383687.61536
2458843.5791667  18.164795892329 -22.853261006196 383690.27175
2458843.5798611  18.165461098288 -22.853947132926 383692.92832
2458843.5805556  18.166126301809 -22.854632628498 383695.58508
2458843.5812500  18.166791515598 -22.855317489243 383698.24203
2458843.5819444  18.167456714210 -22.856001722476 383700.89916
2458843.5826389  18.168121910350 -22.856685324536 383703.55647
2458843.5833333  18.168787104025 -22.857368295435 383706.21397
2458843.5840278  18.169452295222 -22.858050635163 383708.87166
2458843.5847222  18.170117496645 -22.858732339980 383711.52952
2458843.5854167  18.170782682865 -22.859413417347 383714.18758
2458843.5861111  18.171447866586 -22.860093863533 383716.84581
2458843.5868056  18.172113047794 -22.860773678535 383719.50423
2458843.5875000  18.172778239216 -22.861452858590 383722.16284
2458843.5881944  18.173443415399 -22.862131411223 383724.82163
2458843.5888889  18.174108589049 -22.862809332663 383727.48060
2458843.5895833  18.174773760174 -22.863486622924 383730.13976
2458843.5902778  18.175438928758 -22.864163281995 383732.79910
2458843.5909722  18.176104107516 -22.864839306043 383735.45863
2458843.5916667  18.176769270994 -22.865514702717 383738.11833
2458843.5923611  18.177434431919 -22.866189468199 383740.77823
2458843.5930556  18.178099590277 -22.866863602486 383743.43830
2458843.5937500  18.178764758774 -22.867537101691 383746.09856
2458843.5944444  18.179429911978 -22.868209973570 383748.75901
2458843.5951389  18.180095062594 -22.868882214250 383751.41963
2458843.5958333  18.180760210610 -22.869553823724 383754.08044
2458843.5965278  18.181425356032 -22.870224801999 383756.74144
2458843.5972222  18.182090511565 -22.870895145130 383759.40261
2458843.5979167  18.182755651758 -22.871564860976 383762.06397
2458843.5986111  18.183420789336 -22.872233945619 383764.72552
2458843.5993056  18.184085924286 -22.872902399054 383767.38724
2458843.6000000  18.184751069314 -22.873570217286 383770.04915
2458843.6006944  18.185416198987 -22.874237408283 383772.71124
2458843.6013889  18.186081326012 -22.874903968069 383775.37352
2458843.6020833  18.186746450382 -22.875569896645 383778.03598
2458843.6027778  18.187411572083 -22.876235193994 383780.69862
2458843.6034722  18.188076703841 -22.876899856086 383783.36144
2458843.6041667  18.188741820204 -22.877563890997 383786.02445
2458843.6048611  18.189406933877 -22.878227294679 383788.68764
2458843.6055556  18.190072044868 -22.878890067145 383791.35101
2458843.6062500  18.190737165882 -22.879552204300 383794.01456
2458843.6069444  18.191402271467 -22.880213714303 383796.67829
2458843.6076389  18.192067374350 -22.880874593094 383799.34221
2458843.6083333  18.192732474515 -22.881534840651 383802.00631
2458843.6090278  18.193397571950 -22.882194456983 383804.67060
2458843.6097222  18.194062679382 -22.882853437941 383807.33506
2458843.6104167  18.194727771357 -22.883511791810 383809.99971
2458843.6111111  18.195392860581 -22.884169514442 383812.66453
2458843.6118056  18.196057947061 -22.884826605851 383815.32954
2458843.6125000  18.196723043504 -22.885483061834 383817.99474
2458843.6131944  18.197388124463 -22.886138890771 383820.66011
2458843.6138889  18.198053202644 -22.886794088466 383823.32566
2458843.6145833  18.198718278053 -22.887448654934 383825.99140
2458843.6152778  18.199383350679 -22.888102590172 383828.65732
2458843.6159722  18.200048433225 -22.888755889910 383831.32342
2458843.6166667  18.200713500260 -22.889408562660 383833.98970
2458843.6173611  18.201378564491 -22.890060604179 383836.65616
2458843.6180556  18.202043625902 -22.890712014453 383839.32281
2458843.6187500  18.202708684502 -22.891362793497 383841.98963
2458843.6194444  18.203373752995 -22.892012936982 383844.65664
2458843.6201389  18.204038805930 -22.892662453532 383847.32383
2458843.6208333  18.204703856032 -22.893311338848 383849.99119
2458843.6215278  18.205368903289 -22.893959592922 383852.65874
2458843.6222222  18.206033960412 -22.894607211397 383855.32647
2458843.6229167  18.206699001949 -22.895254202970 383857.99438
2458843.6236111  18.207364040627 -22.895900563313 383860.66248
2458843.6243056  18.208029076431 -22.896546292412 383863.33075
2458843.6250000  18.208694109348 -22.897191390268 383865.99920
2458843.6256944  18.209359152105 -22.897835852460 383868.66784
2458843.6263889  18.210024179249 -22.898479687822 383871.33665
2458843.6270833  18.210689203485 -22.899122891935 383874.00564
2458843.6277778  18.211354224821 -22.899765464811 383876.67482
2458843.6284722  18.212019255962 -22.900407401975 383879.34417
2458843.6291667  18.212684271456 -22.901048712349 383882.01371
2458843.6298611  18.213349284029 -22.901689391483 383884.68342
2458843.6305556  18.214014293667 -22.902329439373 383887.35332
2458843.6312500  18.214679300357 -22.902968856014 383890.02339
