2458489.4041667  19.103710940120 -22.562899551955 0.9833152995
2458489.4048611  19.103761732420 -22.562819328934 0.9833153068
2458489.4055556  19.103812524660 -22.562739102328 0.9833153141
2458489.4062500  19.103863316840 -22.562658872135 0.9833153213
2458489.4069444  19.103914108961 -22.562578638357 0.9833153286
2458489.4076389  19.103964901021 -22.562498400994 0.9833153359
2458489.4083333  19.104015693021 -22.562418160044 0.9833153432
2458489.4090278  19.104066484962 -22.562337915509 0.9833153505
2458489.4097222  19.104117276843 -22.562257667388 0.9833153578
2458489.4104167  19.104168068663 -22.562177415683 0.9833153651
2458489.4111111  19.104218860424 -22.562097160391 0.9833153724
2458489.4118056  19.104269652126 -22.562016901514 0.9833153797
2458489.4125000  19.104320443766 -22.561936639053 0.9833153870
2458489.4131944  19.104371235348 -22.561856373004 0.9833153943
2458489.4138889  19.104422026869 -22.561776103371 0.9833154016
2458489.4145833  19.104472818330 -22.561695830153 0.9833154089
2458489.4152778  19.104523609732 -22.561615553349 0.9833154162
2458489.4159722  19.104574401074 -22.561535272959 0.9833154235
2458489.4166667  19.104625192355 -22.561454988985 0.9833154308
2458489.4173611  19.104675983577 -22.561374701425 0.9833154381
2458489.4180556  19.104726774739 -22.561294410279 0.9833154454
2458489.4187500  19.104777565840 -22.561214115549 0.9833154527
2458489.4194444  19.104828356882 -22.561133817233 0.9833154601
2458489.4201389  19.104879147865 -22.561053515331 0.9833154674
2458489.4208333  19.104929938787 -22.560973209844 0.9833154747
2458489.4215278  19.104980729649 -22.560892900773 0.9833154820
2458489.4222222  19.105031520451 -22.560812588116 0.9833154893
2458489.4229167  19.105082311193 -22.560732271874 0.9833154967
2458489.4236111  19.105133101875 -22.560651952047 0.9833155040
2458489.4243056  19.105183892498 -22.560571628634 0.9833155113
2458489.4250000  19.105234683060 -22.560491301637 0.9833155187
2458489.4256944  19.105285473562 -22.560410971055 0.9833155260
2458489.4263889  19.105336264005 -22.560330636887 0.9833155333
2458489.4270833  19.105387054388 -22.560250299134 0.9833155407
2458489.4277778  19.105437844710 -22.560169957796 0.9833155480
2458489.4284722  19.105488634972 -22.560089612873 0.9833155553
2458489.4291667  19.105539425175 -22.560009264365 0.9833155627
2458489.4298611  19.105590215317 -22.559928912273 0.9833155700
2458489.4305556  19.105641005400 -22.559848556595 0.9833155774
2458489.4312500  19.105691795423 -22.559768197332 0.9833155847
2458489.4319444  19.105742585386 -22.559687834484 0.9833155921
2458489.4326389  19.105793375288 -22.559607468051 0.9833155994
2458489.4333333  19.105844165131 -22.559527098034 0.9833156068
2458489.4340278  19.105894954914 -22.559446724431 0.9833156141
2458489.4347222  19.105945744636 -22.559366347244 0.9833156215
2458489.4354167  19.105996534299 -22.559285966472 0.9833156289
2458489.4361111  19.106047323902 -22.559205582114 0.9833156362
2458489.4368056  19.106098113444 -22.559125194173 0.9833156436
2458489.4375000  19.106148902927 -22.559044802646 0.9833156510
2458489.4381944  19.106199692350 -22.558964407535 0.9833156583
2458489.4388889  19.106250481712 -22.558884008839 0.9833156657
2458489.4395833  19.106301271015 -22.558803606558 0.9833156731
2458489.4402778  19.106352060258 -22.558723200692 0.9833156804
2458489.4409722  19.106402849440 -22.558642791242 0.9833156878
2458489.4416667  19.106453638562 -22.558562378207 0.9833156952
2458489.4423611  19.106504427625 -22.558481961588 0.9833157026
2458489.4430556  19.106555216628 -22.558401541383 0.9833157099
2458489.4437500  19.106606005570 -22.558321117595 0.9833157173
2458489.4444444  19.106656794452 -22.558240690221 0.9833157247
2458489.4451389  19.106707583275 -22.558160259263 0.9833157321
2458489.4458333  19.106758372037 -22.558079824721 0.9833157395
2458489.4465278  19.106809160739 -22.557999386594 0.9833157469
2458489.4472222  19.106859949382 -22.557918944882 0.9833157543
2458489.4479167  19.106910737963 -22.557838499586 0.9833157617
2458489.4486111  19.106961526486 -22.557758050705 0.9833157691
2458489.4493056  19.107012314948 -22.557677598240 0.9833157765
2458489.4500000  19.107063103349 -22.557597142191 0.9833157839
2458489.4506944  19.107113891691 -22.557516682557 0.9833157913
2458489.4513889  19.107164679973 -22.557436219338 0.9833157987
2458489.4520833  19.107215468195 -22.557355752535 0.9833158061
2458489.4527778  19.107266256357 -22.557275282148 0.9833158135
2458489.4534722  19.107317044458 -22.557194808177 0.9833158209
2458489.4541667  19.107367832500 -22.557114330621 0.9833158283
2458489.4548611  19.107418620481 -22.557033849481 0.9833158357
2458489.4555556  19.107469408403 -22.556953364756 0.9833158431
2458489.4562500  19.107520196264 -22.556872876447 0.9833158505
2458489.4569444  19.107570984065 -22.556792384555 0.9833158580
2458489.4576389  19.107621771806 -22.556711889077 0.9833158654
2458489.4583333  19.107672559487 -22.556631390016 0.9833158728
2458489.4590278  19.107723347107 -22.556550887371 0.9833158802
2458489.4597222  19.107774134668 -22.556470381141 0.9833158876
2458489.4604167  19.107824922169 -22.556389871326 0.9833158951
2458489.4611111  19.107875709609 -22.556309357929 0.9833159025
2458489.4618056  19.107926496990 -22.556228840946 0.9833159099
2458489.4625000  19.107977284310 -22.556148320380 0.9833159174
2458489.4631944  19.108028071571 -22.556067796229 0.9833159248
2458489.4638889  19.108078858770 -22.555987268495 0.9833159322
2458489.4645833  19.108129645910 -22.555906737176 0.9833159397
2458489.4652778  19.108180432990 -22.555826202273 0.9833159471
2458489.4659722  19.108231220009 -22.555745663787 0.9833159546
2458489.4666667  19.108282006969 -22.555665121716 0.9833159620
2458489.4673611  19.108332793869 -22.555584576061 0.9833159694
2458489.4680556  19.108383580707 -22.555504026823 0.9833159769
