2458895.9271701  1 Max 99.
2458917.8365451  1 Min 99.
2459018.3130139  1 Max 99.
2459042.7889514  1 Min 99.
2459136.6882951  1 Max 99.
2459156.8475139  1 Min 99.
2458890.0736389  1 Eas 18.
2458932.5807014  1 Wes 28.
2459005.0401701  1 Eas 24.
2459053.1269514  1 Wes 20.
2459124.1628264  1 Eas 26.
2459164.2032639  1 Wes 19.
2458859.1384826  1 Sup 99.
2458905.5727639  1 Inf 99.
2458974.4038264  1 Sup 99.
2459031.6198889  1 Inf 99.
2459079.1301076  1 Sup 99.
2459148.2660451  1 Inf 99.
2459203.6428889  1 Sup 99.
2458982.9274826  2 Max 99.
2459025.2543889  2 Max 99.
2458933.4153264  2 Eas 46.
2459074.4995764  2 Wes 46.
2459004.2386389  2 Inf 99.
2459102.2407639  4 Max 99.
2459169.3076701  4 Max 99.
2459136.4763264  4 Opo 99.
2458984.2691076  5 Max 99.
2459105.4960764  5 Min 99.
2459044.8322951  5 Opo 99.
2458980.8935451  6 Max 99.
2459121.6188576  6 Min 99.
2458862.1359514  6 Con 99.
2459051.4359514  6 Opo 99.
2458859.8072014  7 Min 99.
2459077.2041389  7 Max 99.
2458965.8757014  7 Con 99.
2459154.1619514  7 Opo 99.
2459024.2666076  8 Max 99.
2459182.8780139  8 Min 99.
2458917.0160139  8 Con 99.
2459104.3512014  8 Opo 99.
2458966.0390764  9 Max 99.
2459126.7388576  9 Min 99.
2458862.0559826  9 Con 99.
2459046.3003889  9 Opo 99.
2459043.5869514 16 Max 99.
2459145.6349514 16 Min 99.
2458862.2488576 16 Con 99.
2459090.0053576 16 Opo 99.
2458980.9377639 17 Max 99.
2459095.0224826 17 Min 99.
2459043.5932639 17 Opo 99.
2458892.7977014 18 Max 99.
2458997.0981389 18 Min 99.
2458942.3337951 18 Opo 99.
2459161.8708889 18 Con 99.
2458850.3722951 19 Min 99.
2459035.7558889 19 Con 99.
