2458891.7119451  1 Per
2458935.6962076  1 Afe
2458979.6807701  1 Per
2459023.6653139  1 Afe
2459067.6507764  1 Per
2459111.6354389  1 Afe
2459155.6203138  1 Per
2459199.6047513  1 Afe
2458867.9859639  1 Sur
2458901.9212014  1 Nor
2458955.9549139  1 Sur
2458989.8904514  1 Nor
2459043.9237889  1 Sur
2459077.8602013  1 Nor
2459131.8936013  1 Sur
2459165.8299388  1 Nor
2458887.0426389  1 Asc
2458925.3256139  1 Des
2458975.0116264  1 Asc
2459013.2943264  1 Des
2459062.9810076  1 Asc
2459101.2645389  1 Des
2459150.9506951  1 Asc
2459189.2335639  1 Des
2458928.5896389  2 Per
2459041.1137889  2 Afe
2459153.4608764  2 Per
2458950.2368639  2 Nor
2459063.1417889  2 Sur
2459174.9380639  2 Nor
2458894.7293639  2 Asc
2459006.2887514  2 Des
2459119.4394514  2 Asc
2458853.8249389  3 Per
2459034.9824514  3 Afe
2459064.8770514  4 Per
2459038.4990764  4 Sur
2458881.2456264  4 Des
2459185.6556014  4 Asc
2458905.5523264  5 Des
2458892.5486389  6 Des
2459081.2270451 16 Afe
2459169.6035451 16 Sur
2459164.8607014 17 Afe
2458885.0480139 17 Nor
2458910.7765451 19 Afe
2459037.3695764 19 Asc
