 -3   22 29  22  5  21 47  21 32  21 19  21  7  20 48  20 31  20 15  19 59  19 42  19 22  19 11  18 57  18 57  18 51  18 45  18 38  18 30  18 22  18 13  18  2  17 51  17 37  17 21  17  1  16 36  16  2
 -2   22 56  22 37  22 21  22  9  21 58  21 48  21 32  21 18  21  4  20 50  20 36  20 19  20  9  19 58  19 58  19 53  19 47  19 42  19 35  19 28  19 21  19 12  19  3  18 52  18 39  18 24  18  6  17 43
 -1   23 17  23  2  22 50  22 41  22 32  22 25  22 12  22  1  21 50  21 39  21 28  21 14  21  7  20 58  20 58  20 54  20 50  20 45  20 40  20 35  20 29  20 23  20 16  20  7  19 58  19 47  19 34  19 19
  0   23 33  23 23  23 15  23  9  23  3  22 58  22 49  22 41  22 33  22 26  22 18  22  8  22  3  21 57  21 57  21 54  21 51  21 48  21 45  21 41  21 37  21 33  21 28  21 22  21 16  21  9  21  1  20 51
  1   23 48  23 42  23 38  23 34  23 31  23 28  23 23  23 19  23 15  23 11  23  6  23  1  22 58  22 55  22 55  22 53  22 52  22 50  22 48  22 46  22 44  22 42  22 39  22 36  22 33  22 29  22 24  22 19
  2   ** **  ** **  ** **  23 59  23 58  23 58  23 57  23 56  23 56  23 55  23 54  23 53  23 53  23 52  23 52  23 52  23 52  23 51  23 51  23 51  23 50  23 50  23 49  23 49  23 48  23 48  23 47  23 46
  3    0  1   0  0   0  0  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **
  4    0 14   0 18   0 21   0 23   0 26   0 28   0 31   0 34   0 37   0 40   0 43   0 46   0 48   0 50   0 50   0 51   0 52   0 53   0 54   0 56   0 57   0 59   1  0   1  2   1  5   1  7   1 10   1 13
  5    0 28   0 37   0 43   0 49   0 54   0 58   1  6   1 13   1 19   1 25   1 32   1 40   1 44   1 49   1 49   1 51   1 54   1 56   1 59   2  2   2  5   2  9   2 13   2 17   2 22   2 28   2 35   2 42
  6    0 45   0 58   1  8   1 17   1 25   1 32   1 43   1 53   2  3   2 13   2 23   2 35   2 42   2 50   2 50   2 53   2 57   3  1   3  5   3 10   3 15   3 21   3 27   3 34   3 43   3 52   4  3   4 16
  7    1  5   1 23   1 37   1 49   2  0   2  9   2 24   2 38   2 50   3  3   3 17   3 33   3 42   3 53   3 53   3 57   4  2   4  8   4 14   4 20   4 27   4 35   4 44   4 54   5  5   5 19   5 35   5 55
  8    1 31   1 54   2 12   2 27   2 40   2 51   3 10   3 26   3 42   3 57   4 14   4 33   4 44   4 57   4 57   5  3   5  9   5 15   5 23   5 31   5 40   5 49   6  1   6 14   6 29   6 47   7 10   7 40
  9    2  7   2 34   2 55   3 12   3 27   3 39   4  1   4 19   4 37   4 54   5 12   5 34   5 46   6  1   6  1   6  7   6 14   6 22   6 30   6 39   6 50   7  1   7 14   7 29   7 47   8 10   8 39   9 24
 10    2 57   3 26   3 48   4  6   4 22   4 35   4 57   5 17   5 35   5 53   6 12   6 34   6 47   7  2   7  2   7  9   7 16   7 24   7 33   7 42   7 53   8  5   8 18   8 34   8 53   9 17   9 48  10 39
 11    4  1   4 30   4 52   5  9   5 24   5 36   5 58   6 17   6 34   6 52   7 10   7 31   7 44   7 58   7 58   8  4   8 11   8 19   8 27   8 36   8 46   8 57   9  9   9 24   9 41  10  2  10 28  11  6
 12    5 20   5 44   6  3   6 18   6 31   6 42   7  2   7 18   7 34   7 49   8  5   8 24   8 35   8 47   8 47   8 53   8 58   9  5   9 12   9 19   9 28   9 37   9 47   9 59  10 13  10 29  10 48  11 13
 13    6 45   7  4   7 19   7 31   7 41   7 50   8  5   8 19   8 31   8 43   8 56   9 11   9 20   9 29   9 29   9 34   9 38   9 43   9 48   9 54  10  0  10  7  10 15  10 24  10 34  10 45  10 58  11 14
 14    8 13   8 26   8 36   8 44   8 51   8 57   9  8   9 17   9 26   9 34   9 43   9 54   9 59  10  6  10  6  10  9  10 12  10 15  10 19  10 23  10 27  10 32  10 37  10 42  10 49  10 56  11  4  11 14
 15    9 41   9 47   9 52   9 57  10  0  10  4  10  9  10 14  10 18  10 23  10 27  10 32  10 35  10 39  10 39  10 40  10 42  10 44  10 45  10 47  10 49  10 52  10 54  10 57  11  0  11  4  11  7  11 12
 16   11  7  11  7  11  8  11  8  11  8  11  8  11  8  11  9  11  9  11  9  11  9  11  9  11  9  11  9  11  9  11 10  11 10  11 10  11 10  11 10  11 10  11 10  11 10  11 10  11 10  11 10  11 10  11 10
 17   12 31  12 26  12 21  12 18  12 15  12 12  12  7  12  3  11 59  11 55  11 50  11 46  11 43  11 40  11 40  11 38  11 37  11 35  11 33  11 32  11 30  11 28  11 25  11 22  11 20  11 16  11 12  11  8
 18   13 55  13 44  13 35  13 27  13 21  13 15  13  5  12 57  12 49  12 41  12 32  12 23  12 17  12 11  12 11  12  8  12  5  12  2  11 58  11 55  11 51  11 46  11 42  11 36  11 30  11 23  11 15  11  6
 19   15 17  15  0  14 47  14 36  14 26  14 18  14  4  13 51  13 40  13 28  13 16  13  2  12 54  12 44  12 44  12 40  12 36  12 31  12 26  12 21  12 15  12  8  12  1  11 52  11 43  11 32  11 20  11  5
 20   16 37  16 15  15 57  15 43  15 31  15 20  15  2  14 47  14 32  14 17  14  2  13 44  13 34  13 22  13 22  13 17  13 11  13  5  12 58  12 51  12 43  12 34  12 25  12 13  12  0  11 45  11 27  11  4
 21   17 51  17 24  17  4  16 47  16 33  16 21  16  0  15 43  15 26  15  9  14 51  14 30  14 18  14  5  14  5  13 58  13 52  13 45  13 37  13 28  13 19  13  8  12 56  12 42  12 26  12  6  11 41  11  6
 22   18 56  18 27  18  5  17 47  17 32  17 19  16 57  16 38  16 20  16  2  15 43  15 21  15  8  14 53  14 53  14 46  14 39  14 31  14 23  14 13  14  3  13 51  13 37  13 22  13  3  12 39  12  8  11 18
 23   19 48  19 20  18 58  18 40  18 26  18 13  17 51  17 32  17 14  16 56  16 37  16 15  16  2  15 47  15 47  15 40  15 33  15 25  15 17  15  7  14 56  14 44  14 31  14 15  13 55  13 31  12 59  12  4
 24   20 28  20  2  19 43  19 27  19 13  19  1  18 41  18 23  18  7  17 50  17 32  17 11  16 59  16 45  16 45  16 39  16 32  16 25  16 17  16  8  15 58  15 47  15 35  15 20  15  3  14 41  14 14  13 34
 25   20 58  20 37  20 20  20  6  19 54  19 44  19 27  19 11  18 56  18 42  18 26  18  8  17 57  17 45  17 45  17 40  17 34  17 28  17 21  17 13  17  5  16 56  16 45  16 33  16 19  16  2  15 41  15 14
 26   21 21  21  4  20 51  20 40  20 31  20 22  20  8  19 55  19 44  19 32  19 19  19  4  18 56  18 46  18 46  18 41  18 37  18 32  18 26  18 20  18 14  18  6  17 58  17 49  17 38  17 26  17 11  16 53
 27   21 39  21 27  21 18  21 10  21  3  20 57  20 46  20 37  20 28  20 19  20 10  19 59  19 53  19 45  19 45  19 42  19 39  19 35  19 31  19 27  19 22  19 17  19 11  19  5  18 57  18 49  18 39  18 27
 28   21 54  21 47  21 41  21 36  21 32  21 28  21 22  21 16  21 11  21  5  20 59  20 52  20 48  20 44  20 44  20 42  20 40  20 38  20 35  20 33  20 30  20 27  20 23  20 19  20 15  20 10  20  4  19 57
 29   22  7  22  5  22  3  22  1  21 59  21 58  21 56  21 54  21 52  21 50  21 47  21 45  21 43  21 42  21 42  21 41  21 40  21 39  21 38  21 37  21 36  21 35  21 34  21 32  21 31  21 29  21 27  21 24
 30   22 20  22 22  22 24  22 25  22 26  22 27  22 29  22 31  22 32  22 34  22 35  22 37  22 38  22 39  22 39  22 39  22 40  22 41  22 41  22 42  22 43  22 43  22 44  22 45  22 46  22 47  22 49  22 50
 31   22 34  22 40  22 46  22 50  22 54  22 57  23  3  23  8  23 13  23 18  23 23  23 29  23 33  23 37  23 37  23 38  23 40  23 42  23 44  23 47  23 49  23 52  23 55  23 59  ** **  ** **  ** **  ** **
 32   22 49  23  0  23  9  23 16  23 23  23 29  23 39  23 47  23 56  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **   0  2   0  7   0 12   0 18
 33   23  6  23 22  23 35  23 46  23 55  ** **  ** **  ** **  ** **   0  4   0 13   0 23   0 29   0 36   0 36   0 39   0 42   0 45   0 49   0 53   0 57   1  2   1  7   1 13   1 20   1 28   1 37   1 48
 34   23 29  23 50  ** **  ** **  ** **   0  3   0 17   0 29   0 41   0 52   1  4   1 19   1 27   1 36   1 36   1 40   1 45   1 50   1 55   2  1   2  7   2 14   2 22   2 30   2 40   2 52   3  6   3 23
 35   23 59  ** **   0  6   0 20   0 32   0 42   0 59   1 14   1 29   1 43   1 59   2 16   2 27   2 38   2 38   2 44   2 49   2 56   3  2   3 10   3 18   3 27   3 37   3 48   4  2   4 18   4 38   5  3
 36   ** **   0 25   0 44   1  1   1 14   1 26   1 46   2  4   2 21   2 37   2 55   3 16   3 28   3 41   3 41   3 48   3 54   4  2   4  9   4 18   4 28   4 39   4 51   5  5   5 22   5 43   6  9   6 47
 37    0 41   1 10   1 32   1 49   2  4   2 17   2 39   2 59   3 17   3 34   3 54   4 16   4 29   4 44   4 44   4 50   4 57   5  5   5 14   5 23   5 34   5 46   5 59   6 15   6 34   6 58   7 29   8 20
 38    1 38   2  7   2 30   2 48   3  3   3 16   3 38   3 57   4 15   4 33   4 52   5 14   5 27   5 42   5 42   5 49   5 56   6  4   6 12   6 21   6 32   6 43   6 57   7 12   7 31   7 53   8 23   9  9
 39    2 50   3 17   3 38   3 54   4  8   4 20   4 41   4 59   5 15   5 32   5 50   6 10   6 21   6 35   6 35   6 41   6 47   6 54   7  2   7 10   7 19   7 30   7 41   7 54   8 10   8 29   8 52   9 22
