 2458838.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -2.  10.  20.  24.  21.  13.   2. -10. -20. -24. -21. -13.
 2458839.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -2.  10.  19.  24.  22.  14.   2. -10. -19. -24. -22. -14.
 2458840.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -3.   9.  19.  24.  22.  14.   3.  -9. -19. -24. -22. -14.
 2458841.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -3.   9.  19.  23.  22.  14.   3.  -9. -19. -23. -22. -14.
 2458842.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -4.   8.  18.  23.  22.  15.   4.  -8. -18. -23. -22. -15.
 2458843.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -4.   8.  18.  23.  22.  15.   4.  -8. -18. -23. -22. -15.
 2458844.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -4.   8.  18.  23.  22.  15.   4.  -8. -18. -23. -22. -15.
 2458845.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -5.   7.  17.  23.  22.  15.   5.  -7. -17. -23. -22. -15.
 2458846.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -5.   7.  17.  22.  22.  16.   5.  -7. -17. -22. -22. -16.
 2458847.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -5.   6.  17.  22.  22.  16.   5.  -6. -17. -22. -22. -16.
 2458848.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -6.   6.  16.  22.  22.  16.   6.  -6. -16. -22. -22. -16.
 2458849.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -6.   6.  16.  22.  22.  16.   6.  -6. -16. -22. -22. -16.
 2458850.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -6.   5.  16.  22.  22.  16.   6.  -5. -16. -22. -22. -16.
 2458851.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -7.   5.  15.  22.  22.  17.   7.  -5. -15. -22. -22. -17.
 2458852.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -7.   4.  15.  21.  22.  17.   7.  -4. -15. -21. -22. -17.
 2458853.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -7.   4.  15.  21.  22.  17.   7.  -4. -15. -21. -22. -17.
 2458854.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -8.   4.  14.  21.  22.  17.   8.  -4. -14. -21. -22. -17.
 2458855.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -8.   3.  14.  21.  22.  17.   8.  -3. -14. -21. -22. -17.
 2458856.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -9.   3.  13.  20.  22.  18.   9.  -3. -13. -20. -22. -18.
 2458857.5   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -9.   2.  13.  20.  22.  18.   9.  -2. -13. -20. -22. -18.
 2458858.5  -1.  -1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.  -9.   2.  12.  20.  22.  18.   9.  -2. -12. -20. -22. -18.
 2458859.5  -1.  -1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.  -9.   1.  12.  19.  21.  18.   9.  -1. -12. -19. -21. -18.
 2458860.5  -1.  -1.  -1.   0.   0.   0.   1.   1.   1.   0.   0.   0. -10.   1.  12.  19.  21.  18.  10.  -1. -12. -19. -21. -18.
 2458861.5  -1.  -1.  -1.   0.   0.   0.   1.   1.   1.   0.   0.   0. -10.   1.  11.  19.  21.  18.  10.  -1. -11. -19. -21. -18.
 2458862.5  -1.  -1.  -1.   0.   0.   0.   1.   1.   1.   0.   0.   0. -10.   0.  11.  18.  21.  18.  10.   0. -11. -18. -21. -18.
 2458863.5  -1.  -1.  -1.   0.   0.   0.   1.   1.   1.   0.   0.   0. -10.   0.  10.  18.  21.  18.  10.   0. -10. -18. -21. -18.
 2458864.5  -1.  -1.  -1.  -1.   0.   0.   1.   1.   1.   1.   0.   0. -11.   0.  10.  18.  21.  18.  11.   0. -10. -18. -21. -18.
 2458865.5  -1.  -1.  -1.  -1.   0.   0.   1.   1.   1.   1.   0.   0. -11.  -1.  10.  17.  21.  18.  11.   1. -10. -17. -21. -18.
 2458866.5  -1.  -1.  -1.  -1.   0.   0.   1.   1.   1.   1.   0.   0. -11.  -1.   9.  17.  20.  18.  11.   1.  -9. -17. -20. -18.
 2458867.5  -1.  -1.  -1.  -1.   0.   0.   1.   1.   1.   1.   0.   0. -11.  -1.   9.  17.  20.  18.  11.   1.  -9. -17. -20. -18.
 2458868.5  -1.  -1.  -1.  -1.   0.   0.   1.   1.   1.   1.   0.   0. -12.  -2.   8.  16.  20.  18.  12.   2.  -8. -16. -20. -18.
 2458869.5  -1.  -1.  -1.  -1.   0.   0.   1.   1.   1.   1.   0.   0. -12.  -2.   8.  16.  20.  18.  12.   2.  -8. -16. -20. -18.
 2458870.5  -1.  -1.  -1.  -1.  -1.   0.   1.   1.   1.   1.   1.   0. -12.  -3.   8.  16.  20.  18.  12.   3.  -8. -16. -20. -18.
 2458871.5  -1.  -1.  -1.  -1.  -1.   0.   1.   1.   1.   1.   1.   0. -12.  -3.   7.  15.  19.  18.  12.   3.  -7. -15. -19. -18.
 2458872.5  -1.  -1.  -1.  -1.  -1.   0.   1.   1.   1.   1.   1.   0. -12.  -3.   7.  15.  19.  18.  12.   3.  -7. -15. -19. -18.
 2458873.5  -1.  -1.  -2.  -1.  -1.   0.   1.   1.   2.   1.   1.   0. -12.  -4.   6.  14.  19.  18.  12.   4.  -6. -14. -19. -18.
 2458874.5  -1.  -1.  -2.  -1.  -1.   0.   1.   1.   2.   1.   1.   0. -13.  -4.   6.  14.  18.  18.  13.   4.  -6. -14. -18. -18.
 2458875.5  -1.  -1.  -2.  -2.  -1.   0.   1.   1.   2.   2.   1.   0. -13.  -4.   6.  14.  18.  18.  13.   4.  -6. -14. -18. -18.
 2458876.5  -1.  -1.  -2.  -2.  -1.   0.   1.   1.   2.   2.   1.   0. -13.  -4.   5.  13.  18.  18.  13.   4.  -5. -13. -18. -18.
 2458877.5  -1.  -1.  -2.  -2.  -1.   0.   1.   1.   2.   2.   1.   0. -13.  -5.   5.  13.  18.  18.  13.   5.  -5. -13. -18. -18.
 2458878.5  -1.  -1.  -2.  -2.  -1.  -1.   1.   1.   2.   2.   1.   1. -13.  -5.   4.  13.  17.  18.  13.   5.  -4. -13. -17. -18.
 2458879.5   0.  -1.  -2.  -2.  -2.  -1.   0.   1.   2.   2.   2.   1. -13.  -5.   4.  12.  17.  18.  13.   5.  -4. -12. -17. -18.
 2458880.5   0.  -1.  -2.  -2.  -2.  -1.   0.   1.   2.   2.   2.   1. -13.  -6.   4.  12.  17.  17.  13.   6.  -4. -12. -17. -17.
 2458881.5   0.  -1.  -2.  -2.  -2.  -1.   0.   1.   2.   2.   2.   1. -13.  -6.   3.  12.  17.  17.  13.   6.  -3. -12. -17. -17.
 2458882.5   0.  -1.  -2.  -2.  -2.  -1.   0.   1.   2.   2.   2.   1. -14.  -6.   3.  11.  16.  17.  14.   6.  -3. -11. -16. -17.
