 2459019.871076  2  2459019.855526
 2459196.361076  2  2459196.379389
 2458898.054201  4  2458898.058651
 2458926.846701  4  2458926.850439
 2459070.833576  4  2459070.860126
 2459098.699201  4  2459098.697801
 2459125.642951  4  2459125.666789
 2458871.612326  5  2458871.611776
 2458899.316701  5  2458899.319539
 2458899.827951  9  2458899.832964
 2458927.107326  9  2458927.114214
 2458954.401076  9  2458954.410214
 2459063.733576  9  2459063.741201
 2459090.952326  9  2459090.959864
 2458892.929201 18  2458892.945826
 2458881.854826 19  2458881.839076
 2458909.756076 19  2458909.758376
 2458937.808576 19  2458937.811376
 2458965.940451 19  2458965.937989
 2458994.124201 19  2458994.117689
 2459191.437326 19  2459191.452539
