   154  00 02 45.31 -05 55 40.7  4.37  1.631   M3III        YY         Psc    46.62   -41.32    7.86
   677  00 09 11.52 +29 10 33.4  2.07 -0.038 P B9p          alpha      And   135.68  -162.95   33.60
   746  00 10 00.86 +59 14 06.8  2.28  0.380 P F2III-IV     beta       Cas   523.39  -180.42   59.89
   765  00 10 11.58 -45 39 43.2  3.88  1.013   K0III        epsilon    Phe   122.15  -180.13   23.28
  1067  00 14 02.16 +15 16 10.9  2.83 -0.190   B2IV         gamma      Peg     4.70    -8.24    9.79
  1170  00 15 25.58 -18 50 49.5  4.44  1.640 P M1III        AE         Cet   -27.15   -73.78    6.62
  1562  00 20 13.05 -08 44 17.2  3.56  1.214   K2III        iota       Cet   -14.37   -37.84   11.26
  1599  00 20 52.14 -64 47 01.8  4.23  0.576   F9V          zeta       Tuc  1707.56  1165.36  116.38
  2021  00 26 32.71 -77 10 01.6  2.82  0.618   G2IV         beta       Hyi  2220.12   324.37  133.78
  2072  00 26 57.73 -43 35 38.3  3.93  0.175   A7V          kappa      Phe   106.14    32.83   42.51
  2081  00 27 02.85 -42 13 18.5  2.40  1.083   K0III        alpha      Phe   232.76  -353.64   42.14
  2484  00 32 14.90 -62 52 22.8  4.36 -0.064   B9V          beta^1     Tuc    82.48   -54.37   23.35
  2599  00 33 53.57 +63 01 01.7  4.17  0.130   B1Ia         kappa      Cas     3.99    -2.10    0.79
  2912  00 37 42.77 +33 48 16.1  4.34 -0.123   B5V          pi         And    15.23    -3.56    4.97
  2920  00 37 50.60 +53 58 55.2  3.69 -0.196   B2IV         zeta       Cas    17.77    -9.15    5.46
  3031  00 39 22.71 +29 23 44.5  4.34  0.871   G5III        epsilon    And  -229.41  -254.08   19.34
  3092  00 40 09.62 +30 56 44.4  3.27  1.268   K3III        delta      And   115.38   -83.05   32.19
  3179  00 41 23.78 +56 37 19.6  2.24  1.170   K0II-IIIvar  alpha      Cas    50.36   -32.17   14.27
  3405  00 44 02.75 -57 22 41.8  4.36  0.024   A0IV         eta        Phe    -5.16    15.50   13.57
  3419  00 44 22.01 -17 54 06.4  2.04  1.019   K0III        beta       Cet   232.79    32.71   34.04
  3504  00 45 35.76 +48 22 08.2  4.48 -0.069   B5III        o          Cas    17.79    -7.62    3.60
  3693  00 48 09.81 +24 21 04.5  4.08  1.100 P K1II         zeta       And  -101.23   -81.89   17.98
  3786  00 49 29.28 +07 40 09.0  4.44  1.500   K5III        delta      Psc    83.14   -50.48   10.69
  3821  00 50 03.14 +57 53 49.4  3.46  0.587   G0V SB       eta        Cas  1087.11  -559.65  167.99
  4427  00 57 39.38 +60 48 01.2  2.15 -0.046 P B0IV:evar    gamma      Cas    25.65    -3.82    5.32
  4436  00 57 37.15 +38 34 59.2  3.86  0.130   A5V          mu         And   152.78    36.82   23.93
  4463  00 58 02.25 +23 30 03.7  4.40  0.940   G8III-IV     eta        And   -43.72   -46.06   13.44
  4577  00 59 21.09 -29 16 26.3  4.30 -0.154   B7IIIp       alpha      Scl    22.44     6.30    4.85
  4906  01 03 44.97 +07 58 23.7  4.27  0.952   K0III        epsilon    Psc   -80.57    25.88   17.14
  5165  01 06 46.33 -46 38 08.1  3.32  0.885 G G8IIIvar     beta       Phe   -70.16    31.60   16.46
  5348  01 09 01.98 -55 09 47.5  3.94 -0.120 G B6V + B0V    zeta       Phe    21.17    29.70   11.66
  5364  01 09 22.18 -10 06 01.6  3.46  1.161   K2III        eta        Cet   215.81  -138.33   27.73
  5372  01 11 10.03 +86 20 21.6  4.24  1.213   K2II-III                       80.34   -11.36   10.43
  5434  01 10 24.53 +47 19 26.5  4.26  0.012   B7III        phi        And     3.81   -13.02    4.43
  5447  01 10 36.29 +35 42 08.4  2.07  1.576   M0IIIvar     beta       And   175.59  -112.23   16.36
  5542  01 12 03.39 +55 13 54.9  4.34  0.170   A7Vvar       theta      Cas   226.62   -19.34   23.73
  5896  01 16 17.58 -68 47 37.7  4.25  0.480   F6IV                          411.11   127.43   48.94
  6537  01 24 47.92 -08 06 13.1  3.60  1.065   K0III        theta      Cet   -78.38  -206.88   28.48
  6686  01 26 50.58 +60 18 55.1  2.66  0.160 P A5Vv SB      delta      Cas   297.24   -49.49   32.81
  6867  01 29 02.20 -43 14 21.2  3.41  1.542   K5II-III     gamma      Phe   -18.21  -207.71   13.94
  7083  01 31 53.71 -48 59 33.2  3.93  0.972   K0III-IV     delta      Phe   138.22   154.20   22.15
  7097  01 32 18.92 +15 25 30.9  3.62  0.974   G8III        eta        Psc    25.73    -3.29   11.09
  7513  01 37 42.80 +41 28 56.8  4.10  0.536   F8V          upsilon    And  -172.57  -381.01   74.25
  7588  01 38 17.35 -57 09 30.3  0.45 -0.158 P B3Vp         alpha      Eri    88.02   -40.08   22.68
  7607  01 38 57.12 +48 42 22.2  3.59  1.275   K3III                   And    60.90  -112.42   18.76
  7884  01 42 14.39 +05 33 55.9  4.45  1.347   K3III        nu         Psc   -22.73     3.61    8.86
  8068  01 44 38.46 +50 45 58.3  4.01 -0.098   B2Vpe        phi        Per    24.08   -13.59    4.55
  8102  01 44 47.30 -15 51 22.8  3.49  0.727   G8V          tau        Cet -1721.82   854.07  274.17
  8198  01 46 12.86 +09 14 06.6  4.26  0.942   K0III        o          Psc    70.82    38.99   12.63
  8645  01 52 13.57 -10 15 32.4  3.74  1.136   K2III        zeta       Cet    38.78   -38.04   12.59
  8796  01 53 58.18 +29 39 13.4  3.42  0.488   F6IV         alpha      Tri    12.02  -233.69   50.87
  8832  01 54 23.03 +19 22 09.3  3.88 -0.047   A1p Si                         79.43   -99.10   15.96
  8837  01 54 15.94 -46 13 38.0  4.39  1.597   M4III SB     psi        Phe   -92.38   -91.46   10.15
  8886  01 55 31.62 +63 44 44.4  3.35 -0.150   B2pvar       epsilon    Cas    31.98   -18.66    7.38
  8903  01 55 29.97 +20 52 59.5  2.64  0.165 P A5V          beta       Ari    96.32  -108.80   54.74
