2457044.3555005  1 Per
2457088.3400942  1 Afe
2457132.3249067  1 Per
2457176.3094754  1 Afe
2457220.2940317  1 Per
2457264.2782879  1 Afe
2457308.2625254  1 Per
2457352.2470692  1 Afe
2457054.5659317  1 Nor
2457108.5992442  1 Sur
2457142.5354192  1 Nor
2457196.5679192  1 Sur
2457230.5041879  1 Nor
2457284.5375817  1 Sur
2457318.4731004  1 Nor
2457372.5055942  1 Sur
2457039.6863942  1 Asc
2457077.9707755  1 Des
2457127.6558880  1 Asc
2457165.9394817  1 Des
2457215.6247879  1 Asc
2457253.9087004  1 Des
2457303.5938192  1 Asc
2457341.8774067  1 Des
2457130.8848880  2 Per
2457243.3182630  2 Afe
2457355.8706380  2 Per
2457040.8268755  2 Sur
2457152.6175505  2 Nor
2457265.5245380  2 Sur
2457377.3190880  2 Nor
2457097.1171005  2 Asc
2457208.6733755  2 Des
2457321.8159505  2 Asc
2457026.7751192  3 Per
2457210.3196942  3 Afe
2457347.4410130  4 Afe
2457309.3067130  4 Nor
2457124.6271380  4 Asc
2457198.6259630 17 Nor
2457219.8029942 18 Asc
2457327.1602442 19 Sur
