 2457188.601713  1  2457188.601788
 2457307.000463  1  2457306.972750
 2457222.546713  2  2457222.537325
 2457304.356088  2  2457304.338275
 2457364.205463  2  2457364.221300
 2457103.426713  4  2457103.445638
 2457362.612338  4  2457362.609625
 2457047.994213  7  2457047.980763
 2457075.427963  7  2457075.421313
 2457157.996713  7  2457158.001150
 2457185.351713  7  2457185.361513
 2457212.616088  7  2457212.632175
 2457239.863588  7  2457239.884375
 2457267.165463  7  2457267.186525
 2457294.537338  7  2457294.556913
 2457321.933588  7  2457321.951550
 2457349.278588  7  2457349.297588
 2457376.535463  7  2457376.559800
 2457052.229838 11  2457052.221063
 2457079.476713 11  2457079.468975
 2457106.804213 11  2457106.797425
 2457134.206088 11  2457134.199525
 2457216.262338 11  2457216.255350
 2457243.490463 11  2457243.484175
 2457270.731088 11  2457270.726625
 2457298.051713 11  2457298.047138
 2457325.463588 11  2457325.458888
 2457352.913588 11  2457352.908163
 2457380.314213 11  2457380.308563
 2457138.799213 18  2457138.796388
