 2455198.394817  2644  EMERSION V  1  1 21 28.5  5.4  94.  36. 196.  0.9 99.9 0.94 278.
 2455200.463283  3232  EMERSION V  1  3 23  7.1  5.8 101.  26. 225.  0.7 -0.1 0.74 308.
 2455202.719952  3635  EMERSION V  1  6  5 16.7  5.6 184.  44. 255.  3.1  0.8 0.85 253.
 2455223.651964  1481 INMERSION V  1 27  3 38.8  5.5 293.  12. 136.  0.0 -0.9 0.74  80.
 2455224.622017  2106 INMERSION V  1 28  2 55.7  6.8 277.  30. 149. 99.9 99.9 1.00 109.
 2455225.272623  2373 INMERSION V  1 28 18 32.6  3.5  86.  31. 160.  0.8  0.3 0.73 119.
 2455225.314378  2373  EMERSION V  1 28 19 32.7  3.5  96.  42. 160.  0.9  1.6 0.73 258.
 2455225.441893  2439 INMERSION V  1 28 22 36.3  5.2 156.  70. 161.  1.3 99.9 0.72 155.
 2455229.718914  3562  EMERSION V  2  2  5 15.2  4.8 225.  36. 222.  2.2 -0.3 0.85 251.
 2455231.577385  3921  EMERSION V  2  4  1 51.4  6.9 137.  24. 247.  2.0  1.9 0.77 257.
 2455248.461870   700 INMERSION V  2 20 23  5.1  4.6 286.  15.  76. 99.9 99.9 0.99  76.
 2455249.272968   896 INMERSION V  2 21 18 33.1  4.1 209.  72.  87. 99.9 99.9 0.95  22.
 2455249.279346   901 INMERSION V  2 21 18 42.2  7.0 214.  71.  87. 99.9 -0.3 0.90  88.
 2455249.282515   903 INMERSION V  2 21 18 46.8  7.0 217.  70.  87. 99.9  0.4 0.96  72.
 2455249.323360   917 INMERSION V  2 21 19 45.6  6.5 242.  62.  87.  1.9 -0.1 0.70  74.
 2455249.345207   919 INMERSION V  2 21 20 17.1  3.6 251.  56.  87. 99.9 99.9 0.99  22.
 2455249.343298   923 INMERSION V  2 21 20 14.3  6.2 250.  57.  87. 99.9 99.9 0.91 111.
 2455249.347562   926 INMERSION V  2 21 20 20.5  6.7 252.  56.  87. 99.9 -0.6 0.90  82.
 2455249.372070   930 INMERSION V  2 21 20 55.8  7.0 260.  50.  87.  1.6  0.1 0.85  61.
 2455250.520816  1289 INMERSION V  2 23  0 30.0  5.8 285.  22. 102.  0.1 -1.3 0.74  95.
 2455252.280872  2164 INMERSION V  2 24 18 44.5  5.7 114.  59. 126. 99.9 99.9 0.97  47.
 2455252.574466  2271 INMERSION V  2 25  1 47.2  6.0 277.  28. 129. 99.9 99.9 0.97  42.
 2455253.303414  2644 INMERSION V  2 25 19 16.9  5.4 111.  52. 140.  1.5  0.4 0.88 104.
 2455253.523603  2693 INMERSION V  2 26  0 34.0  6.2 249.  50. 142. 99.9 99.9 0.95 125.
 2455259.501684  4021  EMERSION V  3  4  0  2.4  6.7 133.  18. 226.  1.3  1.3 0.69 268.
 2455263.697862  4972  EMERSION V  3  8  4 44.9  6.0 152.  18. 277.  1.7  0.7 0.75 278.
 2455264.702627  5274 INMERSION V  3  9  4 51.8  2.8 142.  14. 288.  1.1  0.1 0.79 127.
 2455264.747383  5274  EMERSION V  3  9  5 56.2  2.8 156.  20. 288.  2.2  1.9 0.79 224.
 2455275.371581   634 INMERSION V  3 19 20 55.1  5.7 284.  15.  45.  0.0 -1.6 0.62 100.
 2455276.384001   843 INMERSION V  3 20 21 13.0  6.7 281.  23.  57. 99.9 99.9 1.00  26.
 2455279.422485  2058 INMERSION V  3 23 22  8.4  6.7 264.  45.  95.  1.5 -0.5 0.80  70.
 2455279.554435  2106 INMERSION V  3 24  1 18.4  6.8 292.  10.  97. -0.4 99.9 0.89 125.
 2455282.361241  3136 INMERSION V  3 26 20 40.2  5.0 156.  59. 135.  1.9 -0.1 0.50 101.
 2455282.591981  3176 INMERSION V  3 27  2 12.4  3.5 264.  23. 138.  0.5 -1.4 0.66  96.
 2455282.628359  3176  EMERSION V  3 27  3  4.8  3.5 272.  13. 138.  0.0 -1.9 0.66 320.
 2455306.344677  1886 INMERSION V  4 19 20 16.3  6.6 266.  43.  65.  0.1 -3.0 0.80 149.
 2455306.456822  1948 INMERSION V  4 19 22 57.8  6.6 290.  13.  66. -0.1 -1.1 0.71  90.
 2455306.458565  1949 INMERSION V  4 19 23  0.3  6.0 290.  13.  66. -0.3 -1.5 0.79 114.
 2455307.489809  2416 INMERSION V  4 20 23 45.3  6.9 286.  13.  79. -1.1 99.9 0.90 174.
 2455316.464370  4477  EMERSION V  4 29 23  8.7  5.0 147.  18. 200.  0.5 -0.8 0.79 331.
 2455337.410141  3230 INMERSION V  5 20 21 50.6  6.8 251.  33.  89.  0.4 -2.2 0.73 146.
 2455344.573429  4663 INMERSION V  5 28  1 45.7  2.9 202.  21. 184. 99.9 99.9 0.98 167.
 2455344.588207  4663  EMERSION V  5 28  2  7.0  2.9 207.  19. 184. 99.9 99.9 0.98 197.
 2455376.471686  6036  EMERSION V  6 28 23 19.2  4.8 135.  19. 208.  1.5  1.9 0.81 233.
 2455376.469301  6038  EMERSION V  6 28 23 15.8  6.5 134.  18. 208.  1.4  2.4 0.91 215.
 2455377.521929  6287  EMERSION V  6 30  0 31.6  6.4 139.  26. 220.  1.8  1.2 0.80 269.
 2455377.592407  6297  EMERSION V  6 30  2 13.1  6.9 165.  35. 220.  2.2  0.8 0.77 256.
 2455385.641424   846  EMERSION V  7  8  3 23.6  6.7  77.  20. 312.  0.2  1.2 0.65 272.
 2455397.445434  4267 INMERSION V  7 19 22 41.4  6.0 229.  11. 109. 99.9 99.9 0.98  23.
 2455409.456226   174  EMERSION V  7 31 22 57.0  6.5  89.  13. 245.  0.3  1.4 0.72 269.
 2455410.662080   378  EMERSION V  8  2  3 53.4  6.2 142.  60. 258. 99.9 99.9 0.98 197.
 2455413.642747  1045  EMERSION V  8  5  3 25.6  6.8  87.  36. 294.  0.4  2.0 0.55 240.
 2455415.655499  1866  EMERSION V  8  7  3 43.9  6.2  74.  17. 320.  0.5  0.1 0.72 309.
 2455435.488443  6910  EMERSION V  8 26 23 43.4  5.0 136.  44. 205. 99.9 99.9 0.98 305.
 2455469.648466  1535  EMERSION V  9 30  3 33.8  6.8 119.  63. 258. 99.9 99.9 0.99 305.
 2455469.661216  1549  EMERSION V  9 30  3 52.1  5.4 126.  66. 258. 99.9  1.7 0.90 247.
 2455471.543081  2431  EMERSION V 10  2  1  2.0  5.9  74.  13. 282. -0.1  1.4 0.84 262.
 2455488.451028  6635 INMERSION V 10 18 22 49.5  5.0 215.  39. 134. 99.9  0.3 0.97  59.
 2455488.563130  6646 INMERSION V 10 19  1 30.9  6.3 251.  15. 135.  0.2  1.6 0.76  19.
 2455494.346315   758  EMERSION V 10 24 20 18.7  4.9  83.  25. 201.  0.5  1.1 0.68 280.
 2455495.326870  1011  EMERSION V 10 25 19 50.7  6.9  69.  11. 213.  0.7 -0.5 0.88 318.
 2455496.579280  1397  EMERSION V 10 27  1 54.2  6.8 129.  67. 227. 99.9 99.9 0.92 265.
 2455497.458438  1802  EMERSION V 10 27 23  0.1  6.9  80.  25. 238.  0.0  2.2 0.92 237.
 2455497.484500  1820  EMERSION V 10 27 23 37.7  6.5  86.  32. 239. 99.9 99.9 0.98 205.
 2455497.653273  1892  EMERSION V 10 28  3 40.7  7.0 158.  72. 240. 99.9 99.9 0.91 326.
 2455498.483062  2298  EMERSION V 10 28 23 35.6  6.4  79.  21. 251.  1.8 99.9 0.94 345.
 2455517.312173  6910 INMERSION V 11 16 19 29.5  5.0 160.  52. 124.  2.1  1.0 0.42  75.
 2455517.529123  6933 INMERSION V 11 17  0 41.9  6.8 256.  22. 125.  0.0 99.9 0.96 351.
 2455524.393502  1672  EMERSION V 11 23 21 26.6  7.0  85.  32. 207.  0.5  1.5 0.86 261.
 2455524.627794  1751 INMERSION V 11 24  3  4.0  4.2 220.  69. 209.  1.9 -0.9 0.80 102.
 2455524.683060  1751  EMERSION V 11 24  4 23.6  4.2 249.  57. 210.  1.4 -1.3 0.80 283.
 2455525.409627  2156  EMERSION V 11 24 21 49.9  5.3  82.  24. 220.  0.6 99.9 0.83 295.
 2455525.480683  2186  EMERSION V 11 24 23 32.2  7.0  98.  43. 221.  1.1  1.2 0.58 269.
 2455553.759311  2582  EMERSION V 12 23  6 13.4  4.9 268.  31. 204.  0.4 -1.7 0.60 295.
 2455554.562224  2860  EMERSION V 12 24  1 29.6  6.3 143.  60. 216. 99.9 99.9 0.95 327.
 2455557.604782  3525  EMERSION V 12 27  2 30.9  6.6 128.  34. 257.  1.1 -0.1 0.70 302.
