 2459930.5  87.42 212.26 287.31 244.88 288.05
 2459931.5  78.59  10.00  77.42  35.25  18.70
 2459932.5  69.76 167.74 227.53 185.63 109.35
 2459933.5  60.92 325.48  17.63 336.00 200.00
 2459934.5  52.07 123.21 167.73 126.37 290.65
 2459935.5  43.21 280.94 317.83 276.74  21.30
 2459936.5  34.34  78.66 107.93  67.10 111.95
 2459937.5  25.46 236.38 258.02 217.46 202.60
 2459938.5  16.57  34.10  48.11   7.82 293.25
 2459939.5   7.67 191.82 198.20 158.17  23.90
 2459940.5 358.75 349.53 348.29 308.52 114.55
 2459941.5 349.83 147.25 138.37  98.87 205.20
 2459942.5 340.89 304.95 288.45 249.22 295.84
 2459943.5 331.94 102.66  78.52  39.56  26.49
 2459944.5 322.98 260.36 228.60 189.90 117.14
 2459945.5 314.01  58.06  18.67 340.24 207.79
 2459946.5 305.03 215.76 168.74 130.57 298.44
 2459947.5 296.03  13.46 318.81 280.91  29.09
 2459948.5 287.02 171.15 108.87  71.24 119.74
 2459949.5 278.00 328.84 258.93 221.57 210.39
 2459950.5 268.97 126.53  48.99  11.89 301.04
 2459951.5 259.92 284.22 199.05 162.22  31.69
 2459952.5 250.86  81.90 349.10 312.54 122.34
 2459953.5 241.79 239.59 139.16 102.86 212.99
 2459954.5 232.71  37.27 289.21 253.18 303.64
 2459955.5 223.62 194.95  79.26  43.49  34.30
 2459956.5 214.51 352.62 229.31 193.81 124.95
 2459957.5 205.39 150.30  19.35 344.12 215.60
 2459958.5 196.26 307.97 169.39 134.43 306.25
 2459959.5 187.12 105.64 319.44 284.74  36.91
 2459960.5 177.97 263.31 109.47  75.04 127.56
 2459961.5 168.81  60.98 259.51 225.35 218.22
 2459962.5 159.63 218.64  49.55  15.65 308.87
 2459963.5 150.45  16.31 199.58 165.95  39.53
 2459964.5 141.25 173.97 349.62 316.25 130.18
 2459965.5 132.05 331.63 139.65 106.55 220.84
 2459966.5 122.83 129.29 289.68 256.85 311.50
 2459967.5 113.60 286.95  79.71  47.14  42.16
 2459968.5 104.37  84.60 229.73 197.43 132.81
 2459969.5  95.12 242.26  19.76 347.73 223.47
 2459970.5  85.86  39.91 169.78 138.02 314.14
 2459971.5  76.60 197.56 319.81 288.31  44.80
 2459972.5  67.32 355.21 109.83  78.59 135.46
 2459973.5  58.04 152.86 259.85 228.88 226.12
 2459974.5  48.74 310.51  49.87  19.17 316.79
 2459975.5  39.44 108.16 199.89 169.45  47.45
 2459976.5  30.13 265.81 349.90 319.74 138.12
 2459977.5  20.81  63.45 139.92 110.02 228.78
 2459978.5  11.48 221.10 289.93 260.30 319.45
 2459979.5   2.15  18.74  79.95  50.58  50.12
 2459980.5 352.81 176.38 229.96 200.86 140.79
 2459981.5 343.46 334.03  19.98 351.14 231.46
 2459982.5 334.10 131.67 169.99 141.42 322.13
 2459983.5 324.74 289.31 320.00 291.70  52.80
 2459984.5 315.37  86.95 110.01  81.98 143.48
 2459985.5 305.99 244.59 260.02 232.25 234.15
 2459986.5 296.61  42.23  50.03  22.53 324.83
 2459987.5 287.22 199.86 200.04 172.80  55.50
 2459988.5 277.82 357.50 350.04 323.08 146.18
 2459989.5 268.42 155.14 140.05 113.35 236.86
 2459990.5 259.02 312.77 290.06 263.62 327.54
 2459991.5 249.60 110.41  80.06  53.90  58.22
