 2459944.5   6.231862166920   6.236959063277  -0.151872024423  -0.149683397076  2.086569  9.5 2459945.21535967      99.00000000
 2459945.5   6.238853265953   6.243947130348  -0.149477959545  -0.147288592915  2.095956  9.5 2459946.21374222      99.00000000
 2459946.5   6.245894152845   6.250985229943  -0.147052115379  -0.144862025376  2.105310  9.5 2459947.21213260      99.00000000
 2459947.5   6.252983490422   6.258072042709  -0.144595227815  -0.142404431225  2.114631  9.5 2459948.21053053      99.00000000
 2459948.5   6.260120813764   6.265207084379  -0.142107882998  -0.139916411467  2.123919  9.5 2459949.20893601      99.00000000
 2459949.5   6.267304876807   6.272389061253  -0.139590785350  -0.137398695759  2.133173  9.5 2459950.20734878      99.00000000
 2459950.5   6.274535298224   6.279617526097  -0.137044491164  -0.134851871544  2.142393  9.5 2459951.20576887      99.00000000
 2459951.5   6.281810916661   0.003705937971  -0.134469677048  -0.132276648166  2.151578  9.5 2459952.20419601      99.00000000
 2459952.5   0.005946120005   0.011024538318  -0.131866873565  -0.129673586121  2.160728  9.5 2459953.20263023      99.00000000
 2459953.5   0.013310437748   0.018386881793  -0.129236734171  -0.127043362424  2.169842  9.5 2459954.20107130      99.00000000
 2459954.5   0.020718325165   0.025792699317  -0.126579768830  -0.124386501531  2.178920  9.5 2459955.19951925      99.00000000
 2459955.5   0.028168764199   0.033240967691  -0.123896613305  -0.121703643207  2.187962  9.6 2459956.19797385      99.00000000
 2459956.5   0.035661575042   0.040731529470  -0.121187762448  -0.118995275420  2.196967  9.6 2459957.19643516      99.00000000
 2459957.5   0.043195797156   0.048263473229  -0.118453839627  -0.116262004190  2.205934  9.6 2459958.19490293      99.00000000
 2459958.5   0.050771299953   0.055836740847  -0.115695329610  -0.113504287675  2.214864  9.6 2459959.19337725      99.00000000
 2459959.5   0.058387172165   0.063450511654  -0.112912848395  -0.110722707869  2.223755  9.6 2459960.19185788      99.00000000
 2459960.5   0.066043323503   0.071104794438  -0.110106876350  -0.107917707285  2.232607  9.6 2459961.19034489      99.00000000
 2459961.5   0.073738880128   0.078798807167  -0.107278029577  -0.105089866247  2.241419  9.6 2459962.18883807      99.00000000
 2459962.5   0.081473774585   0.086532542767  -0.104426794751  -0.102239647341  2.250191  9.6 2459963.18733749      99.00000000
 2459963.5   0.089247144159   0.094305138758  -0.101553803338  -0.099367681367  2.258922  9.6 2459964.18584292      99.00000000
 2459964.5   0.097058907497   0.102116431334  -0.098659568499  -0.096474514456  2.267611  9.6 2459965.18435445      99.00000000
 2459965.5   0.104908167464   0.109965362533  -0.095744760442  -0.093560883139  2.276258  9.6 2459966.18287184      99.00000000
 2459966.5   0.112794782061   0.117851596465  -0.092809940690  -0.090627432026  2.284861  9.6 2459967.18139515      99.00000000
 2459967.5   0.120717784443   0.125774013887  -0.089855831478  -0.087674953044  2.293420  9.6 2459968.17992413      99.00000000
 2459968.5   0.128676962089   0.133732353237  -0.086883040740  -0.084704084002  2.301933  9.6 2459969.17845883      99.00000000
 2459969.5   0.136671301144   0.141725666245  -0.083892323190  -0.081715562052  2.310401  9.6 2459970.17699902      99.00000000
 2459970.5   0.144700569474   0.149753860058  -0.080884300242  -0.078709958220  2.318823  9.6 2459971.17554473      99.00000000
 2459971.5   0.152763770381   0.157816090922  -0.077859721778  -0.075687962353  2.327198  9.6 2459972.17409573      99.00000000
 2459972.5   0.160860712434   0.165912288273  -0.074819190261  -0.072650126790  2.335526  9.6 2459973.17265208      99.00000000
 2459973.5   0.168990460583   0.174041586541  -0.071763428589  -0.069597142860  2.343808  9.6 2459974.17121355      99.00000000
 2459974.5   0.177152889615   0.182203879392  -0.068693009076  -0.066529571234  2.352043  9.6 2459975.16978021      99.00000000
 2459975.5   0.185347135637   0.190398281679  -0.065608624819  -0.063448109525  2.360230  9.6 2459976.16835184      99.00000000
 2459976.5   0.193573139032   0.198624684969  -0.062510820099  -0.060353318802  2.368371  9.6 2459977.16692852      99.00000000
 2459977.5   0.201830101481   0.206882225983  -0.059400262329  -0.057245890883  2.376465  9.6 2459978.16551004      99.00000000
 2459978.5   0.210118022209   0.215170832838  -0.056277472110  -0.054126375354  2.384512  9.6 2459979.16409649      99.00000000
 2459979.5   0.218436162258   0.223489698396  -0.053143094932  -0.050995447295  2.392512  9.6 2459980.16268768      99.00000000
 2459980.5   0.226784574686   0.231838819104  -0.049997630846  -0.047853634256  2.400466  9.7 2459981.16128369      99.00000000
 2459981.5   0.235162575651   0.240217473778  -0.046841706163  -0.044701584046  2.408373  9.7 2459982.15988434      99.00000000
 2459982.5   0.243570268055   0.248625753431  -0.043675803210  -0.041539792250  2.416233  9.7 2459983.15848972      99.00000000
 2459983.5   0.252007018615   0.257063041497  -0.040500532349  -0.038368871422  2.424047  9.7 2459984.15709967      99.00000000
 2459984.5   0.260472974617   0.265529530352  -0.037316362085  -0.035189280982  2.431814  9.7 2459985.15571428      99.00000000
 2459985.5   0.268967546634   0.274024699717  -0.034123891417  -0.032001599226  2.439535  9.7 2459986.15433339      99.00000000
 2459986.5   0.277490918542   0.282548818984  -0.030923580307  -0.028806256433  2.447210  9.7 2459987.15295710      99.00000000
 2459987.5   0.286042535795   0.291101424268  -0.027716022274  -0.025603809870  2.454837  9.7 2459988.15158525      99.00000000
 2459988.5   0.294622608604   0.299682807680  -0.024501675434  -0.022394680382  2.462418  9.7 2459989.15021796      99.00000000
 2459989.5   0.303230604883   0.308292492896  -0.021281135672  -0.019179431188  2.469953  9.7 2459990.14885505      99.00000000
