2459947.3446961  1 Per
2459991.3294023  1 Afe
2460035.3138960  1 Per
2460079.2985523  1 Afe
2460123.2828648  1 Per
2460167.2673773  1 Afe
2460211.2517273  1 Per
2460255.2367585  1 Afe
2460299.2214835  1 Per
2459957.5547086  1 Nor
2460011.5880335  1 Sur
2460045.5243210  1 Nor
2460099.5573773  1 Sur
2460133.4929773  1 Nor
2460187.5262648  1 Sur
2460221.4627835  1 Nor
2460275.4962585  1 Sur
2460309.4317085  1 Nor
2459980.9591648  1 Des
2460030.6448586  1 Asc
2460068.9285336  1 Des
2460118.6137961  1 Asc
2460156.8975898  1 Des
2460206.5831773  1 Asc
2460244.8674460  1 Des
2460294.5524523  1 Asc
2460052.0654273  2 Per
2460164.4979023  2 Afe
2460277.0212648  2 Per
2459961.9589148  2 Sur
2460073.7515023  2 Nor
2460186.6573773  2 Sur
2460298.4550023  2 Nor
2460018.2488898  2 Asc
2460129.8062898  2 Des
2460242.9516023  2 Asc
2459949.1787836  3 Per
2460132.3379335  3 Afe
2460095.3555648  4 Afe
2460057.3907898  4 Nor
2460255.2531898  4 Des
2459964.9869086  5 Per
2459985.9214711 16 Nor
2460010.5584711 17 Per
2460157.0942836 17 Asc
2460036.6915961 18 Per
2460093.6483148 18 Sur
2460239.7100961 19 Afe
2459978.5480336 19 Sur
