 -3    9 52  10  2  10 10  10 16  10 22  10 26  10 35  10 42  10 49  10 56  11  3  11 11  11 16  11 21  11 21  11 24  11 26  11 29  11 32  11 35  11 38  11 42  11 46  11 51  11 56  12  1  12  8  12 16
 -2   11 19  11 22  11 25  11 26  11 28  11 30  11 32  11 34  11 36  11 38  11 41  11 43  11 45  11 46  11 46  11 47  11 48  11 49  11 50  11 50  11 52  11 53  11 54  11 55  11 57  11 59  12  1  12  3
 -1   12 43  12 39  12 36  12 34  12 32  12 30  12 27  12 24  12 21  12 19  12 16  12 13  12 12  12 10  12 10  12  9  12  8  12  7  12  6  12  5  12  4  12  2  12  1  11 59  11 58  11 56  11 53  11 51
  0   14  5  13 55  13 47  13 40  13 34  13 29  13 20  13 13  13  6  12 59  12 52  12 43  12 38  12 33  12 33  12 31  12 28  12 25  12 23  12 19  12 16  12 12  12  8  12  4  11 59  11 53  11 46  11 39
  1   15 27  15 10  14 56  14 45  14 36  14 28  14 14  14  2  13 51  13 40  13 28  13 14  13  7  12 58  12 58  12 54  12 50  12 45  12 41  12 35  12 30  12 24  12 17  12  9  12  0  11 50  11 39  11 25
  2   16 48  16 24  16  5  15 50  15 38  15 27  15  8  14 52  14 37  14 22  14  6  13 48  13 38  13 26  13 26  13 20  13 15  13  8  13  2  12 55  12 47  12 38  12 28  12 16  12  3  11 48  11 30  11  7
  3   18  7  17 36  17 13  16 55  16 39  16 26  16  3  15 43  15 25  15  7  14 48  14 26  14 13  13 58  13 58  13 51  13 44  13 36  13 28  13 18  13  8  12 57  12 43  12 28  12 10  11 47  11 18  10 34
  4   19 22  18 45  18 18  17 56  17 39  17 24  16 58  16 36  16 15  15 55  15 33  15  8  14 53  14 36  14 36  14 28  14 20  14 11  14  1  13 50  13 37  13 23  13  6  12 47  12 22  11 49  10 52  ++ ++
  5   20 25  19 45  19 16  18 53  18 35  18 19  17 52  17 28  17  7  16 45  16 22  15 55  15 39  15 21  15 21  15 12  15  3  14 53  14 43  14 30  14 17  14  1  13 42  13 18  12 48  12  0  ++ ++  ++ ++
  6   21 13  20 34  20  6  19 44  19 25  19  9  18 43  18 20  17 58  17 37  17 14  16 47  16 31  16 12  16 12  16  4  15 55  15 45  15 34  15 22  15  8  14 52  14 32  14  9  13 37  12 46  ++ ++  ++ ++
  7   21 46  21 12  20 47  20 27  20 10  19 55  19 30  19  9  18 49  18 28  18  7  17 42  17 27  17 10  17 10  17  2  16 53  16 44  16 34  16 23  16 10  15 55  15 38  15 17  14 51  14 13  ++ ++  ++ ++
  8   22  9  21 41  21 20  21  2  20 48  20 35  20 13  19 55  19 37  19 19  19  0  18 38  18 25  18 10  18 10  18  3  17 56  17 48  17 39  17 30  17 19  17  7  16 53  16 36  16 17  15 51  15 17  14 10
  9   22 24  22  3  21 46  21 32  21 21  21 10  20 53  20 37  20 23  20  8  19 52  19 34  19 24  19 12  19 12  19  6  19  0  18 54  18 47  18 39  18 31  18 22  18 11  17 59  17 45  17 28  17  7  16 39
 10   22 36  22 20  22  8  21 58  21 50  21 42  21 29  21 17  21  6  20 55  20 43  20 30  20 22  20 13  20 13  20  9  20  5  20  0  19 55  19 50  19 44  19 37  19 30  19 21  19 12  19  0  18 47  18 31
 11   22 45  22 35  22 28  22 21  22 16  22 11  22  2  21 55  21 48  21 41  21 33  21 25  21 20  21 14  21 14  21 11  21  9  21  6  21  3  20 59  20 56  20 51  20 47  20 42  20 36  20 30  20 22  20 13
 12   22 52  22 49  22 45  22 43  22 40  22 38  22 35  22 32  22 29  22 26  22 23  22 19  22 17  22 15  22 15  22 14  22 13  22 12  22 10  22  9  22  7  22  6  22  4  22  2  22  0  21 57  21 54  21 51
 13   23  0  23  1  23  3  23  4  23  5  23  6  23  7  23  9  23 10  23 11  23 13  23 14  23 15  23 16  23 16  23 17  23 17  23 18  23 19  23 19  23 20  23 21  23 22  23 23  23 24  23 25  23 26  23 28
 14   23  8  23 15  23 21  23 26  23 30  23 34  23 41  23 47  23 53  23 58  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **
 15   23 18  23 31  23 42  23 51  23 59  ** **  ** **  ** **  ** **  ** **   0  4   0 11   0 15   0 20   0 20   0 22   0 24   0 27   0 29   0 32   0 35   0 38   0 42   0 46   0 51   0 56   1  2   1 10
