 -3   23 47  23 41  23 37  23 33  23 29  23 26  23 21  23 16  23 12  23  7  23  3  22 57  22 54  22 50  22 50  22 48  22 47  22 45  22 43  22 41  22 38  22 36  22 33  22 29  22 26  22 21  22 17  22 11
 -2   23 56  23 56  23 56  23 57  23 57  23 57  23 57  23 58  23 58  23 58  23 58  23 59  23 59  23 59  23 59  23 59  23 59  23 59  23 59  23 59  23 59  ** **  ** **  ** **  ** **  ** **  ** **  ** **
 -1   ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **   0  0   0  0   0  0   0  0   0  0   0  0   0  0
  0    0  4   0 10   0 16   0 20   0 24   0 27   0 33   0 38   0 43   0 47   0 53   0 58   1  2   1  6   1  6   1  7   1  9   1 11   1 13   1 16   1 18   1 21   1 24   1 27   1 31   1 35   1 40   1 46
  1    0 13   0 26   0 36   0 44   0 51   0 57   1  8   1 18   1 27   1 36   1 46   1 57   2  4   2 11   2 11   2 15   2 18   2 22   2 26   2 31   2 36   2 41   2 47   2 54   3  2   3 10   3 21   3 33
  2    0 24   0 43   0 58   1 10   1 21   1 30   1 46   2  0   2 13   2 26   2 40   2 56   3  6   3 17   3 17   3 22   3 27   3 32   3 39   3 45   3 53   4  1   4 10   4 21   4 33   4 47   5  5   5 27
  3    0 39   1  4   1 24   1 40   1 53   2  5   2 26   2 43   3  0   3 17   3 35   3 55   4  7   4 22   4 22   4 28   4 35   4 42   4 50   4 59   5  9   5 20   5 33   5 47   6  5   6 27   6 56   7 39
  4    0 59   1 31   1 55   2 15   2 31   2 45   3  9   3 30   3 49   4  9   4 30   4 54   5  8   5 25   5 25   5 32   5 40   5 49   5 59   6 10   6 22   6 36   6 52   7 11   7 36   8  8   9  5  ++ ++
  5    1 29   2  7   2 34   2 56   3 14   3 30   3 56   4 19   4 40   5  1   5 24   5 50   6  6   6 24   6 24   6 33   6 42   6 51   7  2   7 14   7 28   7 44   8  3   8 26   8 56   9 44  ++ ++  ++ ++
  6    2 13   2 53   3 22   3 45   4  3   4 19   4 47   5 10   5 32   5 53   6 17   6 44   7  0   7 18   7 18   7 27   7 36   7 46   7 57   8  9   8 23   8 39   8 59   9 22   9 54  10 46  ++ ++  ++ ++
  7    3 11   3 50   4 17   4 39   4 57   5 13   5 39   6  2   6 23   6 44   7  6   7 32   7 47   8  5   8  5   8 13   8 21   8 31   8 41   8 53   9  6   9 21   9 38   9 59  10 26  11  4  ++ ++  ++ ++
  8    4 21   4 54   5 19   5 38   5 55   6  9   6 33   6 53   7 12   7 31   7 51   8 15   8 28   8 44   8 44   8 51   8 59   9  7   9 16   9 26   9 37   9 50  10  4  10 21  10 41  11  7  11 42  12 50
  9    5 37   6  3   6 23   6 40   6 53   7  5   7 25   7 43   7 59   8 16   8 33   8 52   9  4   9 17   9 17   9 23   9 29   9 36   9 43   9 51  10  0  10 10  10 21  10 34  10 49  11  7  11 28  11 57
 10    6 54   7 13   7 29   7 41   7 52   8  1   8 17   8 31   8 44   8 57   9 10   9 26   9 35   9 45   9 45   9 49   9 54   9 59  10  5  10 11  10 18  10 25  10 33  10 42  10 53  11  5  11 19  11 36
 11    8 10   8 23   8 34   8 43   8 50   8 56   9  8   9 17   9 26   9 35   9 45   9 56  10  2  10  9  10  9  10 12  10 15  10 19  10 23  10 27  10 31  10 36  10 42  10 48  10 55  11  2  11 11  11 22
 12    9 26   9 33   9 39   9 43   9 47   9 51   9 57  10  3  10  8  10 13  10 18  10 24  10 27  10 31  10 31  10 33  10 35  10 36  10 39  10 41  10 43  10 46  10 49  10 52  10 55  10 59  11  4  11  9
 13   10 41  10 43  10 43  10 44  10 45  10 46  10 47  10 48  10 48  10 49  10 50  10 51  10 52  10 52  10 52  10 52  10 53  10 53  10 53  10 54  10 54  10 54  10 55  10 55  10 56  10 56  10 57  10 58
 14   11 59  11 54  11 50  11 47  11 44  11 41  11 37  11 34  11 30  11 27  11 23  11 19  11 16  11 14  11 14  11 12  11 11  11 10  11  8  11  7  11  5  11  3  11  1  10 59  10 56  10 53  10 50  10 46
 15   13 19  13  8  12 59  12 52  12 45  12 40  12 30  12 22  12 14  12  6  11 58  11 48  11 43  11 37  11 37  11 34  11 31  11 28  11 25  11 21  11 17  11 13  11  8  11  3  10 57  10 50  10 43  10 34
 16   14 45  14 27  14 12  14  0  13 50  13 41  13 26  13 13  13  1  12 49  12 36  12 21  12 13  12  3  12  3  11 59  11 54  11 49  11 44  11 38  11 32  11 25  11 17  11  9  10 59  10 48  10 34  10 18
 17   16 16  15 49  15 29  15 13  14 59  14 47  14 27  14 10  13 53  13 37  13 20  13  0  12 48  12 35  12 35  12 29  12 23  12 16  12  9  12  1  11 52  11 42  11 31  11 18  11  3  10 45  10 23   9 55
 18   17 48  17 14  16 48  16 28  16 11  15 57  15 32  15 11  14 51  14 32  14 11  13 47  13 32  13 16  13 16  13  9  13  1  12 52  12 43  12 32  12 20  12  7  11 52  11 34  11 12  10 44  10  3  -- --
