 14   // //   0 54   2 12   2 51   3 18   3 39   4 10   4 33   4 52   5  7   5 20   5 33   5 39   5 45   5 45   5 47   5 49   5 52   5 54   5 57   6  0   6  2   6  5   6  8   6 11   6 15   6 18   6 22
 15   // //   1  0   2 15   2 53   3 20   3 40   4 11   4 34   4 52   5  7   5 20   5 33   5 38   5 44   5 44   5 47   5 49   5 52   5 54   5 57   5 59   6  2   6  5   6  8   6 11   6 14   6 17   6 21
 16   // //   1  6   2 17   2 54   3 21   3 42   4 12   4 35   4 52   5  7   5 21   5 33   5 38   5 44   5 44   5 46   5 49   5 51   5 54   5 56   5 59   6  1   6  4   6  7   6 10   6 13   6 16   6 20
 17   // //   1 11   2 19   2 56   3 22   3 43   4 13   4 35   4 53   5  8   5 21   5 32   5 38   5 44   5 44   5 46   5 48   5 51   5 53   5 55   5 58   6  0   6  3   6  6   6  9   6 12   6 15   6 18
 18   // //   1 16   2 21   2 58   3 24   3 44   4 14   4 36   4 53   5  8   5 21   5 32   5 38   5 44   5 44   5 46   5 48   5 50   5 53   5 55   5 57   6  0   6  2   6  5   6  8   6 10   6 14   6 17
 19   // //   1 20   2 24   3  0   3 25   3 45   4 15   4 36   4 54   5  8   5 21   5 32   5 38   5 43   5 43   5 45   5 47   5 50   5 52   5 54   5 56   5 59   6  1   6  4   6  6   6  9   6 12   6 15
 20   // //   1 25   2 26   3  1   3 26   3 46   4 15   4 37   4 54   5  8   5 21   5 32   5 37   5 43   5 43   5 45   5 47   5 49   5 51   5 53   5 56   5 58   6  0   6  3   6  5   6  8   6 11   6 14
 21   // //   1 29   2 28   3  3   3 28   3 47   4 16   4 38   4 55   5  9   5 21   5 32   5 37   5 42   5 42   5 44   5 46   5 49   5 51   5 53   5 55   5 57   5 59   6  2   6  4   6  6   6  9   6 12
 22   // //   1 34   2 31   3  5   3 29   3 48   4 17   4 38   4 55   5  9   5 21   5 32   5 37   5 42   5 42   5 44   5 46   5 48   5 50   5 52   5 54   5 56   5 58   6  0   6  3   6  5   6  8   6 10
 23   // //   1 38   2 33   3  6   3 31   3 50   4 18   4 39   4 55   5  9   5 21   5 31   5 37   5 41   5 41   5 43   5 45   5 47   5 49   5 51   5 53   5 55   5 57   5 59   6  1   6  4   6  6   6  8
 24   // //   1 42   2 35   3  8   3 32   3 51   4 19   4 39   4 56   5  9   5 21   5 31   5 36   5 41   5 41   5 43   5 45   5 46   5 48   5 50   5 52   5 54   5 56   5 58   6  0   6  2   6  4   6  6
