 -3   23 37  23 49  23 59  ** **  ** **  ** **  ** **  ** **   0  2   0  6   0 11   0 16   0 19   0 22   0 22   0 24   0 25   0 27   0 29   0 31   0 33   0 35   0 38   0 41   0 44   0 48   0 53   0 58
 -2   23 48  ** **  ** **   0  7   0 14   0 20   0 31   0 41   0 50   0 59   1  9   1 20   1 26   1 34   1 34   1 37   1 41   1 45   1 49   1 53   1 58   2  3   2  9   2 16   2 24   2 33   2 43   2 56
 -1   ** **   0  7   0 23   0 36   0 47   0 57   1 13   1 28   1 42   1 56   2 11   2 28   2 38   2 49   2 49   2 55   3  0   3  6   3 13   3 20   3 28   3 37   3 46   3 58   4 11   4 27   4 46   5 11
  0    0  4   0 32   0 54   1 12   1 27   1 39   2  2   2 21   2 39   2 57   3 17   3 40   3 53   4  8   4  8   4 15   4 23   4 31   4 40   4 50   5  1   5 14   5 28   5 45   6  6   6 33   7 12  ** **
  1    0 31   1  8   1 36   1 57   2 16   2 31   2 58   3 20   3 42   4  3   4 26   4 53   5  9   5 27   5 27   5 35   5 44   5 54   6  5   6 18   6 32   6 48   7  7   7 31   8  2   8 53  ++ ++  ++ ++
  2    1 18   2  1   2 32   2 56   3 15   3 32   4  1   4 25   4 48   5 11   5 35   6  4   6 20   6 40   6 40   6 49   6 59   7  9   7 21   7 34   7 49   8  7   8 28   8 54   9 32  ** **  ++ ++  ++ ++
  3    2 31   3 13   3 43   4  6   4 25   4 41   5  9   5 33   5 55   6 17   6 40   7  7   7 23   7 42   7 42   7 50   7 59   8  9   8 20   8 32   8 46   9  1   9 20   9 43  10 12  10 56  ++ ++  ++ ++
  4    4  4   4 38   5  3   5 23   5 40   5 54   6 18   6 39   6 58   7 17   7 38   8  1   8 15   8 30   8 30   8 37   8 45   8 53   9  2   9 12   9 23   9 35   9 49  10  6  10 26  10 51  11 24  12 20
  5    5 42   6  7   6 26   6 41   6 54   7  5   7 24   7 41   7 56   8 11   8 27   8 45   8 56   9  8   9  8   9 13   9 19   9 25   9 32   9 39   9 47   9 56  10  6  10 18  10 31  10 46  11  4  11 27
  6    7 17   7 33   7 45   7 56   8  5   8 12   8 26   8 37   8 48   8 59   9 10   9 23   9 30   9 38   9 38   9 42   9 46   9 50   9 54   9 59  10  5  10 10  10 17  10 24  10 32  10 41  10 52  11  5
  7    8 45   8 53   9  0   9  6   9 11   9 15   9 23   9 29   9 35   9 41   9 47   9 55   9 59  10  3  10  3  10  5  10  7  10 10  10 12  10 15  10 18  10 21  10 24  10 28  10 32  10 37  10 43  10 49
  8   10  7  10  9  10 11  10 12  10 13  10 14  10 16  10 18  10 19  10 20  10 22  10 23  10 24  10 25  10 25  10 26  10 26  10 27  10 27  10 28  10 28  10 29  10 30  10 31  10 32  10 33  10 34  10 35
  9   11 26  11 22  11 19  11 16  11 13  11 11  11  7  11  4  11  1  10 58  10 55  10 51  10 49  10 46  10 46  10 45  10 44  10 43  10 41  10 40  10 39  10 37  10 35  10 33  10 31  10 28  10 25  10 22
 10   12 44  12 33  12 25  12 18  12 12  12  7  11 58  11 50  11 42  11 35  11 27  11 18  11 13  11  7  11  7  11  5  11  2  10 59  10 56  10 52  10 49  10 45  10 40  10 35  10 30  10 24  10 16  10  8
 11   14  2  13 45  13 31  13 20  13 10  13  2  12 48  12 36  12 24  12 13  12  1  11 47  11 39  11 30  11 30  11 26  11 21  11 17  11 12  11  6  11  0  10 54  10 47  10 39  10 29  10 19  10  7   9 52
 12   15 20  14 56  14 37  14 22  14  9  13 58  13 39  13 23  13  8  12 53  12 36  12 18  12  7  11 55  11 55  11 49  11 43  11 37  11 30  11 23  11 15  11  5  10 55  10 43  10 30  10 14   9 55   9 30
 13   16 38  16  7  15 43  15 24  15  9  14 55  14 32  14 12  13 54  13 35  13 15  12 53  12 40  12 24  12 24  12 18  12 10  12  2  11 53  11 44  11 33  11 21  11  7  10 51  10 32  10  8   9 36   8 45
 14   17 53  17 15  16 47  16 26  16  8  15 52  15 26  15  3  14 42  14 21  13 59  13 33  13 18  13  0  13  0  12 52  12 43  12 34  12 23  12 12  11 59  11 44  11 26  11  5  10 39  10  1  -- --  -- --
 15   18 59  18 17  17 47  17 24  17  4  16 48  16 20  15 56  15 33  15 11  14 47  14 19  14  2  13 43  13 43  13 34  13 25  13 14  13  3  12 50  12 35  12 18  11 57  11 32  10 56   9 37  -- --  -- --
 16   19 50  19  9  18 39  18 16  17 57  17 40  17 12  16 48  16 26  16  3  15 39  15 11  14 54  14 35  14 35  14 26  14 16  14  5  13 54  13 40  13 25  13  7  12 46  12 19  11 39  -- --  -- --  -- --
 17   20 25  19 49  19 22  19  1  18 43  18 28  18  2  17 39  17 18  16 57  16 34  16  8  15 52  15 34  15 34  15 25  15 16  15  6  14 55  14 43  14 29  14 13  13 54  13 30  12 58  12  4  -- --  -- --
 18   20 49  20 19  19 57  19 39  19 24  19 11  18 48  18 28  18 10  17 51  17 31  17  7  16 54  16 38  16 38  16 31  16 23  16 14  16  5  15 55  15 43  15 30  15 14  14 56  14 33  14  4  13 17  -- --
 19   21  4  20 42  20 25  20 11  19 59  19 48  19 30  19 14  18 59  18 44  18 27  18  8  17 57  17 45  17 45  17 39  17 33  17 26  17 19  17 11  17  2  16 52  16 41  16 28  16 12  15 54  15 30  14 59
 20   21 15  21  0  20 48  20 38  20 29  20 22  20  9  19 57  19 46  19 35  19 23  19  9  19  1  18 52  18 52  18 48  18 44  18 39  18 34  18 28  18 22  18 15  18  8  17 59  17 49  17 38  17 24  17  7
 21   21 23  21 15  21  8  21  2  20 57  20 53  20 45  20 38  20 31  20 25  20 18  20 10  20  5  19 59  19 59  19 57  19 54  19 52  19 49  19 45  19 42  19 38  19 34  19 29  19 23  19 17  19 10  19  1
