   154  00 03 19.15 -05 52 00.7  4.37  1.631   M3III        YY         Psc    46.62   -41.32    7.86
   677  00 09 45.80 +29 14 11.9  2.07 -0.038 P B9p          alpha      And   135.68  -162.95   33.60
   746  00 10 36.55 +59 17 45.0  2.28  0.380 P F2III-IV     beta       Cas   523.39  -180.42   59.89
   765  00 10 44.85 -45 36 05.0  3.88  1.013   K0III        epsilon    Phe   122.15  -180.13   23.28
  1067  00 14 36.24 +15 19 50.8  2.83 -0.190   B2IV         gamma      Peg     4.70    -8.24    9.79
  1170  00 15 59.05 -18 47 10.4  4.44  1.640 P M1III        AE         Cet   -27.15   -73.78    6.62
  1562  00 20 46.66 -08 40 38.1  3.56  1.214   K2III        iota       Cet   -14.37   -37.84   11.26
  1599  00 21 26.03 -64 43 09.5  4.23  0.576   F9V          zeta       Tuc  1707.56  1165.36  116.38
  2021  00 27 06.33 -77 06 19.1  2.82  0.618   G2IV         beta       Hyi  2220.12   324.37  133.78
  2072  00 27 30.01 -43 31 59.1  3.93  0.175   A7V          kappa      Phe   106.14    32.83   42.51
  2081  00 27 35.33 -42 09 43.5  2.40  1.083   K0III        alpha      Phe   232.76  -353.64   42.14
  2484  00 32 44.81 -62 48 45.2  4.36 -0.064   B9V          beta^1     Tuc    82.48   -54.37   23.35
  2599  00 34 31.70 +63 04 39.7  4.17  0.130   B1Ia         kappa      Cas     3.99    -2.10    0.79
  2912  00 38 18.24 +33 51 53.5  4.34 -0.123   B5V          pi         And    15.23    -3.56    4.97
  2920  00 38 27.80 +54 02 32.5  3.69 -0.196   B2IV         zeta       Cas    17.77    -9.15    5.46
  3031  00 39 57.77 +29 27 18.9  4.34  0.871   G5III        epsilon    And  -229.41  -254.08   19.34
  3092  00 40 45.09 +31 00 20.5  3.27  1.268   K3III        delta      And   115.38   -83.05   32.19
  3179  00 42 01.71 +56 40 56.0  2.24  1.170   K0II-IIIvar  alpha      Cas    50.36   -32.17   14.27
  3405  00 44 32.16 -57 19 05.3  4.36  0.024   A0IV         eta        Phe    -5.16    15.50   13.57
  3419  00 44 55.10 -17 50 29.7  2.04  1.019   K0III        beta       Cet   232.79    32.71   34.04
  3504  00 46 12.90 +48 25 44.2  4.48 -0.069   B5III        o          Cas    17.79    -7.62    3.60
  3693  00 48 44.95 +24 24 39.1  4.08  1.100 P K1II         zeta       And  -101.23   -81.89   17.98
  3786  00 50 03.60 +07 43 43.7  4.44  1.500   K5III        delta      Psc    83.14   -50.48   10.69
  3821  00 50 43.58 +57 57 18.3  3.46  0.587   G0V SB       eta        Cas  1087.11  -559.65  167.99
  4427  00 58 19.84 +60 51 34.6  2.15 -0.046 P B0IV:evar    gamma      Cas    25.65    -3.82    5.32
  4436  00 58 14.06 +38 38 33.1  3.86  0.130   A5V          mu         And   152.78    36.82   23.93
  4463  00 58 37.65 +23 33 36.5  4.40  0.940   G8III-IV     eta        And   -43.72   -46.06   13.44
  4577  00 59 52.82 -29 12 53.2  4.30 -0.154   B7IIIp       alpha      Scl    22.44     6.30    4.85
  4906  01 04 19.31 +08 01 55.9  4.27  0.952   K0III        epsilon    Psc   -80.57    25.88   17.14
  5165  01 07 15.60 -46 34 36.7  3.32  0.885 G G8IIIvar     beta       Phe   -70.16    31.60   16.46
  5348  01 09 29.56 -55 06 16.7  3.94 -0.120 G B6V + B0V    zeta       Phe    21.17    29.70   11.66
  5364  01 09 55.39 -10 02 32.8  3.46  1.161   K2III        eta        Cet   215.81  -138.33   27.73
  5372  01 12 56.39 +86 23 51.1  4.24  1.213   K2II-III                       80.34   -11.36   10.43
  5434  01 11 03.21 +47 22 56.4  4.26  0.012   B7III        phi        And     3.81   -13.02    4.43
  5447  01 11 13.49 +35 45 37.2  2.07  1.576   M0IIIvar     beta       And   175.59  -112.23   16.36
  5542  01 12 44.09 +55 17 24.3  4.34  0.170   A7Vvar       theta      Cas   226.62   -19.34   23.73
  5896  01 16 39.85 -68 44 08.0  4.25  0.480   F6IV                          411.11   127.43   48.94
  6537  01 25 20.93 -08 02 50.0  3.60  1.065   K0III        theta      Cet   -78.38  -206.88   28.48
  6686  01 27 34.43 +60 22 19.2  2.66  0.160 P A5Vv SB      delta      Cas   297.24   -49.49   32.81
  6867  01 29 30.77 -43 10 59.6  3.41  1.542   K5II-III     gamma      Phe   -18.21  -207.71   13.94
  7083  01 32 21.08 -48 56 08.6  3.93  0.972   K0III-IV     delta      Phe   138.22   154.20   22.15
  7097  01 32 54.37 +15 28 53.5  3.62  0.974   G8III        eta        Psc    25.73    -3.29   11.09
  7513  01 38 21.85 +41 32 13.2  4.10  0.536   F8V          upsilon    And  -172.57  -381.01   74.25
  7588  01 38 41.82 -57 06 10.3  0.45 -0.158 P B3Vp         alpha      Eri    88.02   -40.08   22.68
  7607  01 39 38.05 +48 45 41.0  3.59  1.275   K3III                   And    60.90  -112.42   18.76
  7884  01 42 48.83 +05 37 14.7  4.45  1.347   K3III        nu         Psc   -22.73     3.61    8.86
  8068  01 45 20.28 +50 49 15.9  4.01 -0.098   B2Vpe        phi        Per    24.08   -13.59    4.55
  8102  01 45 17.97 -15 47 55.7  3.49  0.727   G8V          tau        Cet -1721.82   854.07  274.17
  8198  01 46 47.81 +09 17 24.0  4.26  0.942   K0III        o          Psc    70.82    38.99   12.63
