2461046.9603889  1 Afe
2461090.9456264  1 Per
2461134.9303076  1 Afe
2461178.9151389  1 Per
2461222.8995826  1 Afe
2461266.8842639  1 Per
2461310.8685388  1 Afe
2461354.8528326  1 Per
2461398.8372638  1 Afe
2461067.2174201  1 Sur
2461101.1539639  1 Nor
2461155.1861201  1 Sur
2461189.1232576  1 Nor
2461243.1553889  1 Sur
2461277.0919826  1 Nor
2461331.1240951  1 Sur
2461365.0607763  1 Nor
2461086.2749826  1 Asc
2461124.5571139  1 Des
2461174.2441951  1 Asc
2461212.5255451  1 Des
2461262.2132014  1 Asc
2461300.4947389  1 Des
2461350.1819389  1 Asc
2461388.4628326  1 Des
2461063.2764139  2 Afe
2461175.6148139  2 Per
2461287.9844139  2 Afe
2461400.3920014  2 Per
2461085.4566014  2 Sur
2461197.2454639  2 Nor
2461310.1547764  2 Sur
2461141.7487514  2 Asc
2461253.3011889  2 Des
2461366.4416014  2 Asc
2461044.2191889  3 Per
2461228.2296076  3 Afe
2461125.7972764  4 Per
2461099.4668014  4 Sur
2461246.5836764  4 Asc
2461297.8860139 16 Asc
2461187.1543264 17 Des
2461303.4343576 19 Sur
