 2461026.5  78.75   1.1   7.0 17.55 15.83 0.997   0.1  0.05  3.272006  0.889354 -0.012501  0.797778 -0.071869  0.906198  4.303518 -7.915545  0.078309
 2461027.5  78.89   1.1   7.0 17.52 15.80 0.997   0.1  0.05  3.272592  2.472149 -0.012914  2.380551 -0.072190  0.904478  4.304197 -7.901676  0.078268
 2461028.5  79.03   1.1   7.0 17.49 15.78 0.997   0.1  0.05  3.273177  4.054918 -0.013343  3.963323 -0.072510  0.902503  4.304874 -7.887857  0.078225
 2461029.5  79.17   1.1   7.0 17.46 15.75 0.997   0.1  0.05  3.273762  5.637662 -0.013790  5.546097 -0.072831  0.900275  4.305547 -7.874091  0.078179
 2461030.5  79.30   1.1   7.0 17.43 15.72 0.997   0.1  0.05  3.274347  0.937194 -0.014254  0.845686 -0.073152  0.897799  4.306218 -7.860382  0.078132
 2461031.5  79.44   1.1   7.0 17.40 15.69 0.997   0.1  0.05  3.274933  2.519887 -0.014734  2.428462 -0.073473  0.895077  4.306886 -7.846734  0.078082
 2461032.5  79.58   1.1   7.0 17.37 15.67 0.997   0.1  0.05  3.275518  4.102556 -0.015231  4.011240 -0.073793  0.892114  4.307553 -7.833149  0.078029
 2461033.5  79.72   1.1   7.0 17.34 15.64 0.997   0.1  0.04  3.276104  5.685201 -0.015744  5.594020 -0.074114  0.888911  4.308219 -7.819633  0.077975
 2461034.5  79.85   1.1   7.0 17.31 15.61 0.997   0.1  0.04  3.276689  0.984637 -0.016274  0.893617 -0.074435  0.885474  4.308884 -7.806187  0.077919
 2461035.5  79.99   1.2   7.0 17.28 15.59 0.997   0.1  0.04  3.277275  2.567237 -0.016820  2.476403 -0.074755  0.881805  4.309549 -7.792816  0.077860
 2461036.5  80.12   1.2   7.0 17.25 15.56 0.997   0.1  0.04  3.277860  4.149814 -0.017382  4.059193 -0.075076  0.877909  4.310213 -7.779523  0.077800
 2461037.5  80.26   1.2   7.0 17.22 15.53 0.997   0.1  0.04  3.278446  5.732371 -0.017959  5.641986 -0.075397  0.873789  4.310879 -7.766311  0.077737
 2461038.5  80.40   1.2   7.0 17.19 15.51 0.997   0.1  0.04  3.279031  1.031721 -0.018552  0.941598 -0.075717  0.869449  4.311545 -7.753183  0.077673
