2457389.9951500 A
2457402.5929625 P
2457417.8817500 A
2457429.6116000 P
2457445.6444125 A
2457457.7943125 P
2457473.0950000 A
2457486.2330125 P
2457500.1701375 A
2457514.6759000 P
2457527.4209750 A
2457542.9545876 P
2457555.0003376 A
2457570.7780501 P
2457582.7250751 A
2457596.9838876 P
2457610.5031876 A
2457622.5547626 P
2457638.2810001 A
2457650.2086126 P
2457665.9604376 A
2457678.4819001 P
2457693.3116251 A
2457706.9730251 P
2457720.3390626 A
2457735.4785126 P
2457747.7463751 A
