R  70.0 2457470.9605155853  0.05201656  0.02253211  0.00066179  0.00028635  0.00004277  0.00466731 -3.08957610 -0.00334775  0.00825183 -0.00271593  0.01576528  0.00429445  2457470.900694   2.69344  -2.50030   0.00055  2457471.081471  -2.07428   2.67971  -0.01123      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000  2457470.991101 0.801  0.02085637  0.01133513  0.01827100  -2.83175
R  70.0 2457618.9344667527  2.58574478  0.22485497  0.00067518 -0.00023627  0.00004213  0.00459682 -0.55584787 -0.19741090  0.01001506  0.00257686  0.01705606  0.00464606  2457618.892196   2.78680  -2.45736  -0.20001  2457618.917078   2.99819  -2.60814  -0.19848      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000  2457618.904522 0.016  0.02209468  0.01271722  0.02659008   2.89151
R  70.0 2457648.2629043479  3.05028082  0.03950573  0.00065157 -0.00028085  0.00004242  0.00462883 -0.09131183 -0.05887823  0.01014289  0.00332106  0.01748149  0.00476194  2457648.203284   0.51910   1.82717  -0.06362  2457648.372148  -1.14133   0.80438  -0.05014      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000      999.000000 999.00000 999.00000 999.00000  2457648.287689 0.933  0.02256981  0.01312694  0.01844595  -0.31059
